選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
平田　良介,中日,0.277,119,488,429,119,11,65,7,54,1,65,0,13,0.357,0.399,0.755,5.07,5.06,2014
下園　辰哉,DeNA,0.277,68,117,101,28,1,8,0,14,1,18,1,1,0.371,0.347,0.717,5.12,5.00,2014
上本　博紀,阪神,0.276,131,600,515,142,7,38,20,70,6,97,7,7,0.368,0.39,0.758,5.31,5.19,2014
森岡　良介,ヤクルト,0.276,100,326,301,83,2,31,1,15,3,39,5,7,0.315,0.362,0.677,3.91,3.81,2014
ブラゼル,ロッテ,0.276,35,91,76,21,4,14,0,14,1,18,0,2,0.396,0.5,0.896,7.10,6.89,2014
岡田　幸文,ロッテ,0.275,110,249,222,61,0,9,14,14,1,32,11,1,0.319,0.329,0.648,3.94,3.86,2014
荒木　貴裕,ヤクルト,0.275,55,168,149,41,2,12,1,16,1,25,2,2,0.349,0.349,0.698,4.39,4.34,2014
森　友哉,西武,0.275,41,92,80,22,6,15,0,12,0,22,0,1,0.37,0.575,0.945,7.62,7.45,2014
松本　哲也,巨人,0.275,75,90,80,22,0,3,3,4,2,12,4,0,0.326,0.288,0.613,3.63,3.57,2014
北　篤,日本ハム,0.275,29,60,51,14,2,3,1,7,1,17,1,1,0.373,0.412,0.785,5.71,5.68,2014
藤井　淳志,中日,0.274,88,300,266,73,6,36,2,25,1,55,6,2,0.337,0.414,0.75,5.02,4.95,2014
大谷　翔平,日本ハム,0.274,87,234,212,58,10,31,1,21,0,48,0,4,0.338,0.505,0.842,6.03,5.88,2014
浅村　栄斗,西武,0.273,118,501,440,120,14,55,3,47,6,100,0,8,0.345,0.416,0.761,5.04,5.15,2014
柳田　殖生,DeNA,0.273,74,101,88,24,4,10,0,2,5,20,6,2,0.326,0.443,0.769,4.70,4.64,2014
嶺井　博希,DeNA,0.273,10,14,11,3,0,3,0,2,0,2,1,0,0.385,0.455,0.839,6.31,6.06,2014
多村　仁志,DeNA,0.272,73,166,147,40,4,23,0,15,2,23,1,4,0.345,0.401,0.747,4.60,4.59,2014
荒波　翔,DeNA,0.271,63,206,188,51,3,18,9,13,1,28,4,1,0.322,0.383,0.705,4.77,4.62,2014
今江　敏晃,ロッテ,0.27,120,478,445,120,10,54,1,23,5,43,4,13,0.312,0.402,0.714,4.16,4.05,2014
ハフマン,ロッテ,0.27,67,210,185,50,4,28,0,20,4,51,1,1,0.354,0.443,0.797,5.79,5.50,2014
中田　翔,日本ハム,0.269,144,602,531,143,27,100,0,58,6,89,0,12,0.344,0.456,0.8,5.53,5.63,2014
藤田　一也,楽天,0.269,144,579,517,139,2,36,3,16,3,55,41,12,0.294,0.317,0.611,2.80,2.75,2014
Ｔ−岡田,オリックス,0.269,130,533,472,127,24,75,4,37,17,107,5,10,0.343,0.481,0.824,5.60,5.53,2014
梵　英心,広島,0.269,114,416,353,95,8,41,7,39,5,57,17,14,0.348,0.399,0.748,4.21,4.19,2014
川島　慶三,ヤクルト,0.269,19,36,26,7,0,1,1,7,1,6,2,2,0.441,0.346,0.787,5.40,4.98,2014
平野　恵一,オリックス,0.268,120,517,452,121,1,28,5,37,7,55,19,8,0.331,0.319,0.65,3.76,3.70,2014
荒木　雅博,中日,0.268,109,471,395,106,1,21,17,39,3,63,33,7,0.338,0.329,0.667,4.07,3.94,2014
谷口　雄也,日本ハム,0.268,72,175,164,44,2,11,3,9,0,56,2,0,0.306,0.36,0.666,4.08,3.95,2014
鶴岡　賢二郎,DeNA,0.267,24,49,45,12,0,2,0,4,0,10,0,1,0.327,0.267,0.593,3.12,3.06,2014
西川　遥輝,日本ハム,0.265,143,637,555,147,8,57,43,63,3,139,16,1,0.343,0.389,0.732,5.16,5.03,2014
大和,阪神,0.264,121,481,398,105,1,24,11,28,4,52,50,7,0.318,0.319,0.637,3.20,3.11,2014
黒羽根　利規,DeNA,0.264,109,374,326,86,2,24,1,24,5,78,17,10,0.322,0.313,0.635,3.19,3.18,2014
聖澤　諒,楽天,0.264,66,209,182,48,1,17,5,20,4,46,2,2,0.348,0.341,0.688,4.29,4.27,2014
梶谷　隆幸,DeNA,0.263,142,609,525,138,16,72,39,70,7,135,3,12,0.355,0.438,0.793,5.68,5.61,2014
嶋　基宏,楽天,0.263,126,432,350,92,1,36,6,65,1,84,11,13,0.375,0.309,0.684,4.15,4.23,2014
脇谷　亮太,西武,0.263,96,233,205,54,2,20,4,15,2,45,10,1,0.318,0.346,0.665,4.02,3.94,2014
市川　友也,日本ハム,0.263,71,166,137,36,2,9,0,6,3,22,19,0,0.306,0.336,0.642,3.50,3.50,2014
林崎　遼,西武,0.263,17,44,38,10,0,1,0,4,0,6,2,1,0.333,0.316,0.649,3.15,3.05,2014
横川　史学,巨人,0.263,16,21,19,5,1,5,0,2,0,6,0,0,0.333,0.474,0.807,5.92,5.84,2014
エルナンデス,中日,0.262,86,304,279,73,5,32,2,19,1,58,3,4,0.309,0.373,0.682,4.03,4.01,2014
木村　昇吾,広島,0.261,101,253,238,62,1,13,4,4,3,57,7,3,0.28,0.324,0.604,2.97,2.93,2014
荻野　貴司,ロッテ,0.261,40,155,142,37,3,12,15,8,0,14,5,1,0.3,0.423,0.723,5.02,4.81,2014
エルドレッド,広島,0.26,118,505,454,118,37,104,2,41,7,169,0,8,0.329,0.544,0.873,6.20,6.28,2014
渡辺　直人,西武,0.26,104,429,350,91,0,26,4,32,11,46,35,9,0.34,0.314,0.654,3.65,3.54,2014
関本　賢太郎,阪神,0.26,63,66,50,13,1,15,0,13,1,16,1,3,0.415,0.4,0.815,5.68,5.68,2014
安達　了一,オリックス,0.259,143,601,486,126,8,50,29,58,8,79,45,8,0.345,0.356,0.701,4.26,4.29,2014
秋山　翔吾,西武,0.259,131,561,475,123,4,47,3,70,3,98,11,4,0.356,0.36,0.716,4.82,4.74,2014
中島　卓也,日本ハム,0.259,126,461,382,99,0,32,28,43,0,92,35,4,0.333,0.298,0.632,3.61,3.58,2014
今成　亮太,阪神,0.259,115,362,332,86,4,24,2,18,3,48,9,9,0.303,0.34,0.643,3.22,3.14,2014
松本　啓二朗,DeNA,0.259,34,58,54,14,0,5,1,1,1,10,2,1,0.286,0.352,0.638,3.38,3.13,2014
近藤　健介,日本ハム,0.258,89,291,264,68,4,28,3,15,0,45,10,4,0.295,0.386,0.682,3.65,3.59,2014
中村　剛也,西武,0.257,111,466,382,98,34,90,0,79,2,124,0,13,0.384,0.579,0.963,7.40,7.47,2014
伊藤　光,オリックス,0.257,137,429,358,92,3,48,0,24,5,80,39,2,0.31,0.332,0.643,3.42,3.41,2014
キラ,広島,0.257,88,335,288,74,11,40,0,41,4,85,0,4,0.355,0.417,0.772,5.46,5.50,2014
桑原　将志,DeNA,0.257,53,169,144,37,1,13,4,15,2,32,8,5,0.335,0.354,0.69,3.88,3.75,2014
高橋　周平,中日,0.257,61,156,144,37,6,14,0,8,0,29,2,2,0.292,0.451,0.744,4.55,4.61,2014
村田　修一,巨人,0.256,143,575,519,133,21,68,2,39,13,83,0,22,0.322,0.41,0.732,4.17,4.25,2014
橋本　到,巨人,0.256,103,402,351,90,4,35,11,32,3,78,14,5,0.322,0.33,0.653,3.85,3.84,2014
井端　弘和,巨人,0.256,87,187,164,42,3,16,0,18,0,24,4,11,0.328,0.329,0.657,3.04,3.11,2014
ペーニャ,オリックス,0.255,140,572,502,128,32,90,2,59,10,124,0,15,0.344,0.486,0.83,5.68,5.67,2014
バルディリス,DeNA,0.255,139,510,451,115,17,52,0,43,11,66,0,20,0.331,0.437,0.768,4.60,4.62,2014
小林　誠司,巨人,0.255,63,121,110,28,2,14,0,4,4,26,3,4,0.305,0.373,0.678,3.51,3.39,2014
福留　孝介,阪神,0.253,104,367,312,79,9,34,1,47,1,48,3,11,0.349,0.365,0.714,4.35,4.51,2014
加藤　翔平,ロッテ,0.253,98,342,320,81,3,18,5,8,4,71,10,2,0.28,0.344,0.624,3.13,3.05,2014
片岡　治大,巨人,0.252,126,484,429,108,6,32,24,29,3,51,23,14,0.304,0.34,0.644,3.28,3.22,2014
明石　健志,ソフトバンク,0.252,93,273,250,63,1,21,17,13,2,54,7,4,0.293,0.336,0.629,3.45,3.39,2014
森本　稀哲,西武,0.252,99,173,147,37,0,13,2,16,1,42,9,0,0.329,0.347,0.676,4.04,3.90,2014
ヘルマン,オリックス,0.25,141,595,532,133,7,52,30,54,4,95,2,17,0.322,0.346,0.668,3.57,3.58,2014
西田　哲朗,楽天,0.25,131,415,372,93,7,41,8,24,4,100,12,9,0.3,0.358,0.658,3.47,3.50,2014
相川　亮二,ヤクルト,0.25,58,207,192,48,2,21,0,9,2,31,2,5,0.288,0.323,0.611,2.97,3.01,2014
松井　佑介,中日,0.25,52,102,96,24,2,6,1,2,2,27,2,3,0.28,0.385,0.665,3.36,3.24,2014
阿部　俊人,楽天,0.25,26,24,20,5,0,2,0,0,0,4,4,1,0.25,0.25,0.5,1.26,1.23,2014
三輪　正義,ヤクルト,0.25,32,22,20,5,0,1,0,1,0,2,1,1,0.286,0.3,0.586,2.27,2.16,2014
西田　明央,ヤクルト,0.25,8,22,20,5,1,4,0,1,1,4,0,0,0.318,0.5,0.818,5.89,5.72,2014
アブレイユ,西武,0.25,7,17,16,4,0,4,1,1,0,6,0,2,0.294,0.375,0.669,2.36,2.30,2014
関根　大気,DeNA,0.25,3,13,12,3,0,0,1,0,1,3,0,0,0.308,0.25,0.558,3.54,3.57,2014
城所　龍磨,ソフトバンク,0.25,81,12,8,2,0,0,8,2,0,3,2,0,0.4,0.25,0.65,2.47,3.06,2014
西村　弥,楽天,0.25,17,12,12,3,0,1,0,0,0,4,0,0,0.25,0.25,0.5,1.94,1.98,2014
福田　永将,中日,0.25,10,12,12,3,0,0,0,0,0,4,0,1,0.25,0.333,0.583,1.55,1.38,2014
石井　義人,巨人,0.25,7,6,4,1,0,1,0,1,0,3,0,0,0.333,0.25,0.583,3.93,6.21,2014
田中　大輔,中日,0.25,3,4,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,2.05,2.07,2014
石川　亮,日本ハム,0.25,1,4,4,1,0,3,0,0,0,1,0,0,0.25,0.75,1.0,7.27,6.84,2014
石川　雄洋,DeNA,0.248,138,539,483,120,7,36,9,32,8,98,16,9,0.306,0.346,0.652,3.56,3.52,2014
阿部　慎之助,巨人,0.248,131,526,459,114,19,57,1,58,7,77,0,16,0.34,0.425,0.765,4.74,4.73,2014
サブロー,ロッテ,0.248,81,249,218,54,4,25,0,27,1,60,0,6,0.329,0.362,0.692,3.94,4.03,2014
ボウカー,楽天,0.248,65,230,214,53,7,22,3,11,3,55,0,9,0.291,0.411,0.703,3.73,3.77,2014
原　拓也,オリックス,0.248,120,185,161,40,2,15,0,14,0,27,9,4,0.307,0.348,0.655,3.44,3.42,2014
大崎　雄太朗,西武,0.248,51,113,101,25,1,10,1,5,1,14,5,3,0.287,0.307,0.594,2.59,2.67,2014
金子　侑司,西武,0.247,91,272,243,60,2,16,21,14,2,48,12,2,0.292,0.337,0.63,3.49,3.48,2014
堂林　翔太,広島,0.246,93,330,284,70,8,28,1,32,6,87,5,3,0.332,0.38,0.713,4.53,4.63,2014
大田　泰示,巨人,0.246,44,74,65,16,2,12,4,8,1,20,0,2,0.338,0.431,0.769,4.70,4.55,2014
緒方　凌介,阪神,0.246,28,69,57,14,2,5,2,8,2,14,2,0,0.358,0.386,0.744,5.18,5.15,2014
中村　一生,オリックス,0.246,62,64,57,14,0,4,5,4,0,11,2,0,0.29,0.333,0.624,3.46,3.49,2014
大引　啓次,日本ハム,0.245,132,512,432,106,5,47,21,51,1,98,26,11,0.325,0.331,0.656,3.63,3.64,2014
田中　浩康,ヤクルト,0.245,77,111,102,25,3,10,0,8,0,15,1,4,0.3,0.373,0.673,3.44,3.47,2014
中村　紀洋,DeNA,0.245,13,56,49,12,0,10,0,6,0,10,0,3,0.321,0.286,0.607,2.69,2.85,2014
新井　貴浩,阪神,0.244,94,194,176,43,3,31,0,15,2,33,0,6,0.309,0.33,0.639,3.29,3.31,2014
ロペス,巨人,0.243,134,407,375,91,22,57,1,20,4,66,3,15,0.285,0.464,0.749,4.09,4.27,2014
武内　晋一,ヤクルト,0.243,55,125,111,27,4,9,0,12,0,18,1,3,0.315,0.369,0.684,3.89,4.06,2014
岩村　明憲,ヤクルト,0.243,39,79,74,18,1,14,0,4,1,21,0,1,0.291,0.365,0.656,3.63,3.50,2014
里崎　智也,ロッテ,0.243,17,41,37,9,0,4,0,3,1,6,0,1,0.317,0.297,0.614,3.21,3.13,2014
島内　宏明,楽天,0.242,66,243,215,52,2,18,6,19,0,22,7,5,0.301,0.33,0.631,3.37,3.43,2014
山崎　浩司,西武,0.242,22,35,33,8,1,3,0,0,0,5,2,2,0.242,0.333,0.576,1.77,1.85,2014
今宮　健太,ソフトバンク,0.24,144,662,551,132,3,42,10,41,4,104,62,10,0.295,0.307,0.602,2.82,2.82,2014
松井　淳,ヤクルト,0.24,10,26,25,6,0,1,0,1,0,8,0,1,0.269,0.36,0.629,2.75,2.51,2014
山崎　憲晴,DeNA,0.239,115,374,309,74,2,20,2,19,6,64,38,4,0.295,0.294,0.589,2.72,2.76,2014
クルーズ,ロッテ,0.238,126,478,453,108,16,61,1,18,2,47,0,13,0.268,0.419,0.687,3.52,3.59,2014
井口　資仁,ロッテ,0.238,109,408,357,85,10,49,1,40,8,74,0,7,0.326,0.389,0.715,4.48,4.49,2014
中東　直己,広島,0.238,86,87,80,19,1,7,4,4,1,9,1,1,0.279,0.3,0.579,2.74,2.92,2014
谷　哲也,中日,0.237,59,131,118,28,0,10,0,6,0,23,6,0,0.272,0.364,0.636,3.28,3.15,2014
西岡　剛,阪神,0.237,24,46,38,9,0,4,0,7,0,6,1,0,0.356,0.368,0.724,4.61,4.48,2014
坂口　智隆,オリックス,0.235,122,382,323,76,2,40,3,47,2,45,10,4,0.336,0.3,0.636,3.73,3.75,2014
白崎　浩之,DeNA,0.234,101,240,209,49,1,11,4,16,0,50,15,4,0.289,0.297,0.586,2.65,2.62,2014
牧田　明久,楽天,0.234,77,204,184,43,2,17,0,12,3,18,5,7,0.291,0.304,0.596,2.54,2.56,2014
廣瀬　純,広島,0.234,60,148,124,29,2,14,0,17,1,23,2,6,0.322,0.339,0.661,3.16,3.47,2014
稲葉　篤紀,日本ハム,0.234,44,89,77,18,3,12,0,10,2,13,0,3,0.337,0.39,0.727,4.32,4.37,2014
比屋根　渉,ヤクルト,0.232,56,142,125,29,0,7,10,5,1,21,11,3,0.267,0.264,0.531,2.00,2.00,2014
高濱　卓也,ロッテ,0.232,36,78,69,16,0,7,0,6,0,11,3,1,0.293,0.333,0.627,3.02,3.00,2014
バトラー,オリックス,0.231,21,66,52,12,2,6,0,9,4,19,0,1,0.379,0.385,0.763,5.51,5.78,2014
ミレッジ,ヤクルト,0.231,10,47,39,9,1,6,0,6,0,6,0,4,0.319,0.359,0.678,2.83,3.32,2014
田上　健一,阪神,0.231,51,43,39,9,0,2,3,3,0,7,1,1,0.286,0.256,0.542,2.71,2.69,2014
赤田　将吾,日本ハム,0.231,8,19,13,3,0,1,0,5,0,3,0,0,0.421,0.231,0.652,5.53,6.50,2014
川崎　成晃,ヤクルト,0.231,14,14,13,3,0,0,1,1,0,0,0,0,0.286,0.231,0.516,2.96,3.02,2014
石川　慎吾,日本ハム,0.229,44,93,83,19,1,11,0,5,1,25,4,1,0.281,0.301,0.582,2.54,2.57,2014
堂上　直倫,中日,0.228,90,261,237,54,1,17,1,10,0,45,11,8,0.256,0.266,0.522,1.79,1.94,2014
ミランダ,日本ハム,0.227,116,427,375,85,14,57,0,42,6,108,0,6,0.311,0.389,0.701,4.21,4.35,2014
鉄平,オリックス,0.227,50,102,88,20,1,6,1,10,1,20,3,1,0.313,0.352,0.665,3.53,3.48,2014
江川　智晃,ソフトバンク,0.226,39,37,31,7,1,3,0,5,1,12,0,1,0.351,0.419,0.771,4.97,4.98,2014
斉藤　彰吾,西武,0.224,89,127,107,24,2,10,12,14,0,42,6,0,0.314,0.308,0.622,3.88,3.96,2014
鬼崎　裕司,西武,0.224,37,96,85,19,0,5,1,8,0,29,3,1,0.29,0.282,0.573,2.78,2.73,2014
野本　圭,中日,0.222,45,72,63,14,1,13,0,5,2,10,1,2,0.296,0.333,0.629,3.11,3.25,2014
ジョーンズ,楽天,0.221,138,581,448,99,24,71,2,118,12,140,0,16,0.394,0.426,0.82,5.86,5.99,2014
鶴岡　一成,阪神,0.221,77,163,154,34,0,12,0,3,1,30,4,10,0.239,0.266,0.505,1.11,1.16,2014
伊志嶺　翔大,ロッテ,0.22,89,138,118,26,1,8,8,11,1,18,8,3,0.292,0.314,0.606,2.49,2.52,2014
吉田　裕太,ロッテ,0.22,50,132,123,27,2,7,0,2,1,38,4,0,0.234,0.285,0.519,2.08,2.33,2014
枡田　慎太郎,楽天,0.219,71,251,210,46,5,31,3,35,3,66,1,8,0.336,0.333,0.669,3.73,3.89,2014
熊代　聖人,西武,0.217,46,140,115,25,0,6,1,19,0,29,6,1,0.328,0.27,0.598,3.21,3.25,2014
鶴岡　慎也,ソフトバンク,0.216,98,190,162,35,0,25,0,7,0,23,17,5,0.243,0.278,0.521,1.59,1.82,2014
飯山　裕志,日本ハム,0.216,84,62,51,11,0,4,0,5,0,15,6,1,0.286,0.255,0.541,2.18,2.18,2014
木村　文紀,西武,0.215,100,330,284,61,10,27,16,20,3,112,21,3,0.272,0.38,0.652,3.16,3.31,2014
ユーキリス,楽天,0.215,21,79,65,14,1,11,0,12,1,23,0,1,0.342,0.323,0.665,4.13,4.31,2014
藤井　彰人,阪神,0.215,34,73,65,14,0,5,0,7,0,10,0,3,0.288,0.262,0.549,2.11,2.23,2014
赤松　真人,広島,0.214,74,32,28,6,0,4,12,1,1,8,2,0,0.267,0.286,0.552,2.34,2.53,2014
ランサム,西武,0.212,38,138,118,25,2,12,0,18,1,49,1,1,0.321,0.331,0.652,3.69,3.68,2014
細谷　圭,ロッテ,0.212,45,39,33,7,0,0,1,3,1,8,2,1,0.297,0.212,0.509,1.69,1.83,2014
