選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
頓宮　裕真,オリックス,0.313,12,35,32,10,2,5,0,3,0,11,0,0,0.371,0.594,0.965,8.37,7.97,2020
谷内　亮太,日本ハム,0.313,50,18,16,5,0,3,0,1,0,3,0,0,0.333,0.313,0.646,4.35,4.95,2020
熊谷　敬宥,阪神,0.313,38,17,16,5,0,3,3,1,0,5,0,0,0.353,0.438,0.79,4.73,4.47,2020
神里　和毅,DeNA,0.308,80,190,169,52,3,17,7,15,3,42,1,3,0.37,0.42,0.79,6.0,5.87,2020
村上　宗隆,ヤクルト,0.307,120,515,424,130,28,86,11,87,3,115,0,8,0.427,0.585,1.012,9.05,8.67,2020
西川　遥輝,日本ハム,0.306,115,523,422,129,5,39,42,92,2,84,4,5,0.43,0.396,0.825,7.48,7.28,2020
高橋　周平,中日,0.305,108,438,394,120,7,46,1,39,2,70,0,13,0.368,0.426,0.794,5.52,5.28,2020
西川　龍馬,広島,0.304,76,328,296,90,6,32,6,28,2,52,2,6,0.368,0.426,0.794,5.86,5.57,2020
岸田　行倫,巨人,0.302,34,48,43,13,1,5,0,3,0,16,1,4,0.34,0.442,0.782,3.9,3.92,2020
宮﨑　敏郎,DeNA,0.301,113,460,429,129,14,53,0,24,4,29,0,15,0.341,0.464,0.805,5.4,5.23,2020
茂木　栄五郎,楽天,0.301,73,321,276,83,7,33,8,39,5,52,0,4,0.396,0.457,0.852,6.92,6.7,2020
鈴木　誠也,広島,0.3,118,514,430,129,25,75,6,72,9,73,0,15,0.409,0.544,0.953,7.67,7.46,2020
加藤　翔平,ロッテ,0.3,22,79,70,21,0,3,3,8,1,15,0,0,0.38,0.4,0.78,5.91,5.6,2020
石川　駿,中日,0.3,11,13,10,3,0,2,0,1,2,3,0,0,0.462,0.5,0.962,9.68,9.3,2020
中島　宏之,巨人,0.297,100,312,279,83,7,29,0,31,1,59,0,11,0.369,0.419,0.788,5.12,5.0,2020
増田　大輝,巨人,0.297,74,48,37,11,0,2,23,11,0,12,0,1,0.458,0.351,0.81,6.56,6.52,2020
鈴木　大地,楽天,0.295,120,546,478,141,4,55,1,46,7,58,12,18,0.363,0.381,0.744,4.65,4.5,2020
小郷　裕哉,楽天,0.295,58,129,105,31,4,12,8,19,1,34,3,0,0.405,0.438,0.843,7.14,7.11,2020
Ａ．マルティネス,中日,0.295,39,109,95,28,2,13,0,14,0,31,0,1,0.385,0.421,0.806,6.33,6.08,2020
アルモンテ,中日,0.294,62,247,214,63,9,29,1,30,2,42,0,9,0.385,0.463,0.847,6.16,6.03,2020
糸原　健斗,阪神,0.294,63,244,218,64,3,20,1,19,3,33,3,3,0.357,0.376,0.733,4.93,4.85,2020
鶴岡　慎也,日本ハム,0.294,18,17,17,5,0,2,0,0,0,2,0,0,0.294,0.294,0.588,3.25,3.15,2020
近本　光司,阪神,0.293,120,519,474,139,9,45,31,30,7,61,7,4,0.344,0.416,0.759,5.46,5.27,2020
荻野　貴司,ロッテ,0.291,53,236,203,59,1,10,19,24,2,23,6,2,0.37,0.389,0.759,5.74,5.48,2020
坂本　勇人,巨人,0.289,115,479,412,119,19,65,4,62,0,85,1,9,0.379,0.5,0.879,6.83,6.67,2020
安達　了一,オリックス,0.289,78,311,266,77,2,23,15,26,1,48,16,9,0.353,0.361,0.713,4.34,4.25,2020
大山　悠輔,阪神,0.288,116,471,423,122,28,85,1,41,5,96,1,15,0.357,0.56,0.918,6.54,6.39,2020
小深田　大翔,楽天,0.288,112,437,378,109,3,31,17,42,4,59,11,5,0.364,0.381,0.745,5.05,4.93,2020
坂倉　将吾,広島,0.287,81,228,209,60,3,26,1,17,2,36,0,6,0.346,0.411,0.758,4.93,4.67,2020
オースティン,DeNA,0.286,65,269,238,68,20,56,0,29,1,69,0,4,0.364,0.605,0.969,7.77,7.65,2020
伊藤　裕季也,DeNA,0.286,5,17,14,4,0,1,0,2,0,2,1,0,0.375,0.429,0.804,5.98,5.52,2020
滝野　要,中日,0.286,10,8,7,2,0,0,0,1,0,1,0,0,0.375,0.286,0.661,4.79,4.75,2020
岡林　勇希,中日,0.286,6,7,7,2,0,0,0,0,0,2,0,0,0.286,0.286,0.571,2.95,2.86,2020
長野　久義,広島,0.285,95,299,267,76,10,42,1,29,1,61,0,5,0.355,0.468,0.823,6.02,5.9,2020
丸　佳浩,巨人,0.284,120,491,423,120,27,77,8,63,0,101,3,3,0.375,0.553,0.928,7.52,7.34,2020
渡邉　諒,日本ハム,0.283,117,465,414,117,6,39,4,43,0,81,5,9,0.348,0.377,0.725,4.7,4.65,2020
島内　宏明,楽天,0.281,114,471,406,114,8,53,9,48,7,71,6,8,0.363,0.392,0.755,5.36,5.31,2020
大和,DeNA,0.281,85,225,199,56,4,23,3,20,0,28,3,8,0.342,0.387,0.729,4.22,4.29,2020
浅村　栄斗,楽天,0.28,120,529,432,121,32,104,1,91,4,111,0,15,0.408,0.56,0.969,7.84,7.74,2020
堂林　翔太,広島,0.279,111,451,401,112,14,58,17,41,4,91,3,12,0.35,0.436,0.787,5.35,5.26,2020
塩見　泰隆,ヤクルト,0.279,43,179,154,43,8,21,13,17,5,44,3,4,0.369,0.487,0.856,6.49,6.4,2020
清田　育宏,ロッテ,0.278,70,209,180,50,7,23,0,22,2,52,5,6,0.363,0.467,0.829,5.63,5.42,2020
原口　文仁,阪神,0.278,48,78,72,20,3,19,0,5,1,16,0,2,0.333,0.444,0.778,5.08,4.94,2020
藤井　亮太,ヤクルト,0.278,10,20,18,5,0,0,0,1,0,3,1,0,0.316,0.278,0.594,3.3,3.26,2020
松山　竜平,広島,0.277,108,425,404,112,9,67,0,17,1,72,0,11,0.306,0.416,0.722,4.22,4.09,2020
グラシアル,ソフトバンク,0.277,69,276,256,71,10,35,2,16,3,62,0,2,0.326,0.441,0.767,5.36,5.27,2020
倉本　寿彦,DeNA,0.276,82,216,199,55,1,17,0,16,1,42,0,2,0.333,0.312,0.645,3.97,3.86,2020
岡本　和真,巨人,0.275,118,500,440,121,31,97,2,55,5,85,0,10,0.362,0.545,0.907,6.93,6.8,2020
大田　泰示,日本ハム,0.275,115,481,455,125,14,68,3,25,1,105,0,11,0.314,0.407,0.721,4.27,4.19,2020
吉川　尚輝,巨人,0.274,112,389,354,97,8,32,11,30,3,60,2,6,0.336,0.398,0.734,4.87,4.71,2020
モヤ,オリックス,0.274,46,176,164,45,12,38,0,11,1,33,0,7,0.324,0.567,0.891,5.88,5.8,2020
宮本　丈,ヤクルト,0.274,94,171,146,40,2,12,3,18,2,23,5,3,0.361,0.37,0.731,4.86,4.7,2020
エスコバー,ヤクルト,0.273,104,402,377,103,1,30,6,13,9,52,1,9,0.312,0.329,0.641,3.3,3.2,2020
渡邉　大樹,ヤクルト,0.273,33,12,11,3,0,0,2,1,0,3,0,0,0.333,0.273,0.606,1.99,2.21,2020
栗山　巧,西武,0.272,111,428,372,101,12,67,0,53,1,77,0,10,0.362,0.427,0.79,5.52,5.42,2020
ロメロ,楽天,0.272,103,404,356,97,24,63,0,38,8,108,0,8,0.354,0.539,0.893,6.61,6.54,2020
菊池　涼介,広島,0.271,106,429,376,102,10,41,3,35,1,68,16,9,0.334,0.423,0.757,4.7,4.58,2020
中村　晃,ソフトバンク,0.271,100,413,362,98,6,50,0,39,3,47,3,4,0.341,0.367,0.709,4.75,4.83,2020
源田　壮亮,西武,0.27,120,518,455,123,1,21,18,38,1,80,22,6,0.327,0.33,0.656,3.78,3.72,2020
周東　佑京,ソフトバンク,0.27,103,346,307,83,1,27,50,24,2,79,11,2,0.325,0.352,0.677,4.88,4.8,2020
大城　卓三,巨人,0.27,93,308,274,74,9,41,1,30,0,82,1,1,0.339,0.412,0.751,5.31,5.29,2020
スパンジェンバーグ,西武,0.268,111,445,407,109,15,57,12,32,4,150,0,2,0.326,0.482,0.807,5.84,5.72,2020
糸井　嘉男,阪神,0.268,86,311,269,72,2,28,2,38,3,50,0,5,0.363,0.357,0.72,4.92,4.81,2020
今宮　健太,ソフトバンク,0.268,43,177,164,44,6,22,2,5,0,22,5,2,0.285,0.445,0.73,4.45,4.53,2020
杉本　裕太郎,オリックス,0.268,41,141,127,34,2,17,1,10,4,34,0,4,0.34,0.354,0.695,4.21,4.15,2020
ビシエド,中日,0.267,109,462,409,109,17,82,3,34,9,48,0,17,0.329,0.447,0.776,4.75,4.91,2020
木下　拓哉,中日,0.267,88,269,251,67,6,32,0,12,1,49,5,1,0.303,0.402,0.705,4.41,4.25,2020
パーラ,巨人,0.267,47,154,146,39,4,13,0,8,0,35,0,6,0.305,0.384,0.689,3.38,3.36,2020
ピレラ,広島,0.266,99,337,316,84,11,34,2,19,2,53,0,4,0.312,0.411,0.723,4.45,4.4,2020
柴田　竜拓,DeNA,0.266,110,276,233,62,2,20,0,29,4,50,9,1,0.356,0.352,0.708,4.82,4.67,2020
會澤　翼,広島,0.266,79,263,229,61,7,36,2,22,11,51,1,8,0.359,0.415,0.774,5.16,5.02,2020
田中　俊太,巨人,0.265,48,78,68,18,1,6,2,8,1,15,0,0,0.346,0.368,0.714,5.27,5.29,2020
松原　聖弥,巨人,0.263,86,313,278,73,3,19,12,29,0,71,4,4,0.33,0.371,0.701,4.55,4.51,2020
川島　慶三,ソフトバンク,0.263,59,162,137,36,4,9,0,19,4,17,2,2,0.369,0.38,0.748,4.76,4.78,2020
梅野　隆太郎,阪神,0.262,98,342,298,78,7,29,5,33,0,77,9,9,0.333,0.389,0.723,4.35,4.3,2020
立岡　宗一郎,巨人,0.261,29,27,23,6,1,4,1,4,0,6,0,1,0.37,0.478,0.849,6.14,5.97,2020
菅野　剛士,ロッテ,0.26,81,275,223,58,2,20,1,45,2,55,5,7,0.389,0.359,0.748,4.92,4.83,2020
藤原　恭大,ロッテ,0.26,26,105,96,25,3,10,4,6,0,33,2,1,0.301,0.406,0.707,4.32,4.37,2020
伏見　寅威,オリックス,0.259,71,198,189,49,6,23,0,6,0,35,2,4,0.281,0.413,0.693,3.83,3.84,2020
大盛　穂,広島,0.259,73,148,135,35,2,16,5,11,1,50,0,1,0.318,0.385,0.703,4.29,4.28,2020
太田　椋,オリックス,0.259,20,61,54,14,3,5,0,4,1,19,2,0,0.322,0.463,0.785,5.34,5.33,2020
ジョーンズ,オリックス,0.258,87,338,302,78,12,43,1,32,2,66,0,9,0.331,0.417,0.749,4.71,4.75,2020
福田　周平,オリックス,0.258,76,312,260,67,0,24,13,43,3,44,3,5,0.366,0.335,0.7,4.68,4.69,2020
阿部　寿樹,中日,0.257,115,459,421,108,13,61,2,30,1,92,5,21,0.306,0.409,0.715,3.58,3.57,2020
サンズ,阪神,0.257,110,443,377,97,19,64,2,61,3,106,0,11,0.363,0.451,0.814,5.68,5.7,2020
野村　佑希,日本ハム,0.257,21,76,74,19,3,18,0,1,1,17,0,1,0.276,0.473,0.749,4.54,4.47,2020
Ｔ－岡田,オリックス,0.256,100,377,328,84,16,55,5,40,4,87,0,11,0.34,0.457,0.797,5.11,5.23,2020
重信　慎之介,巨人,0.256,60,96,90,23,1,6,5,6,0,33,0,1,0.302,0.367,0.669,4.05,3.93,2020
宇草　孔基,広島,0.256,13,47,43,11,0,3,3,3,1,7,0,0,0.319,0.326,0.645,3.66,3.64,2020
亀井　善行,巨人,0.255,51,156,141,36,2,17,0,11,1,21,1,3,0.31,0.348,0.657,3.59,3.67,2020
山田　哲人,ヤクルト,0.254,94,384,334,85,12,52,8,48,0,83,0,6,0.346,0.419,0.766,5.15,5.14,2020
明石　健志,ソフトバンク,0.253,63,172,154,39,2,17,4,12,0,32,5,1,0.305,0.364,0.669,3.88,3.84,2020
ソト,DeNA,0.252,114,480,428,108,25,78,0,44,3,103,0,12,0.323,0.47,0.793,5.08,5.23,2020
マルテ,阪神,0.252,29,119,103,26,4,14,1,14,0,14,0,6,0.336,0.447,0.783,4.65,4.78,2020
横尾　俊建,日本ハム,0.252,44,116,107,27,2,11,0,6,2,16,0,3,0.302,0.327,0.629,3.25,3.37,2020
田中　広輔,広島,0.251,112,454,378,95,8,39,8,55,5,86,12,1,0.351,0.37,0.721,4.9,4.96,2020
森　友哉,西武,0.251,104,405,358,90,9,38,4,38,3,67,2,7,0.325,0.38,0.705,4.32,4.4,2020
中井　大介,DeNA,0.25,69,105,100,25,2,4,1,3,1,23,1,1,0.279,0.36,0.639,3.49,3.46,2020
髙谷　裕亮,ソフトバンク,0.25,33,62,52,13,2,10,0,4,2,19,4,0,0.328,0.423,0.751,4.83,4.76,2020
西巻　賢二,ロッテ,0.25,11,19,16,4,0,0,0,2,0,6,1,0,0.333,0.313,0.646,2.9,2.87,2020
曽根　海成,広島,0.25,33,17,16,4,0,1,5,1,0,5,0,0,0.294,0.313,0.607,2.32,2.48,2020
森　敬斗,DeNA,0.25,8,12,12,3,0,0,0,0,0,1,0,0,0.25,0.333,0.583,2.91,2.7,2020
柳町　達,ソフトバンク,0.25,12,6,4,1,0,1,0,1,0,0,1,0,0.4,0.25,0.65,4.12,4.12,2020
三木　亮,ロッテ,0.25,22,5,4,1,0,0,0,0,0,2,1,0,0.25,0.25,0.5,1.74,1.69,2020
九鬼　隆平,ソフトバンク,0.25,5,5,4,1,1,1,0,1,0,2,0,0,0.4,1.0,1.4,13.26,13.41,2020
百瀬　大騎,DeNA,0.25,4,4,4,1,0,1,0,0,0,2,0,0,0.25,0.25,0.5,1.89,1.89,2020
西川　愛也,西武,0.25,3,4,4,1,0,2,0,0,0,0,0,0,0.25,0.5,0.75,4.7,4.05,2020
中村　奨吾,ロッテ,0.249,120,499,422,105,8,49,6,52,8,97,15,6,0.341,0.365,0.706,4.42,4.39,2020
金子　侑司,西武,0.249,86,338,301,75,3,21,14,29,0,55,5,5,0.312,0.302,0.615,3.14,3.27,2020
木浪　聖也,阪神,0.249,92,334,297,74,3,25,2,24,2,54,8,1,0.307,0.354,0.66,3.93,3.88,2020
外崎　修汰,西武,0.247,120,500,433,107,8,43,21,54,4,87,7,7,0.335,0.353,0.688,4.29,4.3,2020
京田　陽太,中日,0.247,120,491,442,109,5,29,8,27,6,80,15,4,0.298,0.348,0.647,3.57,3.51,2020
ウィーラー,巨人,0.247,98,288,263,65,12,36,3,22,2,47,0,6,0.309,0.418,0.727,4.25,4.33,2020
陽川　尚将,阪神,0.247,71,182,158,39,8,24,2,15,6,42,2,4,0.333,0.437,0.77,4.77,4.84,2020
若林　晃弘,巨人,0.247,76,159,146,36,2,14,2,8,1,32,3,6,0.288,0.342,0.631,2.55,2.61,2020
坂口　智隆,ヤクルト,0.246,114,458,398,98,9,36,4,47,7,60,3,8,0.334,0.354,0.688,4.09,4.17,2020
ロペス,DeNA,0.246,81,305,293,72,12,42,0,10,0,36,0,8,0.269,0.396,0.665,3.39,3.5,2020
福田　永将,中日,0.246,64,216,195,48,5,24,0,18,2,43,0,7,0.315,0.39,0.705,3.96,3.95,2020
西野　真弘,オリックス,0.246,23,77,69,17,0,3,0,5,0,10,3,1,0.297,0.29,0.587,2.9,2.82,2020
井上　晴哉,ロッテ,0.245,113,447,376,92,15,67,0,59,8,93,0,11,0.356,0.394,0.749,4.93,5.08,2020
山崎　晃大朗,ヤクルト,0.245,109,323,282,69,3,23,8,31,1,70,7,5,0.32,0.305,0.625,3.09,3.21,2020
西浦　直亨,ヤクルト,0.245,101,310,286,70,10,43,4,16,2,74,4,11,0.288,0.385,0.672,3.3,3.37,2020
角中　勝也,ロッテ,0.244,84,254,217,53,2,15,2,24,5,41,7,7,0.332,0.341,0.673,3.82,3.8,2020
石川　慎吾,巨人,0.244,43,47,45,11,2,7,0,2,0,12,0,1,0.277,0.4,0.677,3.59,3.66,2020
栗原　陵矢,ソフトバンク,0.243,118,500,440,107,17,73,5,38,5,90,11,7,0.307,0.42,0.727,4.26,4.4,2020
ボーア,阪神,0.243,99,379,329,80,17,45,1,45,3,88,0,13,0.338,0.422,0.76,4.61,4.72,2020
牧原　大成,ソフトバンク,0.241,77,180,170,41,1,8,6,3,1,25,4,2,0.256,0.324,0.579,2.78,2.84,2020
田中　和基,楽天,0.24,80,282,254,61,8,25,6,23,1,76,3,2,0.305,0.382,0.687,4.13,4.18,2020
若月　健矢,オリックス,0.24,75,215,192,46,3,19,2,9,5,40,8,4,0.29,0.349,0.639,3.31,3.28,2020
野間　峻祥,広島,0.24,70,56,50,12,0,1,2,4,0,17,2,0,0.296,0.24,0.536,1.94,2.06,2020
中田　翔,日本ハム,0.239,119,506,440,105,31,108,1,55,2,109,0,19,0.32,0.491,0.811,4.95,5.22,2020
小田　裕也,オリックス,0.239,87,94,88,21,1,7,4,2,1,23,3,1,0.264,0.352,0.616,2.91,2.89,2020
陽　岱鋼,巨人,0.238,38,77,63,15,1,6,1,9,3,21,0,1,0.351,0.302,0.652,4.25,4.61,2020
銀次,楽天,0.236,88,245,212,50,0,23,3,23,2,28,5,5,0.313,0.274,0.586,2.89,3.02,2020
平田　良介,中日,0.235,55,193,166,39,3,17,0,24,2,33,0,4,0.337,0.331,0.668,3.89,3.94,2020
ブラッシュ,楽天,0.235,37,149,119,28,2,18,1,25,2,46,0,2,0.369,0.345,0.714,4.83,5.06,2020
渡邊　佳明,楽天,0.235,35,95,85,20,0,12,0,3,0,15,6,1,0.258,0.318,0.576,2.56,2.56,2020
細川　成也,DeNA,0.235,19,54,51,12,1,1,1,2,1,20,0,1,0.278,0.333,0.611,3.06,3.06,2020
紅林　弘太郎,オリックス,0.235,5,18,17,4,0,2,0,1,0,4,0,1,0.278,0.235,0.513,1.43,1.49,2020
マーティン,ロッテ,0.234,104,448,359,84,25,65,7,70,17,100,0,10,0.382,0.485,0.866,6.46,6.54,2020
レアード,ロッテ,0.233,39,147,133,31,6,15,0,13,0,28,0,5,0.299,0.391,0.69,3.65,3.81,2020
山野辺　翔,西武,0.233,53,64,60,14,0,4,5,1,2,11,0,2,0.266,0.283,0.549,2.15,2.3,2020
西田　明央,ヤクルト,0.232,69,215,190,44,7,20,0,20,3,48,1,4,0.313,0.368,0.682,3.84,3.95,2020
木村　文紀,西武,0.231,90,301,264,61,8,33,5,18,7,75,9,4,0.295,0.383,0.677,3.61,3.75,2020
松本　直樹,ヤクルト,0.231,6,14,13,3,0,0,0,1,0,3,0,0,0.286,0.231,0.516,2.37,2.48,2020
藤岡　裕大,ロッテ,0.229,106,370,314,72,4,33,8,36,1,60,16,5,0.309,0.315,0.624,3.36,3.42,2020
中山　翔太,ヤクルト,0.229,29,53,48,11,4,8,0,3,1,19,0,2,0.283,0.5,0.783,4.31,4.72,2020
松田　宣浩,ソフトバンク,0.228,116,431,395,90,13,46,1,32,1,76,0,2,0.285,0.382,0.668,3.9,4.01,2020
平沼　翔太,日本ハム,0.228,52,180,158,36,0,6,1,12,4,24,6,5,0.299,0.291,0.59,2.54,2.52,2020
佐藤　都志也,ロッテ,0.228,60,127,114,26,2,12,0,9,2,25,2,1,0.296,0.316,0.612,3.26,3.29,2020
北村　拓己,巨人,0.227,57,88,75,17,2,10,0,10,1,24,2,2,0.326,0.333,0.659,3.62,3.66,2020
呉　念庭,西武,0.227,51,52,44,10,0,5,2,4,2,8,2,1,0.32,0.295,0.615,2.8,2.78,2020
宗　佑磨,オリックス,0.225,72,203,182,41,1,9,5,10,6,32,5,2,0.288,0.308,0.596,2.73,2.72,2020
シエラ,中日,0.225,25,94,80,18,1,7,1,10,3,25,0,6,0.33,0.288,0.617,2.69,2.88,2020
デスパイネ,ソフトバンク,0.224,25,97,85,19,6,12,0,12,0,11,0,5,0.32,0.447,0.767,4.21,4.36,2020
長谷川　勇也,ソフトバンク,0.224,29,87,76,17,1,7,0,10,1,18,0,2,0.322,0.329,0.651,3.61,3.58,2020
辰己　涼介,楽天,0.223,104,282,251,56,8,28,11,20,2,57,9,1,0.286,0.378,0.664,3.66,3.72,2020
雄平,ヤクルト,0.223,43,113,103,23,0,9,3,6,1,23,0,2,0.265,0.262,0.528,2.33,2.63,2020
石川　昂弥,中日,0.222,14,41,36,8,0,1,0,3,1,12,1,1,0.3,0.278,0.578,2.6,2.57,2020
松井　雅人,オリックス,0.222,23,40,36,8,1,4,0,3,1,7,0,2,0.3,0.361,0.661,3.06,3.08,2020
モタ,巨人,0.222,9,11,9,2,1,4,1,2,0,3,0,0,0.364,0.556,0.919,8.09,8.29,2020
谷口　雄也,日本ハム,0.222,7,9,9,2,0,1,0,0,0,3,0,0,0.222,0.333,0.556,2.37,2.2,2020
桂　依央利,中日,0.222,2,9,9,2,0,2,0,0,0,3,0,0,0.222,0.333,0.556,2.37,2.2,2020
安田　尚憲,ロッテ,0.221,113,460,393,87,6,54,2,62,1,106,0,10,0.326,0.321,0.647,3.63,3.75,2020
杉谷　拳士,日本ハム,0.221,88,161,131,29,2,11,4,12,4,32,14,2,0.306,0.344,0.65,3.43,3.38,2020
ビヤヌエバ,日本ハム,0.22,54,196,168,37,4,19,1,22,4,39,0,1,0.321,0.31,0.631,3.62,3.89,2020
小幡　竜平,阪神,0.22,54,134,127,28,0,7,3,5,1,37,1,1,0.256,0.26,0.515,2.06,2.1,2020
山足　達也,オリックス,0.219,63,105,96,21,1,5,3,2,1,13,6,0,0.242,0.302,0.545,2.37,2.36,2020
遠藤　一星,中日,0.219,65,87,73,16,0,4,0,6,3,12,4,1,0.301,0.233,0.534,2.27,2.48,2020
ロドリゲス,オリックス,0.218,59,211,193,42,6,25,1,14,3,55,0,3,0.28,0.363,0.642,3.39,3.49,2020
田村　龍弘,ロッテ,0.217,92,237,203,44,4,23,1,20,3,45,10,3,0.295,0.31,0.605,2.99,3.1,2020
福田　秀平,ロッテ,0.216,62,225,204,44,5,19,3,17,0,73,4,3,0.276,0.353,0.629,2.84,2.87,2020
大下　誠一郎,オリックス,0.216,32,104,88,19,2,9,0,8,5,15,2,3,0.314,0.352,0.666,3.36,3.49,2020
伊藤　光,DeNA,0.216,30,63,51,11,0,6,0,10,1,15,1,2,0.355,0.314,0.669,3.82,3.72,2020
岩見　雅紀,楽天,0.216,16,38,37,8,1,4,0,1,0,11,0,2,0.237,0.378,0.615,2.21,2.26,2020
廣岡　大志,ヤクルト,0.215,87,142,121,26,8,15,4,16,0,43,3,4,0.302,0.446,0.748,4.38,4.69,2020
中谷　将大,阪神,0.215,70,87,79,17,2,16,1,5,1,27,1,0,0.267,0.304,0.571,2.87,3.13,2020
佐野　皓大,オリックス,0.214,77,162,140,30,0,3,20,9,0,37,13,2,0.262,0.293,0.555,2.66,2.65,2020
中村　剛也,西武,0.213,79,297,258,55,9,31,0,34,3,75,0,7,0.31,0.372,0.682,3.73,3.85,2020
坂本　誠志郎,阪神,0.213,38,95,75,16,0,4,1,13,0,20,7,1,0.33,0.267,0.596,3.01,3.02,2020
溝脇　隼人,中日,0.213,39,50,47,10,0,3,0,2,0,8,1,0,0.245,0.319,0.564,2.58,2.58,2020
戸柱　恭孝,DeNA,0.212,96,276,259,55,5,23,0,11,0,53,5,8,0.244,0.309,0.552,1.9,2.02,2020
上本　崇司,広島,0.212,56,62,52,11,0,4,2,5,2,4,3,3,0.305,0.25,0.555,2.27,2.28,2020
甲斐　拓也,ソフトバンク,0.211,104,360,289,61,11,33,4,43,3,80,22,7,0.317,0.377,0.694,3.66,3.83,2020
山下　幸輝,DeNA,0.209,39,46,43,9,0,1,0,3,0,7,0,1,0.261,0.256,0.517,1.9,1.91,2020
乙坂　智,DeNA,0.208,85,115,101,21,1,7,5,12,0,28,1,2,0.289,0.267,0.557,2.82,3.0,2020
磯村　嘉孝,広島,0.208,31,55,48,10,1,1,0,4,0,8,3,2,0.269,0.333,0.603,2.42,2.42,2020
松井　佑介,オリックス,0.208,29,53,53,11,0,2,0,0,0,12,0,1,0.208,0.283,0.491,1.41,1.4,2020
大城　滉二,オリックス,0.207,94,285,251,52,1,14,7,20,3,51,11,4,0.274,0.231,0.505,1.93,2.04,2020
メヒア,西武,0.207,74,260,237,49,11,33,0,20,2,82,0,5,0.273,0.409,0.682,3.58,3.7,2020
鈴木　将平,西武,0.207,46,157,140,29,1,10,0,10,1,24,4,2,0.261,0.286,0.547,2.13,2.34,2020
王　柏融,日本ハム,0.207,52,95,87,18,2,9,0,6,1,27,0,2,0.263,0.322,0.585,2.56,2.75,2020
山川　穂高,西武,0.205,102,401,322,66,24,73,0,64,13,100,0,6,0.357,0.45,0.807,5.65,5.89,2020
松本　剛,日本ハム,0.203,84,162,138,28,1,11,5,8,4,21,11,1,0.265,0.268,0.533,2.26,2.39,2020
和田　康士朗,ロッテ,0.203,71,69,59,12,0,0,23,6,1,23,3,0,0.288,0.22,0.508,3.74,3.82,2020
中島　卓也,日本ハム,0.201,88,191,159,32,0,8,11,22,0,36,10,1,0.298,0.233,0.531,2.68,2.74,2020
太田　光,楽天,0.2,67,164,130,26,2,16,0,18,2,38,11,2,0.301,0.323,0.624,3.07,3.28,2020
井領　雅貴,中日,0.2,79,155,135,27,0,12,0,18,0,24,2,4,0.294,0.222,0.516,2.02,2.12,2020
濱田　太貴,ヤクルト,0.2,33,105,100,20,3,7,0,5,0,30,0,1,0.238,0.33,0.568,2.42,2.53,2020
岡島　豪郎,楽天,0.2,35,85,75,15,0,9,0,8,0,26,2,2,0.277,0.307,0.584,2.51,2.45,2020
堂上　直倫,中日,0.2,43,55,50,10,0,4,0,4,0,11,0,2,0.255,0.24,0.495,1.22,1.49,2020
