選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
嶋　基宏,楽天,0.315,127.0,485.0,422.0,133.0,3.0,43.0,9.0,45.0,0.0,90.0,17.0,15.0,0.38,0.377,0.757,4.93,4.71,2010.0,2700,捕手,4,26,1984/12/13,179cm,82kg,A型,右右,岐阜,False
中島　裕之,西武,0.314,130.0,579.0,503.0,158.0,20.0,93.0,15.0,52.0,13.0,97.0,0.0,20.0,0.385,0.511,0.896,6.76,6.70,2010.0,25000,内野手,10,28,1982/07/31,180cm,83kg,A型,右右,兵庫,False
新井　貴浩,阪神,0.311,144.0,641.0,570.0,177.0,19.0,112.0,7.0,52.0,11.0,89.0,0.0,19.0,0.374,0.484,0.859,6.39,6.23,2010.0,20000,内野手,12,33,1977/01/30,189cm,94kg,B型,右右,広島,False
小谷野　栄一,日本ハム,0.311,144.0,614.0,569.0,177.0,16.0,109.0,8.0,29.0,3.0,87.0,6.0,17.0,0.344,0.467,0.811,5.52,5.36,2010.0,8600,内野手,8,30,1980/10/10,177cm,85kg,O型,右右,東京都,True
矢野　謙次,巨人,0.311,42.0,88.0,74.0,23.0,2.0,13.0,0.0,10.0,0.0,11.0,4.0,1.0,0.393,0.473,0.866,6.14,5.90,2010.0,2700,外野手,8,30,1980/09/21,178cm,81kg,O型,右右,東京都,True
栗山　巧,西武,0.31,144.0,660.0,554.0,172.0,4.0,74.0,14.0,80.0,5.0,69.0,18.0,7.0,0.4,0.403,0.803,6.29,6.02,2010.0,7100,外野手,9,27,1983/09/03,177cm,85kg,O型,右左,兵庫,False
糸井　嘉男,日本ハム,0.309,138.0,583.0,488.0,151.0,15.0,64.0,26.0,71.0,10.0,94.0,13.0,7.0,0.407,0.482,0.889,7.34,7.02,2010.0,6000,外野手,7,29,1981/07/31,187cm,87kg,A型,右左,京都,False
廣瀬　純,広島,0.309,135.0,546.0,482.0,149.0,12.0,57.0,3.0,36.0,16.0,66.0,8.0,9.0,0.374,0.463,0.836,6.33,6.09,2010.0,2000,外野手,10,31,1979/03/29,181cm,87kg,B型,右右,大分,False
ホワイトセル,ヤクルト,0.309,68.0,268.0,230.0,71.0,15.0,53.0,0.0,32.0,4.0,71.0,0.0,4.0,0.399,0.591,0.991,8.54,8.32,2010.0,3000,内野手,1,28,1982/04/14,186cm,99kg,不明,左左,アメリカ,True
坂口　智隆,オリックス,0.308,138.0,622.0,558.0,172.0,5.0,50.0,12.0,52.0,4.0,77.0,7.0,13.0,0.371,0.427,0.797,5.70,5.41,2010.0,6500,外野手,8,26,1984/07/07,180cm,76kg,O型,右左,兵庫,False
小笠原　道大,巨人,0.308,137.0,591.0,510.0,157.0,34.0,90.0,1.0,73.0,3.0,101.0,0.0,9.0,0.394,0.559,0.953,8.07,7.95,2010.0,38000,内野手,14,37,1973/10/25,178cm,83kg,A型,右左,千葉,False
藤田　一也,横浜,0.308,106.0,220.0,201.0,62.0,1.0,15.0,2.0,6.0,2.0,33.0,11.0,2.0,0.335,0.363,0.698,4.27,4.04,2010.0,2850,内野手,6,28,1982/07/03,175cm,75kg,O型,右左,徳島,False
北川　博敏,オリックス,0.307,119.0,403.0,362.0,111.0,12.0,61.0,2.0,28.0,7.0,65.0,0.0,6.0,0.362,0.475,0.837,6.34,6.25,2010.0,5500,内野手,16,38,1972/05/27,180cm,92kg,A型,右右,兵庫,False
梵　英心,広島,0.306,144.0,659.0,562.0,172.0,13.0,56.0,43.0,53.0,4.0,80.0,36.0,4.0,0.368,0.447,0.814,5.95,5.77,2010.0,3000,内野手,5,30,1980/10/11,173cm,73kg,B型,右右,広島,False
ラミレス,巨人,0.304,144.0,606.0,566.0,172.0,49.0,129.0,1.0,21.0,12.0,98.0,0.0,14.0,0.338,0.613,0.951,7.12,7.13,2010.0,50000,外野手,10,36,1974/10/03,180cm,86kg,不明,右右,ベネズエラ,True
内村　賢介,楽天,0.304,111.0,270.0,230.0,70.0,0.0,12.0,10.0,23.0,1.0,32.0,14.0,3.0,0.367,0.343,0.711,4.48,4.42,2010.0,1300,内野手,3,24,1986/03/17,163cm,65kg,B型,右両,東京都,True
城島　健司,阪神,0.303,144.0,602.0,554.0,168.0,28.0,91.0,9.0,27.0,16.0,53.0,2.0,22.0,0.352,0.507,0.859,5.88,5.76,2010.0,40000,捕手,12,34,1976/06/08,182cm,90kg,A型,右右,長崎,False
大西　宏明,横浜,0.302,36.0,52.0,43.0,13.0,0.0,2.0,0.0,8.0,0.0,14.0,1.0,2.0,0.412,0.326,0.737,5.00,4.85,2010.0,3100,外野手,8,30,1980/04/28,178cm,78kg,O型,右右,兵庫,False
鳥谷　敬,阪神,0.301,144.0,651.0,575.0,173.0,19.0,104.0,13.0,66.0,3.0,93.0,2.0,14.0,0.373,0.475,0.848,6.43,6.27,2010.0,16000,内野手,7,29,1981/06/26,180cm,81kg,B型,右左,東京都,True
バルディリス,オリックス,0.301,118.0,434.0,385.0,116.0,14.0,50.0,1.0,31.0,10.0,61.0,2.0,9.0,0.363,0.462,0.826,6.02,5.98,2010.0,2000,内野手,3,27,1983/01/05,188cm,87kg,不明,右右,ベネズエラ,True
田中　浩康,ヤクルト,0.3,140.0,637.0,516.0,155.0,4.0,54.0,4.0,67.0,6.0,48.0,45.0,15.0,0.385,0.362,0.748,4.82,4.69,2010.0,7500,内野手,6,28,1982/05/24,177cm,77kg,O型,右右,京都,False
畠山　和洋,ヤクルト,0.3,93.0,280.0,243.0,73.0,14.0,57.0,0.0,28.0,5.0,38.0,1.0,7.0,0.38,0.551,0.931,7.30,7.16,2010.0,2800,内野手,10,28,1982/09/13,180cm,96kg,O型,右右,岩手,False
川端　慎吾,ヤクルト,0.298,59.0,214.0,188.0,56.0,1.0,21.0,0.0,16.0,1.0,21.0,6.0,7.0,0.351,0.388,0.739,4.59,4.44,2010.0,1000,内野手,5,23,1987/10/16,185cm,82kg,O型,右左,大阪,False
浅井　良,阪神,0.297,85.0,166.0,148.0,44.0,3.0,14.0,4.0,11.0,2.0,42.0,4.0,1.0,0.352,0.412,0.764,5.19,5.01,2010.0,3000,外野手,9,31,1979/07/19,176cm,80kg,O型,右右,神奈川,False
本多　雄一,ソフトバンク,0.296,144.0,651.0,564.0,167.0,3.0,39.0,59.0,29.0,5.0,81.0,50.0,8.0,0.334,0.385,0.719,4.39,4.25,2010.0,5200,内野手,5,26,1984/11/19,173cm,70kg,O型,右左,福岡,False
ブラゼル,阪神,0.296,143.0,601.0,564.0,167.0,47.0,117.0,1.0,25.0,6.0,153.0,0.0,14.0,0.329,0.573,0.902,6.51,6.59,2010.0,8000,内野手,3,30,1980/05/10,191cm,95kg,不明,右左,アメリカ,True
片岡　易之,西武,0.295,137.0,643.0,576.0,170.0,13.0,54.0,59.0,43.0,5.0,72.0,14.0,9.0,0.347,0.434,0.781,5.69,5.56,2010.0,11000,内野手,6,27,1983/02/17,176cm,82kg,O型,右右,千葉,False
後藤　光尊,オリックス,0.295,143.0,632.0,590.0,174.0,16.0,73.0,2.0,32.0,8.0,96.0,0.0,20.0,0.339,0.441,0.779,5.06,4.88,2010.0,5300,内野手,9,32,1978/07/27,175cm,75kg,A型,右左,秋田,False
栗原　健太,広島,0.295,105.0,450.0,386.0,114.0,15.0,65.0,3.0,51.0,7.0,70.0,0.0,10.0,0.382,0.469,0.851,6.39,6.36,2010.0,12000,内野手,11,28,1982/01/08,183cm,95kg,O型,右右,山形,False
福浦　和也,ロッテ,0.295,116.0,359.0,322.0,95.0,13.0,61.0,0.0,28.0,3.0,47.0,3.0,8.0,0.354,0.475,0.829,5.92,5.79,2010.0,9500,内野手,17,35,1975/12/14,183cm,88kg,B型,左左,千葉,False
松本　啓二朗,横浜,0.295,34.0,54.0,44.0,13.0,2.0,6.0,1.0,7.0,0.0,10.0,3.0,0.0,0.392,0.455,0.847,5.86,5.83,2010.0,1200,外野手,2,24,1986/06/24,180cm,78kg,O型,左左,千葉,False
井口　資仁,ロッテ,0.294,143.0,650.0,531.0,156.0,17.0,103.0,2.0,98.0,14.0,114.0,0.0,13.0,0.412,0.476,0.889,7.34,7.18,2010.0,18000,内野手,10,36,1974/12/04,178cm,91kg,O型,右右,東京都,True
荒木　雅博,中日,0.294,136.0,625.0,579.0,170.0,3.0,39.0,20.0,38.0,2.0,73.0,5.0,8.0,0.339,0.377,0.715,4.70,4.49,2010.0,17500,内野手,15,33,1977/09/13,180cm,74kg,A型,右右,熊本,False
石川　雄洋,横浜,0.294,131.0,584.0,521.0,153.0,0.0,18.0,36.0,21.0,3.0,91.0,38.0,6.0,0.324,0.361,0.685,4.06,3.87,2010.0,3000,内野手,6,24,1986/07/10,183cm,78kg,O型,右左,静岡,False
相川　亮二,ヤクルト,0.293,120.0,474.0,427.0,125.0,11.0,65.0,2.0,30.0,4.0,70.0,6.0,8.0,0.34,0.419,0.759,5.14,5.13,2010.0,10000,捕手,16,34,1976/07/11,182cm,86kg,A型,右右,千葉,False
石井　義人,西武,0.293,98.0,261.0,222.0,65.0,6.0,22.0,0.0,31.0,1.0,35.0,2.0,5.0,0.375,0.41,0.784,5.71,5.77,2010.0,5500,内野手,14,32,1978/07/12,178cm,82kg,O型,右左,埼玉,False
高山　久,西武,0.291,116.0,423.0,382.0,111.0,11.0,48.0,4.0,25.0,8.0,100.0,5.0,3.0,0.344,0.448,0.792,5.67,5.54,2010.0,800,外野手,11,29,1981/11/16,177cm,84kg,O型,右右,熊本,False
牧田　明久,楽天,0.291,81.0,190.0,182.0,53.0,6.0,16.0,2.0,4.0,2.0,26.0,1.0,3.0,0.312,0.505,0.818,5.67,5.43,2010.0,1300,外野手,10,28,1982/06/03,182cm,78kg,A型,右右,福井,False
松井　佑介,中日,0.291,35.0,56.0,55.0,16.0,0.0,3.0,0.0,1.0,0.0,15.0,0.0,1.0,0.304,0.327,0.631,3.41,3.23,2010.0,1000,外野手,1,23,1987/07/10,183cm,83kg,O型,右右,大阪,False
聖澤　諒,楽天,0.29,135.0,577.0,517.0,150.0,6.0,43.0,24.0,32.0,3.0,96.0,24.0,4.0,0.335,0.389,0.723,4.80,4.61,2010.0,1600,外野手,3,25,1985/11/03,179cm,72kg,B型,右左,長野,False
清田　育宏,ロッテ,0.29,64.0,223.0,186.0,54.0,2.0,18.0,5.0,19.0,6.0,51.0,11.0,3.0,0.373,0.382,0.754,5.24,5.07,2010.0,1500,外野手,1,24,1986/02/11,180cm,85kg,A型,右右,千葉,False
林　威助,阪神,0.289,69.0,144.0,135.0,39.0,4.0,22.0,1.0,6.0,1.0,24.0,0.0,2.0,0.319,0.467,0.786,5.41,5.30,2010.0,3100,外野手,8,31,1979/01/22,178cm,80kg,B型,左左,台湾,True
長野　久義,巨人,0.288,128.0,459.0,430.0,124.0,19.0,52.0,12.0,25.0,2.0,72.0,2.0,10.0,0.33,0.491,0.821,5.63,5.43,2010.0,1500,外野手,1,26,1984/12/06,180cm,80kg,O型,右右,佐賀,False
稲葉　篤紀,日本ハム,0.287,137.0,591.0,530.0,152.0,16.0,79.0,3.0,43.0,12.0,86.0,1.0,5.0,0.351,0.46,0.811,6.09,5.94,2010.0,25000,外野手,16,38,1972/08/03,185cm,87kg,O型,左左,愛知,False
松本　哲也,巨人,0.287,94.0,350.0,317.0,91.0,0.0,22.0,17.0,17.0,4.0,56.0,12.0,4.0,0.331,0.341,0.672,4.21,4.01,2010.0,3000,外野手,4,26,1984/07/03,170cm,66kg,O型,左左,山梨,False
下園　辰哉,横浜,0.286,131.0,461.0,402.0,115.0,3.0,28.0,1.0,49.0,2.0,82.0,6.0,8.0,0.365,0.376,0.74,5.06,4.89,2010.0,1650,外野手,4,26,1984/11/22,179cm,81kg,B型,左左,宮崎,False
稲田　直人,横浜,0.286,22.0,24.0,21.0,6.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.348,0.333,0.681,4.53,4.19,2010.0,2100,内野手,7,31,1979/11/06,177cm,78kg,B型,右左,広島,False
堂上　隼人,ソフトバンク,0.286,7.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.286,0.286,0.571,0.87,0.77,2010.0,440,捕手,2,28,1982/03/12,182cm,83kg,B型,右右,神奈川,False
赤松　真人,広島,0.285,113.0,320.0,291.0,83.0,4.0,33.0,20.0,8.0,3.0,48.0,14.0,4.0,0.307,0.388,0.696,4.29,4.27,2010.0,2700,外野手,6,28,1982/09/06,182cm,75kg,O型,右右,京都,False
Ｔ−岡田,オリックス,0.284,129.0,520.0,461.0,131.0,33.0,96.0,0.0,49.0,6.0,136.0,0.0,11.0,0.358,0.575,0.933,7.10,7.02,2010.0,1200,外野手,5,22,1988/02/09,186cm,93kg,B型,左左,大阪,False
坂本　勇人,巨人,0.281,144.0,676.0,609.0,171.0,31.0,85.0,14.0,47.0,3.0,83.0,10.0,6.0,0.332,0.504,0.836,6.03,6.00,2010.0,8000,内野手,4,22,1988/12/14,184cm,78kg,AB型,右右,兵庫,False
阿部　慎之助,巨人,0.281,140.0,569.0,498.0,140.0,44.0,92.0,0.0,58.0,11.0,91.0,1.0,8.0,0.368,0.608,0.976,7.91,7.78,2010.0,35000,捕手,10,31,1979/03/20,179cm,95kg,A型,右左,千葉,False
倉　義和,広島,0.281,45.0,105.0,89.0,25.0,2.0,13.0,1.0,10.0,2.0,20.0,4.0,4.0,0.366,0.382,0.748,4.63,4.42,2010.0,3000,捕手,13,35,1975/07/27,179cm,80kg,O型,右右,京都,False
鈴木　尚広,巨人,0.28,61.0,26.0,25.0,7.0,0.0,4.0,10.0,1.0,0.0,9.0,0.0,1.0,0.308,0.28,0.588,1.97,2.23,2010.0,4200,外野手,14,32,1978/04/27,180cm,78kg,A型,右両,福島,False
小久保　裕紀,ソフトバンク,0.279,112.0,469.0,427.0,119.0,15.0,68.0,1.0,34.0,4.0,69.0,1.0,4.0,0.335,0.436,0.771,5.34,5.29,2010.0,30000,内野手,17,39,1971/10/08,181cm,88kg,AB型,右右,和歌山,False
日高　剛,オリックス,0.279,79.0,243.0,219.0,61.0,6.0,24.0,0.0,18.0,1.0,25.0,4.0,8.0,0.335,0.402,0.737,4.44,4.36,2010.0,7600,捕手,15,33,1977/08/15,182cm,88kg,A型,右左,福岡,False
鵜久森　淳志,日本ハム,0.278,23.0,40.0,36.0,10.0,0.0,2.0,0.0,2.0,2.0,15.0,0.0,0.0,0.35,0.333,0.683,4.69,4.61,2010.0,580,外野手,6,23,1987/02/01,189cm,85kg,O型,右右,愛媛,False
黒瀬　春樹,西武,0.278,8.0,19.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.278,0.389,0.667,2.86,2.56,2010.0,650,内野手,7,25,1985/04/15,180cm,83kg,B型,右右,岐阜,False
宮本　慎也,ヤクルト,0.276,129.0,517.0,468.0,129.0,4.0,39.0,2.0,27.0,3.0,31.0,18.0,10.0,0.319,0.357,0.675,3.83,3.69,2010.0,22000,内野手,16,40,1970/11/05,176cm,70kg,O型,右右,大阪,False
小田　幸平,中日,0.274,37.0,95.0,84.0,23.0,0.0,11.0,0.0,6.0,1.0,14.0,2.0,1.0,0.323,0.369,0.692,4.31,4.14,2010.0,2600,捕手,13,33,1977/03/15,180cm,84kg,A型,右右,兵庫,False
カスティーヨ,横浜,0.273,131.0,496.0,466.0,127.0,19.0,55.0,3.0,22.0,4.0,71.0,1.0,16.0,0.309,0.446,0.755,4.43,4.39,2010.0,3000,内野手,1,29,1981/03/19,186cm,90kg,不明,右右,ベネズエラ,True
脇谷　亮太,巨人,0.273,132.0,459.0,414.0,113.0,7.0,43.0,28.0,35.0,3.0,80.0,6.0,5.0,0.333,0.396,0.729,5.03,4.88,2010.0,2200,内野手,5,29,1981/11/04,176cm,74kg,A型,右左,大分,False
大和,阪神,0.273,62.0,50.0,44.0,12.0,0.0,4.0,8.0,4.0,0.0,8.0,1.0,1.0,0.327,0.318,0.645,3.66,3.89,2010.0,1300,内野手,5,23,1987/11/05,177cm,64kg,A型,右右,鹿児島,False
細谷　圭,ロッテ,0.273,6.0,22.0,22.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.273,0.318,0.591,3.07,2.90,2010.0,630,内野手,5,22,1988/01/17,182cm,84kg,B型,右右,群馬,False
森本　稀哲,日本ハム,0.272,115.0,505.0,408.0,111.0,2.0,30.0,10.0,36.0,5.0,71.0,55.0,12.0,0.338,0.328,0.666,3.53,3.45,2010.0,8000,外野手,12,29,1981/01/31,184cm,80kg,B型,右右,東京都,True
飯原　誉士,ヤクルト,0.27,130.0,492.0,430.0,116.0,15.0,48.0,8.0,36.0,19.0,74.0,5.0,10.0,0.351,0.435,0.786,5.13,5.10,2010.0,4500,外野手,5,27,1983/04/26,181cm,81kg,O型,右右,栃木,False
オーティズ,ソフトバンク,0.27,117.0,457.0,415.0,112.0,24.0,81.0,1.0,31.0,7.0,91.0,1.0,8.0,0.329,0.489,0.818,5.64,5.65,2010.0,5000,内野手,6,33,1977/06/13,177cm,80kg,不明,右右,ドミニカ共和国,True
荒金　久雄,オリックス,0.269,64.0,204.0,175.0,47.0,3.0,16.0,0.0,14.0,8.0,49.0,6.0,4.0,0.348,0.423,0.771,4.95,4.78,2010.0,2000,外野手,10,32,1978/08/01,178cm,77kg,A型,右右,大分,False
坂　克彦,阪神,0.269,28.0,59.0,52.0,14.0,2.0,7.0,1.0,2.0,2.0,8.0,1.0,0.0,0.31,0.481,0.791,5.23,5.59,2010.0,700,内野手,7,25,1985/09/06,180cm,84kg,A型,右左,茨城,False
金　泰均,ロッテ,0.268,141.0,614.0,527.0,141.0,21.0,92.0,0.0,74.0,4.0,140.0,0.0,24.0,0.357,0.429,0.786,5.04,5.16,2010.0,15000,内野手,1,28,1982/05/29,184cm,100kg,不明,右右,韓国,True
高須　洋介,楽天,0.268,102.0,421.0,369.0,99.0,6.0,48.0,1.0,30.0,7.0,44.0,12.0,10.0,0.333,0.36,0.693,4.06,4.04,2010.0,7100,内野手,13,34,1976/02/09,170cm,73kg,B型,右右,佐賀,False
高橋　由伸,巨人,0.268,116.0,332.0,280.0,75.0,13.0,56.0,2.0,44.0,2.0,75.0,0.0,6.0,0.364,0.439,0.804,5.85,6.04,2010.0,35000,外野手,13,35,1975/04/03,180cm,87kg,O型,右左,千葉,False
武内　晋一,ヤクルト,0.268,109.0,162.0,142.0,38.0,6.0,22.0,0.0,16.0,4.0,38.0,0.0,1.0,0.358,0.458,0.816,6.15,5.97,2010.0,2600,内野手,5,27,1983/12/10,175cm,85kg,O型,左左,兵庫,False
東出　輝裕,広島,0.267,108.0,492.0,454.0,121.0,1.0,40.0,10.0,26.0,1.0,55.0,10.0,4.0,0.307,0.337,0.644,3.59,3.51,2010.0,10000,内野手,12,30,1980/08/21,171cm,73kg,A型,右左,福井,False
横山　徹也,オリックス,0.267,11.0,15.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.267,0.333,0.6,2.01,1.82,2010.0,800,捕手,8,26,1984/06/26,176cm,83kg,A型,右右,京都,False
中村　紀洋,楽天,0.266,129.0,521.0,473.0,126.0,13.0,64.0,0.0,44.0,1.0,84.0,1.0,18.0,0.329,0.397,0.726,4.25,4.19,2010.0,15000,内野手,18,37,1973/07/24,180cm,93kg,O型,右右,大阪,False
ルイーズ,楽天,0.266,81.0,312.0,282.0,75.0,12.0,38.0,0.0,26.0,3.0,114.0,0.0,6.0,0.333,0.45,0.784,5.19,5.13,2010.0,15000,内野手,1,33,1977/10/19,185cm,112kg,不明,右右,アメリカ,True
渡辺　直人,楽天,0.265,115.0,425.0,355.0,94.0,0.0,26.0,12.0,39.0,10.0,43.0,20.0,8.0,0.353,0.31,0.663,4.03,3.94,2010.0,5700,内野手,4,30,1980/10/15,173cm,73kg,AB型,右右,茨城,False
新沼　慎二,横浜,0.265,27.0,52.0,49.0,13.0,0.0,3.0,0.0,2.0,0.0,7.0,1.0,2.0,0.294,0.286,0.58,2.43,2.35,2010.0,1100,捕手,13,31,1979/06/22,185cm,89kg,A型,右右,宮城,False
ブランコ,中日,0.264,134.0,561.0,493.0,130.0,32.0,86.0,0.0,57.0,9.0,158.0,0.0,13.0,0.349,0.501,0.85,5.99,5.99,2010.0,16500,内野手,2,30,1980/11/10,188cm,102kg,A型,右右,ドミニカ共和国,True
上本　達之,西武,0.264,91.0,232.0,212.0,56.0,4.0,25.0,2.0,14.0,3.0,54.0,3.0,7.0,0.319,0.358,0.677,3.77,3.70,2010.0,1200,捕手,8,30,1980/11/08,186cm,92kg,B型,右左,山口,False
