選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
秋山　翔吾,西武,0.293,107,450,403,118,4,37,10,28,3,70,15,7,0.343,0.404,0.747,4.82,4.63,2012
河田　寿司,楽天,0.293,18,47,41,12,0,5,0,5,0,6,0,2,0.362,0.293,0.654,3.73,3.94,2012
今成　亮太,阪神,0.292,60,103,96,28,0,4,0,6,0,19,1,4,0.333,0.323,0.656,3.49,3.29,2012
嶋　基宏,楽天,0.291,91,316,265,77,1,8,3,33,4,51,13,5,0.376,0.332,0.708,4.53,4.47,2012
稲葉　篤紀,日本ハム,0.29,127,497,449,130,10,61,0,32,5,70,8,3,0.342,0.421,0.762,5.38,5.22,2012
栗山　巧,西武,0.289,103,467,394,114,2,33,3,52,6,62,12,4,0.378,0.353,0.731,5.28,5.18,2012
西村　弥,楽天,0.289,82,42,38,11,0,5,0,2,0,11,1,0,0.317,0.474,0.791,4.03,3.92,2012
陽　岱鋼,日本ハム,0.287,144,599,533,153,7,55,17,37,6,123,18,10,0.337,0.398,0.735,4.7,4.59,2012
松井　淳,ヤクルト,0.287,46,150,143,41,5,15,1,6,1,26,0,5,0.32,0.462,0.782,4.79,4.6,2012
李　大浩,オリックス,0.286,144,601,525,150,24,91,0,64,7,85,0,18,0.368,0.478,0.846,5.99,5.95,2012
オーティズ,西武,0.286,64,214,199,57,9,21,0,14,1,38,0,8,0.336,0.462,0.799,5.0,4.91,2012
和田　一浩,中日,0.285,144,586,508,145,9,63,2,71,1,72,0,14,0.37,0.409,0.78,5.57,5.47,2012
石川　雄洋,DeNA,0.285,80,304,263,75,1,14,7,24,3,49,13,3,0.351,0.342,0.693,4.21,4.11,2012
井端　弘和,中日,0.284,140,553,489,139,2,35,4,52,3,58,8,14,0.356,0.331,0.687,4.18,4.06,2012
堂上　剛裕,中日,0.282,85,166,156,44,4,17,1,8,0,36,1,4,0.315,0.41,0.725,4.3,4.19,2012
清田　育宏,ロッテ,0.281,87,292,253,71,3,29,5,34,0,46,3,5,0.363,0.391,0.755,5.0,4.9,2012
ペーニャ,ソフトバンク,0.28,130,507,461,129,21,76,2,35,8,130,0,11,0.339,0.49,0.829,5.8,5.68,2012
銀次,楽天,0.28,126,485,432,121,4,45,8,22,4,37,23,4,0.318,0.354,0.672,3.98,3.94,2012
Ｔ−岡田,オリックス,0.28,103,404,378,106,10,56,4,22,4,81,0,5,0.327,0.418,0.745,4.87,4.7,2012
新井　良太,阪神,0.28,110,370,322,90,11,32,1,38,6,73,3,7,0.365,0.438,0.803,5.77,5.65,2012
雄平,ヤクルト,0.28,47,153,143,40,0,8,2,7,0,19,3,0,0.313,0.308,0.621,3.4,3.31,2012
根元　俊一,ロッテ,0.279,133,584,512,143,9,41,6,31,1,98,40,7,0.322,0.396,0.718,4.16,4.01,2012
長谷川　勇也,ソフトバンク,0.278,126,473,403,112,4,37,16,40,9,87,16,4,0.352,0.36,0.712,4.77,4.76,2012
三輪　正義,ヤクルト,0.276,65,39,29,8,0,0,6,2,0,5,8,0,0.323,0.31,0.633,3.78,3.65,2012
田中　浩康,ヤクルト,0.274,139,593,486,133,2,40,1,54,9,60,40,15,0.354,0.323,0.677,3.89,3.86,2012
中村　紀洋,DeNA,0.274,126,500,442,121,11,61,1,50,2,72,0,14,0.346,0.407,0.753,4.86,4.87,2012
鈴木　大地,ロッテ,0.274,62,160,135,37,0,11,0,13,1,23,10,1,0.34,0.326,0.666,4.07,4.0,2012
比屋根　渉,ヤクルト,0.273,43,51,44,12,0,2,11,3,1,1,2,1,0.327,0.273,0.599,3.28,3.54,2012
バレンティン,ヤクルト,0.272,106,422,353,96,31,81,1,64,3,92,0,14,0.386,0.572,0.958,7.34,7.35,2012
小田　幸平,中日,0.271,35,54,48,13,0,4,0,2,0,12,4,0,0.3,0.313,0.613,3.28,3.07,2012
聖澤　諒,楽天,0.27,138,595,523,141,4,45,54,49,7,104,12,4,0.338,0.331,0.669,4.55,4.54,2012
ヘルマン,西武,0.27,144,583,507,137,3,60,41,57,4,75,10,20,0.346,0.343,0.689,4.06,4.05,2012
熊代　聖人,西武,0.27,109,133,115,31,0,6,2,3,2,30,12,1,0.298,0.287,0.584,2.81,2.83,2012
大崎　雄太朗,西武,0.269,107,298,260,70,1,22,1,17,7,27,10,4,0.326,0.346,0.673,4.06,4.04,2012
中井　大介,巨人,0.269,16,31,26,7,0,1,1,5,0,7,0,0,0.387,0.346,0.733,6.0,5.9,2012
荒波　翔,DeNA,0.268,141,550,504,135,1,25,24,23,5,90,16,2,0.305,0.333,0.639,3.59,3.52,2012
岩本　貴裕,広島,0.268,71,242,239,64,6,27,1,2,0,43,1,5,0.274,0.406,0.68,3.63,3.5,2012
宮本　慎也,ヤクルト,0.267,110,394,356,95,3,23,1,16,5,38,16,9,0.307,0.306,0.613,3.08,3.05,2012
畠山　和洋,ヤクルト,0.266,121,497,455,121,13,55,2,37,2,64,1,13,0.323,0.402,0.725,4.39,4.35,2012
川端　崇義,オリックス,0.266,125,484,429,114,2,27,6,22,9,59,24,8,0.315,0.317,0.632,3.36,3.25,2012
松井　稼頭央,楽天,0.266,106,433,402,107,9,43,14,26,1,55,3,6,0.312,0.408,0.72,4.58,4.45,2012
鶴岡　慎也,日本ハム,0.266,116,328,289,77,0,25,3,14,1,41,23,11,0.302,0.308,0.61,2.68,2.61,2012
天谷　宗一郎,広島,0.265,108,397,359,95,6,25,12,32,3,64,2,3,0.329,0.373,0.702,4.33,4.25,2012
野本　圭,中日,0.265,49,73,68,18,0,5,0,4,1,12,0,0,0.315,0.309,0.624,3.77,3.65,2012
バルディリス,オリックス,0.264,143,574,503,133,10,55,1,54,14,76,0,13,0.35,0.394,0.744,4.9,4.8,2012
野口　祥順,ヤクルト,0.263,39,46,38,10,0,0,2,3,1,9,4,0,0.333,0.289,0.623,3.09,3.07,2012
鳥谷　敬,阪神,0.262,144,624,515,135,8,59,15,94,2,91,5,12,0.373,0.375,0.748,5.28,5.33,2012
岡田　幸文,ロッテ,0.262,131,482,431,113,0,18,23,18,6,47,25,4,0.3,0.288,0.587,2.82,2.85,2012
スケールズ,オリックス,0.262,85,362,305,80,5,23,4,47,8,103,0,3,0.373,0.384,0.757,5.6,5.54,2012
エルドレッド,広島,0.262,65,251,225,59,11,35,0,20,3,67,0,3,0.327,0.453,0.78,5.29,5.38,2012
マートン,阪神,0.26,121,473,453,118,5,38,2,18,1,56,0,14,0.29,0.342,0.632,3.01,2.96,2012
金本　知憲,阪神,0.258,126,406,356,92,6,30,3,49,0,54,0,2,0.347,0.36,0.707,4.78,4.74,2012
谷　佳知,巨人,0.258,89,255,229,59,3,22,1,14,0,48,11,5,0.299,0.319,0.618,2.97,2.97,2012
松本　哲也,巨人,0.258,83,229,198,51,0,11,12,17,0,34,12,4,0.313,0.313,0.626,3.5,3.5,2012
岡島　豪郎,楽天,0.258,43,125,120,31,2,11,3,4,1,15,0,1,0.288,0.333,0.621,3.42,3.4,2012
大和,阪神,0.257,128,349,311,80,0,26,17,15,4,46,19,3,0.3,0.318,0.618,3.19,3.1,2012
上田　剛史,ヤクルト,0.257,50,173,148,38,0,12,8,12,0,30,13,2,0.313,0.318,0.63,3.23,3.15,2012
後藤　武敏,DeNA,0.256,51,138,125,32,6,15,0,12,0,26,0,2,0.319,0.424,0.743,4.62,4.76,2012
川本　良平,ヤクルト,0.256,27,47,43,11,1,4,0,3,1,13,0,1,0.319,0.372,0.691,3.64,3.56,2012
井口　資仁,ロッテ,0.255,140,578,505,129,11,60,3,53,16,99,0,11,0.343,0.384,0.727,4.73,4.7,2012
福地　寿樹,ヤクルト,0.255,83,216,188,48,0,19,12,16,4,29,6,3,0.324,0.335,0.659,4.17,4.1,2012
明石　健志,ソフトバンク,0.254,135,567,508,129,1,27,25,33,2,98,23,2,0.301,0.299,0.601,3.21,3.21,2012
中村　悠平,ヤクルト,0.254,91,249,209,53,1,15,1,28,2,31,8,10,0.344,0.292,0.636,3.23,3.25,2012
上本　博紀,阪神,0.254,62,224,197,50,1,7,13,19,5,46,2,3,0.333,0.345,0.679,4.26,4.18,2012
大田　泰示,巨人,0.254,21,70,63,16,2,7,3,7,0,15,0,3,0.329,0.444,0.773,4.28,4.22,2012
今江　敏晃,ロッテ,0.253,136,501,446,113,6,47,0,19,5,37,23,15,0.287,0.354,0.641,2.98,3.08,2012
村田　修一,巨人,0.252,144,575,516,130,12,58,1,36,15,85,2,16,0.316,0.374,0.69,3.83,3.89,2012
藤村　大介,巨人,0.252,109,279,238,60,0,10,14,15,0,35,26,2,0.296,0.298,0.595,2.84,2.79,2012
下園　辰哉,DeNA,0.252,90,150,139,35,0,14,0,10,0,21,1,6,0.302,0.324,0.626,2.93,2.77,2012
安部　友裕,広島,0.252,53,135,119,30,1,2,5,7,0,21,9,1,0.294,0.303,0.596,2.98,2.95,2012
荒木　雅博,中日,0.251,129,569,510,128,3,31,12,19,2,65,36,4,0.28,0.314,0.593,2.93,2.89,2012
鉄平,楽天,0.251,121,355,315,79,1,33,8,11,6,45,18,7,0.285,0.302,0.586,2.62,2.75,2012
新井　貴浩,阪神,0.25,122,493,460,115,9,52,1,30,1,85,0,12,0.296,0.363,0.659,3.43,3.4,2012
多村　仁志,ソフトバンク,0.25,79,218,200,50,4,20,0,18,0,43,0,7,0.312,0.365,0.677,3.57,3.53,2012
福浦　和也,ロッテ,0.25,84,199,180,45,0,25,0,15,1,27,1,3,0.308,0.267,0.575,2.92,3.03,2012
中島　俊哉,楽天,0.25,58,108,96,24,0,6,1,7,0,15,5,0,0.301,0.271,0.572,2.88,2.87,2012
山田　哲人,ヤクルト,0.25,26,49,44,11,1,1,0,5,0,11,0,0,0.327,0.364,0.69,4.56,4.52,2012
鈴木　尚広,巨人,0.25,91,21,20,5,0,3,16,1,0,3,0,0,0.286,0.25,0.536,5.83,5.89,2012
金澤　岳,ロッテ,0.25,13,17,16,4,0,0,0,1,0,6,0,0,0.294,0.313,0.607,3.35,3.22,2012
荒金　久雄,オリックス,0.25,3,8,8,2,0,1,0,0,0,2,0,0,0.25,0.25,0.5,1.97,1.98,2012
中田　亮二,中日,0.25,6,4,4,1,0,1,0,0,0,0,0,0,0.25,0.25,0.5,2.05,2.07,2012
稲田　直人,楽天,0.25,2,4,4,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,-0.9,-0.95,2012
森野　将彦,中日,0.249,124,494,434,108,6,50,1,49,3,68,4,13,0.327,0.348,0.674,3.87,3.89,2012
森岡　良介,ヤクルト,0.249,100,282,245,61,1,18,1,11,5,44,19,1,0.293,0.318,0.611,3.16,3.17,2012
ブランコ,中日,0.248,96,359,311,77,24,65,2,40,5,84,0,5,0.34,0.511,0.851,6.06,6.22,2012
藤井　彰人,阪神,0.248,81,228,210,52,1,10,0,9,2,39,7,3,0.285,0.286,0.571,2.59,2.54,2012
丸　佳浩,広島,0.247,106,339,283,70,4,22,14,46,2,59,5,4,0.353,0.353,0.707,4.62,4.7,2012
ホフパワー,日本ハム,0.247,109,325,296,73,14,37,1,25,3,81,0,3,0.311,0.432,0.743,4.74,4.77,2012
東出　輝裕,広島,0.247,91,282,247,61,0,6,1,13,3,22,19,3,0.293,0.279,0.572,2.62,2.57,2012
本多　雄一,ソフトバンク,0.246,123,536,480,118,0,31,34,37,1,65,14,6,0.299,0.294,0.593,3.26,3.3,2012
柳田　悠岐,ソフトバンク,0.246,68,212,195,48,5,18,6,10,5,56,2,2,0.3,0.385,0.685,4.14,4.05,2012
平野　恵一,阪神,0.245,134,519,458,112,1,24,6,42,4,61,15,4,0.313,0.271,0.584,3.12,3.13,2012
浅村　栄斗,西武,0.245,114,459,404,99,7,37,13,34,4,63,13,9,0.307,0.376,0.683,3.79,3.84,2012
相川　亮二,ヤクルト,0.245,72,244,220,54,1,28,0,20,1,33,1,7,0.309,0.295,0.604,2.98,3.0,2012
梵　英心,広島,0.244,137,575,499,122,10,52,14,50,1,70,19,7,0.311,0.359,0.67,3.77,3.85,2012
里崎　智也,ロッテ,0.244,120,439,385,94,9,41,0,33,4,80,14,11,0.308,0.345,0.654,3.38,3.46,2012
森本　稀哲,DeNA,0.244,108,230,201,49,3,18,0,20,3,44,4,6,0.32,0.323,0.643,3.27,3.34,2012
高須　洋介,楽天,0.244,58,212,176,43,0,9,2,24,2,15,8,5,0.338,0.284,0.622,3.47,3.53,2012
江川　智晃,ソフトバンク,0.244,56,175,160,39,4,18,1,8,0,37,4,3,0.275,0.388,0.662,3.5,3.7,2012
武内　晋一,ヤクルト,0.244,52,94,82,20,1,3,1,7,4,14,0,4,0.333,0.317,0.65,3.23,3.24,2012
フェルナンデス,楽天,0.243,129,489,440,107,3,51,2,44,2,67,0,11,0.313,0.311,0.624,3.25,3.28,2012
藤田　一也,DeNA,0.243,46,126,111,27,0,7,1,8,1,9,5,2,0.298,0.288,0.586,2.79,2.85,2012
堂林　翔太,広島,0.242,144,554,488,118,14,45,5,44,14,150,5,8,0.321,0.395,0.716,4.4,4.42,2012
後藤　光尊,オリックス,0.242,131,546,520,126,4,43,3,14,5,74,1,8,0.266,0.306,0.572,2.6,2.69,2012
赤松　真人,広島,0.242,76,246,207,50,3,15,18,18,4,33,16,4,0.313,0.314,0.627,3.62,3.65,2012
加治前　竜一,巨人,0.242,47,68,62,15,0,8,1,4,0,11,1,1,0.284,0.274,0.558,2.67,2.81,2012
廣瀬　純,広島,0.241,102,337,294,71,6,33,0,24,11,55,7,3,0.321,0.347,0.668,4.02,4.02,2012
寺内　崇幸,巨人,0.241,103,225,191,46,1,5,11,16,3,43,13,6,0.307,0.293,0.6,2.97,3.06,2012
草野　大輔,楽天,0.241,24,65,58,14,1,6,0,3,3,10,1,0,0.313,0.328,0.64,3.55,3.53,2012
石原　慶幸,広島,0.24,77,250,217,52,1,22,0,22,1,37,9,7,0.311,0.323,0.634,3.11,2.99,2012
横山　徹也,オリックス,0.24,15,27,25,6,0,1,0,1,0,5,1,0,0.269,0.24,0.509,2.15,2.2,2012
中田　翔,日本ハム,0.239,144,606,547,131,24,77,5,50,5,101,0,8,0.307,0.42,0.727,4.44,4.54,2012
サブロー,ロッテ,0.239,137,560,476,114,7,52,0,78,2,105,0,12,0.346,0.342,0.689,4.29,4.32,2012
高橋　由伸,巨人,0.239,130,442,368,88,8,56,2,61,8,77,1,14,0.356,0.351,0.707,4.23,4.32,2012
小久保　裕紀,ソフトバンク,0.239,103,357,331,79,4,34,0,20,0,67,3,6,0.28,0.308,0.588,2.8,2.89,2012
西川　遥輝,日本ハム,0.239,71,155,134,32,2,13,7,14,0,34,7,0,0.311,0.343,0.654,4.18,4.11,2012
日高　剛,オリックス,0.239,52,122,117,28,1,8,0,3,0,33,1,1,0.256,0.325,0.581,2.71,2.75,2012
今宮　健太,ソフトバンク,0.238,126,343,307,73,2,14,8,10,3,75,21,2,0.267,0.29,0.557,2.44,2.51,2012
金城　龍彦,DeNA,0.238,129,331,294,70,3,18,2,26,6,37,3,1,0.311,0.306,0.617,3.58,3.65,2012
ニック,広島,0.238,52,204,181,43,9,24,0,22,1,42,0,4,0.324,0.431,0.754,4.78,4.79,2012
三ツ俣　大樹,オリックス,0.238,9,23,21,5,0,0,0,1,0,6,1,0,0.273,0.333,0.606,3.1,2.91,2012
内村　賢介,DeNA,0.237,77,289,236,56,0,18,18,31,0,40,21,4,0.325,0.263,0.587,3.19,3.22,2012
エドガー,巨人,0.236,57,190,174,41,4,19,0,13,1,46,1,6,0.291,0.374,0.665,3.17,3.19,2012
亀井　義行,巨人,0.236,60,117,110,26,2,11,0,4,1,13,2,3,0.27,0.409,0.679,3.46,3.32,2012
杉谷　拳士,日本ハム,0.235,58,133,115,27,2,12,4,7,1,18,8,1,0.28,0.33,0.61,3.01,3.21,2012
柴田　講平,阪神,0.234,73,157,128,30,0,2,4,16,1,23,11,1,0.322,0.273,0.595,3.03,3.12,2012
ブラゼル,阪神,0.233,98,295,275,64,12,43,0,18,2,72,0,16,0.285,0.404,0.688,3.15,3.21,2012
上本　達之,西武,0.233,74,130,116,27,2,11,0,10,1,31,2,2,0.297,0.31,0.607,2.69,2.86,2012
スレッジ,日本ハム,0.232,47,152,138,32,5,23,0,12,2,47,0,2,0.303,0.406,0.708,4.22,4.22,2012
中村　剛也,西武,0.231,123,498,432,100,27,79,2,56,9,125,0,11,0.331,0.461,0.792,5.04,5.16,2012
松井　佑介,中日,0.231,42,67,65,15,1,6,0,0,0,13,2,0,0.231,0.338,0.569,2.31,2.28,2012
菊池　涼介,広島,0.229,63,234,201,46,2,12,4,6,1,42,25,5,0.254,0.294,0.547,1.99,2.04,2012
坂　克彦,阪神,0.229,18,38,35,8,0,6,0,2,0,8,1,2,0.27,0.286,0.556,1.43,1.4,2012
宮崎　祐樹,オリックス,0.229,11,37,35,8,2,6,1,2,0,13,0,0,0.27,0.457,0.727,4.07,4.18,2012
小谷野　栄一,日本ハム,0.228,134,550,478,109,3,39,6,27,4,72,40,8,0.275,0.293,0.567,2.48,2.47,2012
谷繁　元信,中日,0.228,134,458,386,88,5,32,0,52,4,67,14,15,0.324,0.303,0.627,3.11,3.16,2012
坂口　智隆,オリックス,0.228,40,165,158,36,0,8,2,5,0,13,2,0,0.252,0.253,0.505,1.96,2.01,2012
中村　晃,ソフトバンク,0.228,39,63,57,13,0,3,2,3,0,5,2,0,0.262,0.263,0.525,2.07,2.28,2012
金子　誠,日本ハム,0.227,103,311,277,63,0,22,1,15,0,53,17,2,0.265,0.292,0.558,2.3,2.31,2012
ガルシア,楽天,0.227,77,296,269,61,7,30,0,23,2,65,0,6,0.291,0.349,0.64,3.27,3.38,2012
迎　祐一郎,広島,0.227,55,145,128,29,2,11,1,10,2,14,4,3,0.291,0.305,0.595,2.78,2.9,2012
坂田　遼,西武,0.227,16,50,44,10,0,3,0,4,0,12,2,1,0.292,0.227,0.519,2.05,2.12,2012
南　竜介,ロッテ,0.227,11,29,22,5,0,2,1,6,0,7,1,0,0.393,0.273,0.666,5.1,5.09,2012
中村　真人,楽天,0.226,25,59,53,12,1,6,0,2,0,8,4,0,0.255,0.321,0.575,2.67,2.68,2012
牧田　明久,楽天,0.225,123,425,378,85,9,53,5,23,9,49,10,11,0.283,0.331,0.613,2.68,2.86,2012
片岡　易之,西武,0.225,52,231,204,46,2,19,8,15,1,30,7,6,0.277,0.294,0.571,2.19,2.44,2012
大引　啓次,オリックス,0.224,110,432,352,79,6,20,6,46,3,74,28,8,0.317,0.315,0.632,3.33,3.44,2012
渡辺　直人,DeNA,0.224,70,213,174,39,0,10,2,24,10,27,5,1,0.351,0.247,0.598,3.35,3.44,2012
荻野　貴司,ロッテ,0.224,61,187,165,37,1,8,13,11,5,17,6,0,0.293,0.273,0.566,3.11,3.14,2012
桧山　進次郎,阪神,0.224,67,69,58,13,0,6,0,8,2,13,0,3,0.333,0.241,0.575,2.63,2.78,2012
小山　桂司,楽天,0.224,22,65,58,13,0,6,0,3,0,15,2,1,0.254,0.241,0.495,1.56,1.96,2012
サラサー,DeNA,0.222,13,30,27,6,0,1,0,3,0,5,0,0,0.3,0.259,0.559,2.94,2.97,2012
斉藤　彰吾,西武,0.222,29,27,27,6,0,0,0,0,0,11,0,0,0.222,0.296,0.519,0.5,0.56,2012
石川　貢,西武,0.222,7,10,9,2,0,0,2,0,1,2,0,0,0.3,0.222,0.522,4.03,4.05,2012
新田　玄気,ヤクルト,0.222,8,9,9,2,0,2,0,0,0,1,0,1,0.222,0.222,0.444,-0.06,-0.03,2012
大島　裕行,西武,0.222,5,9,9,2,0,0,0,0,0,3,0,0,0.222,0.333,0.556,2.37,2.2,2012
松中　信彦,ソフトバンク,0.221,65,164,136,30,4,13,1,26,2,26,0,1,0.354,0.324,0.677,4.6,4.69,2012
北川　博敏,オリックス,0.221,59,159,140,31,1,11,0,17,0,23,0,3,0.302,0.286,0.588,2.95,3.12,2012
鵜久森　淳志,日本ハム,0.219,20,37,32,7,4,6,0,4,0,9,1,0,0.306,0.594,0.899,6.28,6.58,2012
筒香　嘉智,DeNA,0.218,108,446,386,84,10,45,1,51,2,102,2,4,0.309,0.352,0.661,3.8,3.98,2012
小島　脩平,オリックス,0.218,29,91,87,19,0,2,1,3,0,19,1,2,0.244,0.218,0.463,1.18,1.28,2012
藤本　敦士,ヤクルト,0.218,66,88,78,17,0,3,0,10,0,12,0,1,0.307,0.269,0.576,2.97,3.01,2012
野中　信吾,オリックス,0.217,74,149,120,26,0,7,12,11,2,20,16,2,0.293,0.275,0.568,2.4,2.44,2012
平田　良介,中日,0.216,91,301,269,58,11,32,1,28,1,59,1,9,0.29,0.361,0.651,3.26,3.47,2012
井手　正太郎,DeNA,0.214,11,30,28,6,2,3,0,2,0,2,0,2,0.267,0.5,0.767,3.57,3.67,2012
野原　将志,阪神,0.214,5,14,14,3,0,0,0,0,0,6,0,0,0.214,0.214,0.429,1.03,1.13,2012
梶本　勇介,オリックス,0.213,42,67,61,13,0,5,0,3,0,17,2,0,0.246,0.328,0.574,2.19,2.35,2012
関本　賢太郎,阪神,0.212,91,124,99,21,1,12,0,17,3,23,5,0,0.345,0.253,0.597,3.59,3.73,2012
高谷　裕亮,ソフトバンク,0.211,64,144,133,28,0,10,1,7,0,25,3,2,0.248,0.271,0.519,1.9,1.95,2012
浅井　良,阪神,0.211,62,86,76,16,0,9,0,3,0,15,5,2,0.235,0.25,0.485,1.45,1.71,2012
栗原　健太,広島,0.211,21,84,76,16,0,5,0,6,0,15,0,1,0.262,0.211,0.472,1.69,2.1,2012
英智,中日,0.211,53,24,19,4,0,0,1,1,1,4,3,0,0.286,0.211,0.496,1.69,1.82,2012
堂上　直倫,中日,0.21,116,182,167,35,0,11,1,5,1,34,8,6,0.236,0.257,0.493,1.39,1.42,2012
ルイーズ,DeNA,0.21,32,65,62,13,2,5,0,3,0,20,0,4,0.246,0.339,0.585,1.83,1.93,2012
山崎　武司,中日,0.209,90,215,191,40,1,13,1,18,4,44,0,5,0.288,0.293,0.582,2.72,2.79,2012
古城　茂幸,巨人,0.209,65,149,129,27,0,8,2,12,0,28,6,5,0.273,0.256,0.529,1.96,2.07,2012
岩村　明憲,楽天,0.209,26,79,67,14,1,5,0,11,0,10,0,0,0.316,0.343,0.66,4.15,4.26,2012
吉村　裕基,DeNA,0.209,25,72,67,14,2,7,0,5,0,22,0,0,0.264,0.343,0.607,2.88,2.99,2012
小窪　哲也,広島,0.209,25,52,43,9,0,2,0,1,1,6,7,1,0.244,0.279,0.524,1.77,1.7,2012
森田　一成,阪神,0.208,11,30,24,5,0,4,0,5,0,4,0,0,0.333,0.333,0.667,4.43,4.85,2012
柳田　殖生,中日,0.208,29,26,24,5,0,2,0,0,2,6,0,1,0.269,0.208,0.478,1.3,1.42,2012
齋藤　俊雄,オリックス,0.207,51,107,92,19,0,6,1,1,1,34,13,2,0.223,0.239,0.463,1.21,1.22,2012
米野　智人,西武,0.207,32,64,58,12,1,6,0,4,1,17,1,1,0.27,0.276,0.546,2.27,2.39,2012
李　杜軒,ソフトバンク,0.207,15,33,29,6,1,3,0,4,0,8,0,2,0.303,0.414,0.717,3.37,3.34,2012
カブレラ,ソフトバンク,0.207,8,29,29,6,1,3,0,0,0,10,0,0,0.207,0.345,0.552,2.24,2.36,2012
伊藤　光,オリックス,0.205,66,197,176,36,0,10,0,5,0,48,12,2,0.222,0.256,0.477,1.49,1.7,2012
