選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
ガイエル,ヤクルト,0.267,128,482,409,109,27,80,2,53,15,101,0,6,0.367,0.533,0.9,6.99,6.99,2009
坪井　智哉,日本ハム,0.267,84,156,146,39,0,15,0,5,1,23,2,4,0.292,0.322,0.614,3.02,2.99,2009
小久保　裕紀,ソフトバンク,0.266,144,605,533,142,18,81,2,50,16,101,0,13,0.344,0.418,0.762,5.03,5.05,2009
スレッジ,日本ハム,0.266,117,487,418,111,27,88,1,58,6,108,0,12,0.359,0.529,0.888,6.49,6.52,2009
田中　雅彦,ロッテ,0.266,41,75,64,17,1,8,6,5,0,17,4,1,0.31,0.359,0.669,4.07,4.28,2009
ベニー,ロッテ,0.265,95,320,272,72,7,31,0,44,1,59,0,8,0.366,0.401,0.766,5.04,5.06,2009
フィリップス,広島,0.265,74,301,264,70,15,50,0,27,5,48,0,7,0.339,0.5,0.839,5.80,5.93,2009
阿部　真宏,オリックス,0.264,46,182,148,39,1,23,1,18,1,19,14,4,0.345,0.365,0.71,4.08,3.97,2009
赤星　憲広,阪神,0.263,91,377,338,89,0,8,31,26,4,54,7,3,0.322,0.296,0.617,3.90,3.88,2009
野口　祥順,ヤクルト,0.263,74,94,80,21,1,4,11,6,1,22,6,1,0.318,0.338,0.656,3.89,3.95,2009
本多　雄一,ソフトバンク,0.262,137,622,554,145,1,41,43,44,4,95,18,5,0.32,0.339,0.659,4.10,3.99,2009
狩野　恵輔,阪神,0.262,127,432,393,103,5,35,10,25,4,52,10,9,0.313,0.349,0.661,3.79,3.63,2009
鈴木　尚広,巨人,0.262,122,220,202,53,1,8,25,13,3,44,2,1,0.317,0.312,0.628,3.90,3.86,2009
金本　知憲,阪神,0.261,144,619,518,135,21,91,8,88,5,98,0,7,0.368,0.454,0.822,6.28,6.27,2009
フェルナンデス,オリックス,0.261,117,447,410,107,15,47,4,31,4,71,0,15,0.318,0.422,0.74,4.42,4.40,2009
鶴岡　一成,巨人,0.261,59,160,142,37,5,18,1,8,1,30,8,4,0.303,0.437,0.739,4.20,4.09,2009
片岡　易之,西武,0.26,139,646,588,153,13,58,51,36,7,72,12,8,0.309,0.395,0.704,4.46,4.40,2009
新井　貴浩,阪神,0.26,144,599,558,145,15,82,4,28,6,82,0,20,0.299,0.401,0.7,3.72,3.78,2009
西岡　剛,ロッテ,0.26,120,531,454,118,14,41,26,67,5,76,3,6,0.36,0.427,0.787,5.64,5.57,2009
川崎　宗則,ソフトバンク,0.259,143,640,540,140,4,34,44,47,7,90,43,8,0.325,0.359,0.684,3.94,3.88,2009
堀　幸一,ロッテ,0.259,56,121,112,29,4,17,0,5,1,31,2,4,0.294,0.429,0.723,3.92,3.90,2009
田中　浩康,ヤクルト,0.258,130,514,434,112,4,35,6,34,4,50,38,10,0.315,0.35,0.665,3.58,3.55,2009
佐伯　貴弘,横浜,0.258,114,402,361,93,12,55,1,35,3,90,0,9,0.326,0.402,0.728,4.47,4.52,2009
下園　辰哉,横浜,0.258,81,221,198,51,6,11,2,20,1,34,1,2,0.327,0.384,0.711,4.49,4.54,2009
上本　達之,西武,0.258,58,105,97,25,4,15,0,3,1,22,3,0,0.284,0.443,0.728,4.51,4.54,2009
栗原　健太,広島,0.257,140,582,521,134,23,79,1,48,7,82,0,11,0.327,0.43,0.757,4.70,4.74,2009
武内　晋一,ヤクルト,0.257,112,162,144,37,2,13,0,15,1,23,1,1,0.329,0.326,0.656,4.10,4.11,2009
大道　典嘉,巨人,0.257,37,38,35,9,0,3,0,2,0,9,1,1,0.297,0.286,0.583,2.63,2.57,2009
下山　真二,オリックス,0.256,99,335,285,73,13,47,4,37,3,76,10,5,0.348,0.467,0.814,5.52,5.42,2009
森本　学,ソフトバンク,0.256,95,283,242,62,0,20,8,24,1,56,13,7,0.322,0.318,0.64,3.43,3.46,2009
川島　慶三,ヤクルト,0.255,118,485,427,109,12,43,8,32,6,77,17,9,0.314,0.379,0.693,3.82,3.89,2009
リック,楽天,0.255,61,201,184,47,3,13,4,13,3,24,0,4,0.313,0.342,0.656,3.78,3.76,2009
工藤　隆人,巨人,0.255,49,56,51,13,0,1,1,2,1,18,2,0,0.296,0.333,0.63,3.64,3.51,2009
日高　剛,オリックス,0.254,93,315,295,75,5,34,1,13,3,36,2,12,0.291,0.356,0.647,3.03,3.04,2009
喜田　剛,広島,0.254,78,134,126,32,2,20,0,6,2,30,0,0,0.299,0.397,0.695,4.24,4.04,2009
平石　洋介,楽天,0.254,26,64,59,15,1,8,1,3,0,13,1,0,0.286,0.441,0.726,3.76,3.85,2009
セギノール,楽天,0.253,104,361,316,80,14,54,1,39,5,83,0,8,0.343,0.443,0.787,5.29,5.24,2009
二岡　智宏,日本ハム,0.253,69,187,170,43,4,25,0,10,3,36,2,5,0.303,0.353,0.656,3.36,3.49,2009
内藤　雄太,横浜,0.253,69,95,87,22,5,14,1,7,0,22,1,1,0.309,0.506,0.814,5.52,5.46,2009
田上　秀則,ソフトバンク,0.251,138,520,463,116,26,80,0,29,5,122,18,12,0.299,0.458,0.757,4.30,4.43,2009
古城　茂幸,巨人,0.251,77,204,179,45,2,18,3,10,10,39,3,2,0.323,0.324,0.647,3.66,3.74,2009
野本　圭,中日,0.251,64,191,175,44,2,13,1,6,4,34,6,3,0.292,0.331,0.623,3.22,3.14,2009
葛城　育郎,阪神,0.25,99,204,184,46,2,13,0,16,2,42,2,5,0.317,0.359,0.676,3.78,3.64,2009
飯原　誉士,ヤクルト,0.25,94,198,180,45,6,23,11,10,7,40,1,6,0.315,0.394,0.709,4.22,4.18,2009
辻　俊哉,オリックス,0.25,25,38,36,9,0,1,1,1,1,5,0,0,0.289,0.278,0.567,3.16,3.11,2009
呉本　成徳,横浜,0.25,17,17,16,4,0,0,0,1,0,5,0,2,0.294,0.313,0.607,1.47,1.35,2009
高森　勇気,横浜,0.25,2,5,4,1,0,0,0,0,0,0,1,0,0.25,0.25,0.5,1.86,1.82,2009
新里　賢,ロッテ,0.25,2,5,4,1,0,2,0,1,0,0,0,1,0.4,0.75,1.15,5.23,5.00,2009
衣川　篤史,ヤクルト,0.25,5,4,4,1,0,1,0,0,0,1,0,0,0.25,0.25,0.5,1.97,1.98,2009
今浪　隆博,日本ハム,0.25,5,4,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.5,1.97,1.98,2009
本間　満,ソフトバンク,0.25,4,4,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.5,1.89,1.89,2009
関口　雄大,横浜,0.25,2,4,4,1,0,0,0,0,0,1,0,0,0.25,0.5,0.75,4.62,3.96,2009
吉村　裕基,横浜,0.248,144,588,528,131,16,54,13,45,11,134,0,17,0.318,0.396,0.714,4.06,4.12,2009
相川　亮二,ヤクルト,0.247,122,446,413,102,5,43,2,23,1,69,6,14,0.286,0.339,0.625,2.91,2.90,2009
今江　敏晃,ロッテ,0.247,113,441,409,101,9,60,2,12,6,60,12,17,0.277,0.369,0.647,2.87,2.88,2009
森本　稀哲,日本ハム,0.247,107,404,316,78,1,29,9,43,2,52,43,2,0.341,0.326,0.667,3.95,3.85,2009
山崎　武司,楽天,0.246,142,611,536,132,39,107,3,67,4,114,0,23,0.332,0.515,0.847,5.47,5.55,2009
マクレーン,広島,0.244,114,447,401,98,18,52,1,43,2,107,0,8,0.32,0.424,0.744,4.60,4.64,2009
高橋　光信,阪神,0.244,46,45,41,10,1,10,0,2,0,3,0,2,0.267,0.317,0.584,2.36,2.94,2009
石川　雄洋,横浜,0.242,134,495,463,112,2,24,19,13,3,98,15,8,0.267,0.3,0.567,2.58,2.57,2009
武山　真吾,横浜,0.242,49,130,120,29,0,5,1,7,1,35,2,2,0.289,0.283,0.572,2.59,2.52,2009
佐藤　友亮,西武,0.241,105,216,191,46,0,21,9,15,1,30,7,2,0.297,0.304,0.6,3.08,3.14,2009
一輝,オリックス,0.239,58,150,142,34,3,28,1,4,2,53,1,2,0.268,0.352,0.621,3.11,3.16,2009
ボッツ,日本ハム,0.238,11,24,21,5,1,6,0,1,2,7,0,0,0.333,0.524,0.857,5.39,5.24,2009
畠山　和洋,ヤクルト,0.236,85,214,182,43,4,19,0,27,0,31,1,7,0.329,0.357,0.686,3.78,4.01,2009
デ　ラ　ロサ,中日,0.236,32,65,55,13,0,3,0,8,1,16,0,0,0.338,0.273,0.611,3.54,3.77,2009
里崎　智也,ロッテ,0.234,124,479,414,97,10,49,0,49,6,121,5,7,0.321,0.365,0.685,4.00,4.11,2009
橋本　将,ロッテ,0.234,94,288,252,59,2,27,0,32,1,80,1,3,0.321,0.313,0.634,3.66,3.70,2009
塩崎　真,オリックス,0.234,66,106,94,22,2,7,0,8,0,29,3,4,0.291,0.351,0.642,2.79,2.89,2009
嶋　基宏,楽天,0.233,106,294,249,58,1,14,1,22,3,55,20,5,0.303,0.281,0.584,2.53,2.51,2009
中井　大介,巨人,0.233,18,33,30,7,1,6,2,0,0,11,2,0,0.226,0.4,0.626,3.38,3.67,2009
赤松　真人,広島,0.232,137,489,423,98,6,43,14,33,3,79,25,3,0.289,0.324,0.613,3.12,3.25,2009
木村　拓也,巨人,0.231,86,210,186,43,2,16,1,12,2,38,8,2,0.282,0.306,0.589,2.91,3.00,2009
ヒメネス,日本ハム,0.231,39,127,121,28,5,14,0,5,1,35,0,4,0.268,0.397,0.664,3.20,3.26,2009
紺田　敏正,日本ハム,0.231,56,75,65,15,0,4,2,4,0,22,5,0,0.271,0.292,0.564,2.60,2.69,2009
木村　昇吾,広島,0.231,69,15,13,3,0,1,4,0,1,7,1,0,0.286,0.308,0.593,0.73,1.04,2009
古木　克明,オリックス,0.231,9,14,13,3,0,0,0,1,0,5,0,0,0.286,0.308,0.593,3.13,3.02,2009
小池　正晃,中日,0.23,101,201,174,40,7,18,1,13,3,42,11,4,0.295,0.385,0.68,3.50,3.56,2009
李　承ヨプ,巨人,0.229,77,257,223,51,16,36,1,28,5,65,0,1,0.327,0.484,0.811,5.56,5.66,2009
嶋　重宣,広島,0.229,89,198,175,40,2,17,3,15,3,34,0,7,0.293,0.314,0.607,2.83,3.08,2009
竹原　直隆,ロッテ,0.228,89,262,215,49,5,30,2,34,5,61,6,3,0.344,0.349,0.693,4.03,4.17,2009
小斉　祐輔,ソフトバンク,0.228,43,64,57,13,2,7,0,3,2,20,1,1,0.286,0.368,0.654,3.45,3.70,2009
石井　琢朗,広島,0.227,89,246,211,48,2,18,2,20,4,33,11,4,0.306,0.332,0.638,3.42,3.38,2009
小坂　誠,楽天,0.227,105,213,176,40,1,8,7,18,0,31,17,1,0.297,0.273,0.57,2.69,2.79,2009
北川　隼行,横浜,0.227,19,47,44,10,1,4,0,1,0,13,2,0,0.244,0.341,0.585,2.72,2.73,2009
桧山　進次郎,阪神,0.225,82,99,89,20,1,9,0,7,1,27,0,1,0.283,0.303,0.586,2.93,3.15,2009
梵　英心,広島,0.224,73,264,241,54,2,19,14,18,1,37,3,4,0.28,0.32,0.599,3.09,3.11,2009
早坂　圭介,ロッテ,0.224,103,249,219,49,1,17,12,16,1,44,12,2,0.278,0.32,0.598,2.77,2.81,2009
松元　ユウイチ,ヤクルト,0.224,51,75,67,15,0,4,1,7,1,16,0,1,0.307,0.284,0.59,3.15,3.11,2009
早川　大輔,ロッテ,0.223,84,189,175,39,1,12,5,6,1,34,6,0,0.251,0.286,0.537,2.19,2.28,2009
星　秀和,西武,0.222,7,19,18,4,0,0,0,0,0,1,1,0,0.222,0.278,0.5,1.85,1.78,2009
鶴岡　慎也,日本ハム,0.221,122,304,263,58,1,29,1,20,2,48,17,6,0.279,0.293,0.572,2.45,2.48,2009
中村　紀洋,楽天,0.221,77,294,263,58,2,26,0,29,0,41,1,11,0.297,0.285,0.582,2.45,2.49,2009
銀仁朗,西武,0.22,112,306,273,60,3,25,1,15,1,75,14,5,0.26,0.308,0.568,2.41,2.49,2009
聖澤　諒,楽天,0.22,79,65,59,13,0,5,15,2,1,18,3,2,0.258,0.237,0.495,2.45,2.50,2009
原　拓也,西武,0.219,50,151,128,28,0,9,0,10,2,37,9,4,0.282,0.266,0.547,2.15,2.28,2009
藤本　敦士,阪神,0.219,47,70,64,14,0,1,0,3,0,4,3,4,0.254,0.234,0.488,0.72,0.78,2009
バーナム・ジュニア,ロッテ,0.218,73,179,147,32,4,22,1,20,10,37,1,4,0.348,0.361,0.709,4.47,4.57,2009
李　炳圭,中日,0.218,28,107,101,22,3,8,0,5,0,33,1,4,0.255,0.337,0.591,2.28,2.37,2009
村松　有人,ソフトバンク,0.217,29,52,46,10,0,5,0,3,2,5,1,1,0.294,0.283,0.577,2.09,2.17,2009
ジョンソン,横浜,0.215,117,382,325,70,24,57,0,52,4,78,0,10,0.33,0.462,0.791,5.01,5.22,2009
ボカチカ,西武,0.215,75,236,195,42,13,32,2,32,6,77,2,3,0.342,0.467,0.809,5.37,5.55,2009
英智,中日,0.215,71,128,121,26,1,10,4,2,0,20,4,4,0.226,0.256,0.482,1.34,1.49,2009
會澤　翼,広島,0.214,15,31,28,6,0,1,0,3,0,8,0,1,0.29,0.25,0.54,2.11,2.04,2009
シーボル,広島,0.213,40,142,127,27,4,11,1,10,3,32,0,2,0.282,0.346,0.628,3.18,3.47,2009
野口　寿浩,横浜,0.211,17,44,38,8,0,3,0,4,0,13,2,1,0.286,0.316,0.602,2.70,2.59,2009
高谷　裕亮,ソフトバンク,0.21,25,72,62,13,0,5,0,7,1,18,2,2,0.3,0.226,0.526,2.06,2.15,2009
森岡　良介,ヤクルト,0.209,35,47,43,9,1,2,0,2,1,14,1,3,0.261,0.302,0.563,1.63,1.73,2009
谷繁　元信,中日,0.208,115,369,298,62,9,33,0,44,3,62,19,9,0.312,0.322,0.634,3.20,3.37,2009
大野　奨太,日本ハム,0.208,77,169,154,32,3,15,0,6,4,43,5,2,0.256,0.325,0.581,2.56,2.58,2009
清水　崇行,西武,0.208,44,134,125,26,1,7,0,8,1,19,0,1,0.261,0.28,0.541,2.25,2.32,2009
