選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
二岡　智宏,日本ハム,0.282,55,117,103,29,3,14,0,13,0,22,1,2,0.362,0.388,0.75,5.19,5.1,2011
バーデン,広島,0.281,64,242,210,59,3,20,0,25,5,48,0,2,0.368,0.371,0.739,5.3,5.27,2011
マルハーン,西武,0.281,22,63,57,16,1,8,0,3,2,21,0,1,0.333,0.351,0.684,4.25,4.4,2011
小山　桂司,中日,0.28,51,102,82,23,1,10,1,16,0,31,3,0,0.394,0.39,0.784,6.23,6.18,2011
ラミレス,巨人,0.279,137,515,477,133,23,73,2,30,3,72,0,9,0.322,0.453,0.775,5.15,5.22,2011
東出　輝裕,広島,0.278,137,601,543,151,0,27,8,35,3,71,18,7,0.324,0.32,0.645,3.66,3.58,2011
ハーパー,横浜,0.278,103,350,320,89,9,39,0,27,0,87,0,15,0.331,0.416,0.747,4.36,4.32,2011
明石　健志,ソフトバンク,0.278,58,105,90,25,1,15,5,10,0,21,4,2,0.347,0.433,0.78,5.06,5.0,2011
高須　洋介,楽天,0.277,128,472,429,119,1,30,5,29,5,39,8,10,0.33,0.312,0.642,3.6,3.53,2011
陽　岱鋼,日本ハム,0.274,141,603,537,147,6,36,19,22,5,134,38,5,0.308,0.365,0.673,3.98,3.85,2011
谷　佳知,巨人,0.274,83,142,135,37,0,7,2,4,0,30,1,3,0.291,0.319,0.609,3.02,3.07,2011
桧山　進次郎,阪神,0.274,69,69,62,17,1,8,0,5,1,17,0,1,0.333,0.355,0.688,4.34,4.34,2011
田口　壮,オリックス,0.273,62,239,198,54,0,15,3,15,3,36,23,5,0.333,0.323,0.657,3.5,3.32,2011
實松　一成,巨人,0.273,20,24,22,6,2,3,0,0,0,10,2,0,0.273,0.545,0.818,5.04,5.16,2011
松井　雅人,中日,0.273,10,13,11,3,0,0,0,0,0,4,2,0,0.273,0.273,0.545,2.3,2.24,2011
金城　龍彦,横浜,0.272,108,354,324,88,3,29,1,16,3,35,6,8,0.307,0.346,0.653,3.6,3.65,2011
内村　賢介,楽天,0.271,123,390,321,87,1,30,31,23,3,53,42,5,0.325,0.315,0.639,3.47,3.43,2011
中村　真人,楽天,0.271,91,283,247,67,1,24,0,19,4,35,9,7,0.328,0.328,0.656,3.6,3.67,2011
廣瀬　純,広島,0.271,73,276,218,59,2,27,2,29,14,36,9,11,0.382,0.317,0.699,4.31,4.51,2011
柴田　講平,阪神,0.271,104,218,188,51,0,9,7,12,0,31,17,2,0.313,0.33,0.643,3.58,3.51,2011
サブロー,ロッテ,0.271,19,78,70,19,2,9,0,6,2,13,0,3,0.346,0.414,0.76,4.72,4.59,2011
松山　竜平,広島,0.27,68,204,196,53,3,19,0,8,0,20,0,5,0.299,0.357,0.656,3.47,3.39,2011
中村　剛也,西武,0.269,144,622,525,141,48,116,4,79,12,134,0,15,0.373,0.6,0.973,7.56,7.61,2011
新井　貴浩,阪神,0.269,144,602,550,148,17,93,5,41,4,106,0,20,0.321,0.418,0.739,4.45,4.49,2011
畠山　和洋,ヤクルト,0.269,142,583,494,133,23,85,1,78,6,94,1,10,0.373,0.462,0.834,6.27,6.23,2011
今江　敏晃,ロッテ,0.269,134,543,499,134,8,51,2,20,8,48,10,13,0.304,0.381,0.685,3.83,3.81,2011
小久保　裕紀,ソフトバンク,0.269,98,372,342,92,10,48,0,22,6,72,0,7,0.323,0.418,0.741,4.66,4.6,2011
カスティーヨ,ロッテ,0.269,86,356,331,89,5,34,0,18,5,45,0,10,0.315,0.36,0.674,3.79,3.74,2011
浅村　栄斗,西武,0.268,137,498,437,117,9,45,7,37,3,52,18,8,0.327,0.382,0.709,4.35,4.32,2011
川端　慎吾,ヤクルト,0.268,117,457,399,107,4,46,0,40,0,51,15,5,0.333,0.363,0.696,4.36,4.27,2011
牧田　明久,楽天,0.268,76,215,194,52,2,21,2,8,5,27,4,8,0.308,0.376,0.684,3.5,3.54,2011
小池　正晃,中日,0.268,73,150,127,34,5,21,0,12,3,32,8,6,0.345,0.465,0.81,4.82,4.64,2011
川崎　宗則,ソフトバンク,0.267,144,655,603,161,1,37,31,36,3,84,9,5,0.31,0.327,0.636,3.74,3.71,2011
岡田　幸文,ロッテ,0.267,144,635,577,154,0,35,41,28,9,66,20,5,0.311,0.293,0.603,3.43,3.4,2011
バルディリス,オリックス,0.267,137,544,479,128,18,66,2,38,19,72,3,12,0.342,0.418,0.759,4.87,4.95,2011
上田　剛史,ヤクルト,0.267,12,34,30,8,0,0,6,3,0,5,1,0,0.333,0.3,0.633,5.29,5.09,2011
渡辺　直人,横浜,0.266,126,469,403,107,1,24,7,36,11,73,19,13,0.342,0.323,0.665,3.62,3.52,2011
角中　勝也,ロッテ,0.266,51,171,154,41,0,10,2,9,4,30,1,2,0.318,0.312,0.629,3.73,3.84,2011
井口　資仁,ロッテ,0.265,140,597,509,135,9,73,1,72,9,96,0,11,0.362,0.375,0.737,5.04,5.07,2011
下園　辰哉,横浜,0.265,85,350,298,79,4,25,2,45,2,54,5,5,0.365,0.346,0.711,4.73,4.66,2011
荻野　貴司,ロッテ,0.264,23,103,91,24,0,10,14,7,1,6,3,1,0.32,0.308,0.628,4.42,4.38,2011
荒木　雅博,中日,0.263,135,593,543,143,2,24,18,36,3,73,10,4,0.312,0.319,0.631,3.58,3.51,2011
関本　賢太郎,阪神,0.263,100,255,224,59,2,16,0,28,3,55,0,9,0.353,0.321,0.674,3.91,3.84,2011
加藤　政義,日本ハム,0.263,21,39,38,10,0,2,0,0,1,8,0,1,0.282,0.289,0.572,2.5,2.43,2011
坂本　勇人,巨人,0.262,144,624,568,149,16,59,8,37,6,91,10,3,0.313,0.401,0.714,4.63,4.55,2011
稲葉　篤紀,日本ハム,0.262,137,518,473,124,12,54,4,27,8,71,7,4,0.311,0.397,0.709,4.43,4.4,2011
伊志嶺　翔大,ロッテ,0.261,126,492,422,110,2,21,32,30,13,77,27,3,0.329,0.341,0.67,4.26,4.14,2011
スケールズ,日本ハム,0.261,80,317,287,75,9,30,2,25,4,103,0,3,0.328,0.394,0.722,4.75,4.75,2011
ガルシア,楽天,0.261,88,316,287,75,8,34,1,22,2,79,0,7,0.313,0.383,0.697,4.05,4.2,2011
小窪　哲也,広島,0.261,65,158,142,37,2,12,1,3,4,17,9,0,0.295,0.352,0.647,3.61,3.51,2011
川島　慶三,ヤクルト,0.261,40,54,46,12,0,3,3,4,2,8,1,0,0.34,0.261,0.6,4.16,4.4,2011
松井　稼頭央,楽天,0.26,139,572,538,140,9,48,15,26,1,94,4,8,0.294,0.381,0.675,3.95,3.87,2011
Ｔ−岡田,オリックス,0.26,134,550,492,128,16,85,4,39,15,116,0,10,0.331,0.411,0.741,4.84,4.85,2011
石川　雄洋,横浜,0.26,125,530,466,121,0,22,12,30,2,95,32,8,0.307,0.288,0.595,2.86,2.81,2011
スレッジ,横浜,0.26,95,373,339,88,20,57,0,26,4,90,0,5,0.316,0.481,0.797,5.29,5.41,2011
赤松　真人,広島,0.26,80,217,192,50,1,18,19,4,4,29,15,1,0.287,0.323,0.61,3.42,3.41,2011
フェルナンデス,西武,0.259,142,577,529,137,17,81,3,39,2,84,0,19,0.308,0.395,0.704,3.87,3.97,2011
木村　昇吾,広島,0.259,106,349,293,76,0,17,3,14,4,53,37,6,0.301,0.287,0.588,2.61,2.56,2011
北川　博敏,オリックス,0.258,51,172,159,41,1,17,0,8,2,23,1,4,0.298,0.346,0.644,3.42,3.4,2011
谷繁　元信,中日,0.256,102,330,277,71,6,31,0,38,2,51,12,5,0.349,0.357,0.706,4.46,4.4,2011
嶋　重宣,広島,0.256,54,141,125,32,2,8,1,14,1,19,0,1,0.333,0.392,0.725,4.96,4.88,2011
森岡　良介,ヤクルト,0.256,52,97,86,22,0,6,0,8,1,20,2,1,0.326,0.279,0.605,3.37,3.34,2011
井生　崇光,広島,0.256,42,95,82,21,1,7,0,5,3,11,5,2,0.322,0.366,0.688,3.88,3.72,2011
荒波　翔,横浜,0.256,28,92,86,22,0,1,6,1,0,23,5,0,0.264,0.291,0.555,2.79,2.75,2011
平田　良介,中日,0.255,113,376,330,84,11,38,1,38,1,72,7,10,0.333,0.436,0.77,4.71,4.64,2011
伊志嶺　忠,楽天,0.254,33,73,67,17,0,7,1,4,0,19,2,0,0.296,0.328,0.624,3.34,3.18,2011
村田　修一,横浜,0.253,144,592,530,134,20,70,0,44,12,103,0,19,0.321,0.423,0.744,4.43,4.48,2011
田中　浩康,ヤクルト,0.252,142,619,511,129,1,40,2,40,3,63,62,9,0.309,0.292,0.6,2.87,2.87,2011
福田　秀平,ソフトバンク,0.252,97,244,218,55,1,22,22,4,5,48,16,1,0.281,0.326,0.606,3.53,3.48,2011
矢野　謙次,巨人,0.252,53,116,107,27,1,11,2,4,1,20,3,3,0.283,0.346,0.629,3.01,2.96,2011
上本　博紀,阪神,0.25,67,131,108,27,3,13,8,14,0,27,7,0,0.331,0.398,0.729,4.71,4.82,2011
金　泰均,ロッテ,0.25,31,119,104,26,1,14,0,12,2,23,0,4,0.336,0.327,0.663,3.69,3.74,2011
石井　琢朗,広島,0.25,61,106,92,23,1,4,0,12,0,13,2,1,0.337,0.348,0.684,4.33,4.26,2011
熊代　聖人,西武,0.25,81,77,64,16,0,8,2,6,1,20,4,0,0.315,0.266,0.581,3.38,3.69,2011
前田　智徳,広島,0.25,52,51,44,11,0,13,0,5,1,8,0,2,0.333,0.318,0.652,3.48,3.6,2011
森田　一成,阪神,0.25,20,34,32,8,1,5,0,1,0,8,0,0,0.265,0.5,0.765,4.86,5.0,2011
田上　健一,阪神,0.25,6,17,16,4,0,0,1,1,0,5,0,0,0.294,0.25,0.544,3.12,3.15,2011
斉藤　彰吾,西武,0.25,36,9,8,2,0,1,6,1,0,2,0,0,0.333,0.25,0.583,3.78,4.12,2011
坪井　智哉,オリックス,0.25,3,8,8,2,0,1,0,0,0,2,0,0,0.25,0.375,0.625,3.3,2.97,2011
竹原　直隆,ロッテ,0.25,2,4,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,2.05,2.07,2011
ブランコ,中日,0.248,78,318,278,69,16,48,0,30,5,68,0,6,0.327,0.475,0.802,5.34,5.53,2011
ホワイトセル,ヤクルト,0.247,112,348,299,74,12,33,0,40,6,108,0,7,0.345,0.428,0.773,5.14,5.18,2011
山崎　浩司,オリックス,0.247,48,85,77,19,1,10,3,5,1,10,1,3,0.298,0.299,0.596,2.75,2.92,2011
亀井　義行,巨人,0.246,111,308,284,70,3,24,7,14,1,43,8,5,0.283,0.338,0.621,3.23,3.16,2011
高橋　由伸,巨人,0.246,95,301,256,63,15,37,0,40,4,64,1,9,0.357,0.473,0.829,5.54,5.54,2011
草野　大輔,楽天,0.246,92,291,252,62,2,14,3,24,11,34,3,5,0.337,0.302,0.638,3.75,3.75,2011
古城　茂幸,巨人,0.246,74,157,134,33,1,12,1,11,6,29,5,1,0.329,0.306,0.635,3.8,3.8,2011
鵜久森　淳志,日本ハム,0.246,42,64,61,15,2,6,0,2,0,17,0,1,0.266,0.393,0.659,3.19,3.37,2011
大引　啓次,オリックス,0.244,127,501,405,99,1,34,3,52,1,66,42,3,0.331,0.299,0.63,3.47,3.44,2011
相川　亮二,ヤクルト,0.244,126,458,409,100,1,33,0,30,4,62,11,13,0.3,0.291,0.591,2.74,2.76,2011
清田　育宏,ロッテ,0.244,78,262,238,58,3,25,2,15,3,63,3,2,0.293,0.37,0.663,3.78,3.77,2011
大島　洋平,中日,0.243,96,355,300,73,3,18,8,29,5,50,19,3,0.318,0.32,0.638,3.65,3.66,2011
大村　三郎,巨人,0.243,48,111,103,25,1,9,0,7,0,26,1,2,0.291,0.32,0.611,2.74,2.72,2011
斉藤　俊雄,オリックス,0.243,35,81,70,17,0,2,0,3,3,30,5,0,0.303,0.257,0.56,2.76,2.77,2011
小笠原　道大,巨人,0.242,83,314,281,68,5,20,1,27,4,66,0,4,0.315,0.338,0.653,3.65,3.72,2011
俊介,阪神,0.242,108,205,190,46,1,9,5,9,0,28,6,2,0.276,0.311,0.587,2.75,2.73,2011
星　孝典,西武,0.242,40,73,66,16,0,2,1,2,2,14,3,3,0.286,0.303,0.589,2.44,2.37,2011
新沼　慎二,横浜,0.242,45,70,62,15,1,6,0,5,1,18,2,1,0.309,0.323,0.631,3.38,3.33,2011
丸　佳浩,広島,0.241,131,495,435,105,9,50,9,44,6,105,9,2,0.319,0.359,0.678,4.07,4.09,2011
多村　仁志,ソフトバンク,0.241,100,356,323,78,4,36,1,29,3,66,0,11,0.309,0.328,0.637,3.22,3.22,2011
原　拓也,西武,0.241,104,348,270,65,0,12,0,22,3,43,51,5,0.303,0.289,0.592,2.69,2.68,2011
筒香　嘉智,横浜,0.241,40,160,145,35,8,22,1,13,1,51,0,4,0.306,0.476,0.782,4.82,4.87,2011
今浪　隆博,日本ハム,0.24,84,197,179,43,0,8,3,8,0,18,10,0,0.273,0.291,0.563,2.73,2.65,2011
藤井　淳志,中日,0.24,20,58,50,12,0,3,1,1,2,13,5,1,0.283,0.28,0.563,2.49,2.42,2011
中田　亮二,中日,0.239,26,50,46,11,0,2,1,2,1,12,1,3,0.286,0.261,0.547,1.82,1.8,2011
鶴岡　慎也,日本ハム,0.238,76,202,185,44,1,15,1,3,1,24,12,2,0.253,0.314,0.566,2.33,2.32,2011
稲田　直人,横浜,0.238,61,42,42,10,0,2,0,0,0,11,0,0,0.238,0.262,0.5,1.91,1.9,2011
北　篤,横浜,0.238,12,25,21,5,0,1,0,2,0,9,1,1,0.292,0.286,0.577,2.34,2.74,2011
中田　翔,日本ハム,0.237,143,572,527,125,18,91,4,31,6,133,0,12,0.283,0.408,0.691,3.84,3.96,2011
小谷野　栄一,日本ハム,0.237,129,525,473,112,5,47,1,35,4,90,6,17,0.291,0.317,0.608,2.79,2.91,2011
トレーシー,広島,0.235,40,164,149,35,1,19,0,11,2,34,0,7,0.293,0.336,0.628,2.85,2.88,2011
大和,阪神,0.235,47,62,51,12,0,6,5,3,0,6,5,0,0.263,0.294,0.557,2.92,3.44,2011
福田　永将,中日,0.235,12,17,17,4,2,2,0,0,0,7,0,1,0.235,0.588,0.824,4.06,4.4,2011
井端　弘和,中日,0.234,104,434,376,88,1,29,3,25,0,53,31,10,0.28,0.271,0.552,2.17,2.21,2011
金子　誠,日本ハム,0.234,98,279,256,60,3,20,0,11,0,49,12,5,0.266,0.305,0.571,2.38,2.39,2011
坂田　遼,西武,0.233,71,214,202,47,2,11,0,8,2,42,0,3,0.266,0.322,0.588,2.78,2.85,2011
森野　将彦,中日,0.232,142,595,508,118,10,45,0,64,5,89,13,9,0.321,0.329,0.65,3.71,3.83,2011
和田　一浩,中日,0.232,131,522,444,103,12,54,6,72,2,64,0,12,0.339,0.385,0.724,4.52,4.56,2011
秋山　翔吾,西武,0.232,110,313,284,66,1,21,8,15,6,63,8,1,0.285,0.317,0.602,3.04,3.02,2011
片岡　易之,西武,0.23,86,364,326,75,1,18,22,26,4,51,8,3,0.295,0.276,0.571,2.78,2.82,2011
山崎　武司,楽天,0.229,102,402,362,83,11,48,0,28,4,89,0,10,0.286,0.367,0.653,3.32,3.6,2011
バレンティン,ヤクルト,0.228,140,555,486,111,31,76,3,61,2,131,0,15,0.314,0.469,0.783,4.79,4.96,2011
鉄平,楽天,0.228,91,332,294,67,1,17,5,17,7,42,9,1,0.282,0.272,0.554,2.4,2.64,2011
根元　俊一,ロッテ,0.228,68,167,149,34,2,11,0,12,1,38,5,2,0.29,0.289,0.579,2.66,2.73,2011
大野　奨太,日本ハム,0.227,102,272,242,55,3,17,0,14,8,44,8,4,0.292,0.318,0.61,2.99,2.98,2011
野本　圭,中日,0.226,78,174,159,36,2,15,0,6,6,40,2,3,0.279,0.34,0.619,3.05,3.09,2011
カブレラ,ソフトバンク,0.225,89,340,311,70,10,35,0,25,2,94,0,11,0.285,0.363,0.649,3.14,3.23,2011
嶋　基宏,楽天,0.224,129,421,362,81,2,28,7,30,3,85,24,7,0.287,0.29,0.577,2.61,2.64,2011
横川　史学,楽天,0.224,94,216,196,44,4,18,1,13,3,41,2,2,0.28,0.327,0.607,3.06,3.21,2011
早坂　圭介,ロッテ,0.224,22,65,58,13,0,3,3,3,0,15,4,2,0.262,0.259,0.521,2.01,2.04,2011
福浦　和也,ロッテ,0.223,116,405,358,80,3,43,0,37,3,72,1,11,0.297,0.285,0.582,2.7,2.88,2011
藤井　彰人,阪神,0.223,99,298,265,59,2,15,1,16,1,48,16,10,0.27,0.287,0.556,2.03,2.01,2011
内藤　雄太,横浜,0.223,99,198,184,41,1,20,0,11,0,58,0,2,0.263,0.283,0.545,2.37,2.53,2011
岩本　貴裕,広島,0.223,60,193,179,40,3,15,0,8,0,43,3,4,0.253,0.324,0.577,2.36,2.56,2011
藤村　大介,巨人,0.222,119,407,352,78,0,15,28,20,2,74,30,3,0.265,0.241,0.507,2.16,2.27,2011
里崎　智也,ロッテ,0.222,109,397,338,75,5,25,0,40,3,91,12,7,0.306,0.296,0.602,2.99,3.18,2011
ホフパワー,日本ハム,0.222,122,373,329,73,12,36,0,38,0,99,0,7,0.298,0.374,0.671,3.61,3.85,2011
銀次,楽天,0.222,22,59,54,12,0,6,1,2,1,7,2,0,0.263,0.222,0.485,2.03,2.11,2011
加治前　竜一,巨人,0.222,6,9,9,2,0,0,0,0,0,3,0,0,0.222,0.222,0.444,1.25,1.35,2011
金本　知憲,阪神,0.218,122,372,348,76,12,31,1,24,0,53,0,5,0.269,0.359,0.628,3.16,3.22,2011
銀仁朗,西武,0.218,122,365,317,69,2,22,4,11,1,79,33,6,0.244,0.265,0.509,1.76,1.87,2011
岩崎　達郎,中日,0.218,51,91,78,17,0,3,0,7,0,13,6,1,0.282,0.282,0.564,2.37,2.36,2011
鶴岡　一成,巨人,0.218,34,63,55,12,0,1,0,4,1,9,3,0,0.283,0.236,0.52,2.35,2.35,2011
井手　正太郎,横浜,0.217,13,24,23,5,0,1,0,0,0,6,1,0,0.217,0.217,0.435,1.16,1.24,2011
武内　晋一,ヤクルト,0.216,73,118,102,22,2,11,0,9,1,27,4,2,0.281,0.353,0.634,3.15,3.37,2011
田上　秀則,ソフトバンク,0.216,14,38,37,8,1,4,0,1,0,18,0,0,0.237,0.351,0.588,2.72,2.77,2011
オーティズ,ソフトバンク,0.215,80,205,186,40,7,15,0,16,1,44,0,8,0.278,0.376,0.654,2.96,3.13,2011
梵　英心,広島,0.214,52,232,192,41,2,11,8,23,2,34,14,2,0.303,0.302,0.605,3.05,3.14,2011
城所　龍磨,ソフトバンク,0.214,108,30,28,6,0,4,10,1,1,7,0,0,0.267,0.286,0.552,2.57,2.7,2011
大松　尚逸,ロッテ,0.213,64,200,183,39,2,16,0,13,2,44,0,5,0.27,0.279,0.549,2.22,2.39,2011
松本　啓二朗,横浜,0.212,47,116,104,22,0,11,2,4,0,15,6,2,0.236,0.269,0.506,1.59,1.79,2011
松本　高明,広島,0.212,38,63,52,11,0,5,1,4,3,12,2,1,0.295,0.269,0.564,2.8,3.11,2011
平尾　博嗣,西武,0.211,56,86,76,16,1,19,0,7,1,19,0,0,0.279,0.303,0.582,3.05,3.29,2011
天谷　宗一郎,広島,0.21,100,187,167,35,1,12,8,14,3,33,3,2,0.283,0.299,0.582,2.92,2.94,2011
中村　紀洋,横浜,0.209,62,126,115,24,1,14,0,9,0,27,0,1,0.262,0.278,0.54,2.25,2.51,2011
堂上　直倫,中日,0.209,62,123,115,24,2,10,0,4,1,18,3,5,0.242,0.296,0.537,1.69,1.7,2011
田中　雅彦,ロッテ,0.209,30,72,67,14,0,2,0,3,0,16,2,1,0.243,0.269,0.512,1.82,1.79,2011
細山田　武史,横浜,0.208,84,157,130,27,1,11,0,8,5,54,13,1,0.278,0.254,0.532,2.22,2.35,2011
小宮山　慎二,阪神,0.208,38,56,53,11,0,1,0,0,1,15,1,2,0.218,0.245,0.463,1.0,1.2,2011
高濱　卓也,ロッテ,0.208,19,56,48,10,0,0,0,1,0,21,7,0,0.224,0.229,0.454,1.32,1.35,2011
一輝,横浜,0.207,49,59,58,12,0,6,0,0,0,21,1,2,0.207,0.293,0.5,1.24,1.21,2011
中東　直己,広島,0.206,64,34,34,7,0,1,3,0,0,4,0,0,0.206,0.235,0.441,0.27,0.45,2011
荒金　久雄,オリックス,0.205,38,92,83,17,2,8,0,8,1,24,0,0,0.283,0.337,0.62,3.39,3.44,2011
由田　慎太郎,オリックス,0.205,32,92,78,16,1,4,1,7,1,12,5,1,0.276,0.282,0.558,2.57,2.75,2011
竹原　直隆,オリックス,0.205,29,85,78,16,1,7,0,5,0,16,0,2,0.247,0.244,0.491,1.6,2.02,2011
藤本　敦士,ヤクルト,0.205,23,48,44,9,1,6,0,4,0,7,0,0,0.271,0.364,0.634,3.12,3.19,2011
鈴木　郁洋,オリックス,0.204,89,171,152,31,0,7,3,5,2,34,11,2,0.238,0.25,0.488,1.71,1.77,2011
梶本　勇介,オリックス,0.204,43,100,93,19,0,2,0,2,0,25,5,0,0.221,0.226,0.447,1.16,1.23,2011
佐伯　貴弘,中日,0.202,64,118,109,22,1,6,0,5,1,22,3,3,0.243,0.284,0.528,1.82,1.86,2011
フィールズ,巨人,0.202,40,116,109,22,2,9,0,4,2,32,0,2,0.241,0.312,0.553,2.19,2.36,2011
李　承ヨプ,オリックス,0.201,122,432,394,79,15,51,0,32,0,121,0,8,0.257,0.365,0.622,2.93,3.18,2011
石原　慶幸,広島,0.201,110,342,299,60,4,27,2,22,4,49,14,7,0.262,0.274,0.536,2.03,2.18,2011
細川　亨,ソフトバンク,0.201,97,264,219,44,1,20,1,7,2,55,34,1,0.23,0.256,0.486,1.65,1.76,2011
吉村　裕基,横浜,0.2,81,245,220,44,5,11,0,15,7,59,2,3,0.272,0.314,0.585,2.68,2.83,2011
工藤　隆人,ロッテ,0.2,53,112,100,20,0,5,3,4,3,21,5,0,0.252,0.25,0.502,2.03,2.08,2011
神戸　拓光,ロッテ,0.2,22,45,40,8,0,2,0,4,0,11,1,0,0.273,0.25,0.523,2.32,2.35,2011
迎　祐一郎,広島,0.2,13,17,15,3,0,2,0,1,0,2,1,2,0.25,0.267,0.517,0.52,0.47,2011
森本　学,ソフトバンク,0.2,15,5,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.77,0.88,2011
塩川　達也,楽天,0.2,4,5,5,1,0,0,0,0,0,3,0,0,0.2,0.2,0.4,0.65,0.81,2011
ライアル,巨人,0.198,33,101,96,19,0,4,0,4,1,31,0,2,0.238,0.24,0.477,1.24,1.3,2011
高山　久,西武,0.196,19,49,46,9,0,2,0,2,1,17,0,0,0.245,0.239,0.484,1.76,1.82,2011
ルイーズ,楽天,0.195,38,135,128,25,6,17,0,7,0,44,0,3,0.237,0.375,0.612,2.61,2.77,2011
中島　俊哉,楽天,0.194,43,82,72,14,2,6,1,2,1,13,7,0,0.227,0.319,0.546,2.29,2.37,2011
大島　裕行,西武,0.194,26,70,62,12,0,3,0,6,0,11,2,1,0.265,0.21,0.474,1.61,1.72,2011
