選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
マギー,巨人,0.285,132,547,499,142,21,84,2,41,1,92,0,12,0.336,0.467,0.803,5.52,5.50,2018
中村　奨吾,ロッテ,0.284,143,639,552,157,8,57,39,60,22,94,0,11,0.374,0.393,0.767,5.51,5.43,2018
伊志嶺　翔大,ロッテ,0.283,18,57,46,13,0,2,1,6,2,10,3,0,0.389,0.326,0.715,4.55,4.46,2018
明石　健志,ソフトバンク,0.282,45,115,103,29,1,12,2,11,1,21,0,0,0.357,0.417,0.774,5.80,5.53,2018
山川　穂高,西武,0.281,143,647,541,152,47,124,0,88,16,138,0,5,0.396,0.59,0.985,8.54,8.45,2018
重信　慎之介,巨人,0.281,60,185,167,47,2,13,6,11,0,38,6,1,0.324,0.419,0.743,4.67,4.56,2018
福留　孝介,阪神,0.28,123,499,414,116,14,72,2,73,5,90,0,10,0.389,0.454,0.843,6.48,6.47,2018
関根　大気,DeNA,0.28,29,26,25,7,0,3,2,0,0,6,1,0,0.28,0.44,0.72,3.48,3.30,2018
源田　壮亮,西武,0.278,143,666,594,165,4,57,34,48,4,101,14,7,0.333,0.374,0.707,4.67,4.60,2018
西川　遥輝,日本ハム,0.278,140,636,528,147,10,48,44,96,3,103,7,1,0.391,0.405,0.796,6.88,6.70,2018
曽根　海成,広島,0.278,11,22,18,5,0,2,1,2,1,9,1,0,0.381,0.389,0.77,6.04,5.86,2018
銀次,楽天,0.276,139,552,492,136,5,48,1,48,4,47,6,7,0.344,0.36,0.704,4.61,4.51,2018
今江　年晶,楽天,0.276,127,465,421,116,10,49,0,32,7,76,0,19,0.334,0.397,0.731,4.14,4.12,2018
ナバーロ,阪神,0.276,66,225,203,56,3,25,0,20,1,55,0,5,0.342,0.374,0.717,4.55,4.45,2018
森　友哉,西武,0.275,136,552,473,130,16,80,7,70,2,105,0,3,0.366,0.457,0.823,6.38,6.33,2018
藤井　亮太,ヤクルト,0.275,38,59,51,14,0,4,1,5,1,12,2,0,0.351,0.314,0.665,3.48,3.44,2018
大島　洋平,中日,0.274,141,645,588,161,7,57,21,47,4,80,1,2,0.329,0.367,0.697,4.61,4.59,2018
大田　泰示,日本ハム,0.274,104,429,383,105,14,59,3,38,7,103,0,11,0.35,0.462,0.812,5.40,5.30,2018
大山　悠輔,阪神,0.274,117,378,347,95,11,48,5,26,2,54,1,14,0.326,0.447,0.773,4.65,4.58,2018
伏見　寅威,オリックス,0.274,76,201,186,51,1,17,0,12,2,39,1,6,0.325,0.376,0.701,4.07,3.84,2018
岡田　雅利,西武,0.272,52,108,92,25,3,7,0,7,1,17,7,3,0.327,0.402,0.729,3.95,4.02,2018
上林　誠知,ソフトバンク,0.27,143,608,551,149,22,62,13,30,7,117,17,2,0.315,0.488,0.803,5.51,5.40,2018
塚田　正義,ソフトバンク,0.27,25,45,37,10,3,6,0,6,0,13,2,0,0.372,0.568,0.94,6.80,6.78,2018
ウィーラー,楽天,0.269,106,413,368,99,15,58,3,33,7,91,0,13,0.337,0.432,0.769,4.86,4.93,2018
アマダー,楽天,0.269,62,234,212,57,20,42,1,22,0,57,0,8,0.338,0.58,0.918,6.40,6.42,2018
バレンティン,ヤクルト,0.268,142,602,514,138,38,131,1,85,0,121,0,15,0.37,0.533,0.904,6.74,6.74,2018
川島　慶三,ソフトバンク,0.268,91,152,142,38,3,16,2,7,0,31,0,2,0.296,0.366,0.662,3.90,4.07,2018
梶谷　隆幸,DeNA,0.268,41,137,127,34,8,18,5,8,2,21,0,1,0.321,0.52,0.841,5.99,5.91,2018
荒木　雅博,中日,0.268,52,84,82,22,1,3,0,1,0,13,1,2,0.277,0.378,0.655,2.95,2.81,2018
メヒア,広島,0.268,22,44,41,11,3,7,1,2,1,12,0,2,0.318,0.537,0.855,4.96,4.99,2018
鈴木　大地,ロッテ,0.266,143,558,477,127,8,49,8,44,17,55,14,11,0.346,0.398,0.744,4.78,4.75,2018
今宮　健太,ソフトバンク,0.266,99,405,354,94,11,45,5,25,2,60,22,5,0.316,0.415,0.731,4.32,4.27,2018
藤田　一也,楽天,0.266,90,289,248,66,4,16,0,18,4,15,17,4,0.324,0.363,0.686,3.83,3.82,2018
中田　翔,日本ハム,0.265,140,599,540,143,25,106,0,43,3,81,0,24,0.316,0.463,0.778,4.59,4.77,2018
角中　勝也,ロッテ,0.265,112,470,411,109,7,57,3,48,5,63,0,9,0.345,0.382,0.727,4.69,4.71,2018
田中　和基,楽天,0.265,105,465,423,112,18,45,21,37,0,101,4,4,0.323,0.423,0.746,5.00,5.02,2018
中村　剛也,西武,0.265,97,392,355,94,28,74,1,33,2,112,0,11,0.329,0.546,0.876,5.97,6.04,2018
大城　卓三,巨人,0.265,83,202,185,49,4,17,0,15,0,46,2,3,0.32,0.395,0.715,4.33,4.14,2018
福田　周平,オリックス,0.264,113,345,295,78,1,15,16,31,3,33,16,2,0.34,0.329,0.669,4.00,3.93,2018
福田　秀平,ソフトバンク,0.263,110,128,118,31,7,15,6,4,2,35,4,6,0.298,0.492,0.79,4.43,4.42,2018
下水流　昂,広島,0.263,67,89,80,21,4,12,0,7,0,25,2,5,0.322,0.425,0.747,3.65,3.73,2018
田中　広輔,広島,0.262,143,675,572,150,10,60,32,75,17,118,6,6,0.362,0.383,0.745,5.22,5.23,2018
福田　永将,中日,0.261,133,487,440,115,13,63,0,37,5,119,0,13,0.322,0.405,0.727,4.38,4.42,2018
中島　卓也,日本ハム,0.261,132,449,391,102,1,23,29,35,0,88,22,4,0.321,0.312,0.633,3.81,3.75,2018
桑原　将志,DeNA,0.261,127,421,379,99,9,26,17,32,3,71,7,3,0.324,0.422,0.746,5.08,4.91,2018
木村　文紀,西武,0.26,75,120,104,27,3,12,7,10,1,33,5,0,0.33,0.413,0.744,4.83,4.77,2018
梅野　隆太郎,阪神,0.259,132,455,386,100,8,47,5,39,1,67,28,6,0.328,0.396,0.724,4.42,4.27,2018
川端　慎吾,ヤクルト,0.259,97,334,297,77,3,31,1,32,3,37,1,11,0.336,0.327,0.663,3.74,3.71,2018
本多　雄一,ソフトバンク,0.259,33,101,85,22,1,8,5,8,0,17,5,1,0.313,0.376,0.689,4.23,4.48,2018
板山　祐太郎,阪神,0.257,20,39,35,9,1,3,0,3,0,14,0,4,0.308,0.343,0.651,2.18,2.53,2018
栗山　巧,西武,0.256,114,363,305,78,8,52,1,52,3,78,0,5,0.366,0.4,0.766,5.52,5.51,2018
山本　泰寛,巨人,0.255,38,120,102,26,0,3,2,13,2,19,3,2,0.35,0.314,0.664,4.19,4.09,2018
高橋　周平,中日,0.254,128,477,433,110,11,69,0,30,3,89,8,9,0.305,0.4,0.704,4.09,4.06,2018
亀井　善行,巨人,0.254,123,461,422,107,13,49,4,36,2,70,0,6,0.315,0.393,0.708,4.47,4.43,2018
吉川　尚輝,巨人,0.253,92,355,316,80,4,29,11,19,5,61,13,5,0.304,0.361,0.665,3.71,3.68,2018
陽川　尚将,阪神,0.252,75,299,274,69,6,48,5,17,7,76,0,7,0.311,0.412,0.723,4.41,4.32,2018
神里　和毅,DeNA,0.251,86,273,247,62,5,21,15,19,3,68,4,4,0.312,0.393,0.705,3.95,3.89,2018
杉本　裕太郎,オリックス,0.25,7,14,12,3,2,8,0,1,1,3,0,0,0.357,0.833,1.19,10.39,10.35,2018
髙濱　卓也,ロッテ,0.25,10,12,12,3,0,0,0,0,0,2,0,0,0.25,0.25,0.5,2.00,2.01,2018
松田　宣浩,ソフトバンク,0.248,143,580,517,128,32,82,3,56,4,113,0,12,0.324,0.485,0.81,5.28,5.35,2018
畠山　和洋,ヤクルト,0.248,75,155,129,32,5,27,0,26,0,23,0,4,0.374,0.411,0.785,5.49,5.45,2018
炭谷　銀仁朗,西武,0.248,47,135,129,32,0,9,0,2,1,30,3,3,0.265,0.31,0.575,2.44,2.31,2018
茂木　栄五郎,楽天,0.247,100,413,361,89,7,24,12,42,2,83,7,3,0.328,0.349,0.677,4.22,4.24,2018
阿部　慎之助,巨人,0.247,95,223,198,49,11,46,0,21,2,55,1,6,0.324,0.444,0.769,4.76,4.84,2018
伊藤　隼太,阪神,0.247,96,172,150,37,1,13,0,20,0,41,2,1,0.335,0.34,0.675,4.29,4.21,2018
西巻　賢二,楽天,0.247,25,82,77,19,0,3,0,3,0,18,2,1,0.275,0.286,0.561,2.51,2.45,2018
若月　健矢,オリックス,0.245,114,302,269,66,1,27,1,7,2,80,23,6,0.269,0.305,0.574,2.39,2.36,2018
陽　岱鋼,巨人,0.245,87,276,253,62,10,37,2,17,2,72,3,7,0.297,0.427,0.724,3.99,4.02,2018
大和,DeNA,0.244,113,435,394,96,2,27,10,24,5,73,9,0,0.293,0.335,0.628,3.48,3.46,2018
ゲレーロ,巨人,0.244,82,323,287,70,15,40,2,29,6,62,0,8,0.325,0.46,0.785,4.86,4.90,2018
鶴岡　慎也,日本ハム,0.243,101,260,239,58,2,22,1,14,3,45,4,5,0.293,0.305,0.598,2.88,2.85,2018
西浦　直亨,ヤクルト,0.242,138,550,479,116,10,55,1,40,8,88,20,10,0.309,0.363,0.673,3.67,3.67,2018
バティスタ,広島,0.242,99,302,273,66,25,55,0,26,1,81,0,6,0.308,0.546,0.854,5.57,5.75,2018
ロサリオ,阪神,0.242,75,302,281,68,8,40,0,17,1,71,0,12,0.285,0.374,0.658,3.09,3.20,2018
内川　聖一,ソフトバンク,0.242,71,296,281,68,8,30,1,9,3,32,0,6,0.27,0.367,0.637,3.19,3.31,2018
渡邉　諒,日本ハム,0.242,60,183,161,39,7,14,1,11,2,43,8,7,0.297,0.416,0.713,3.64,3.72,2018
田中　俊太,巨人,0.241,99,261,228,55,2,12,6,23,0,41,10,7,0.311,0.32,0.631,3.32,3.29,2018
藤井　淳志,中日,0.241,96,162,145,35,3,30,0,12,0,36,0,1,0.29,0.359,0.649,3.73,4.04,2018
斉藤　彰吾,西武,0.241,59,104,87,21,1,8,4,8,4,28,4,2,0.33,0.333,0.663,3.83,3.89,2018
田村　龍弘,ロッテ,0.239,143,476,415,99,3,35,3,40,3,68,16,13,0.309,0.328,0.636,3.14,3.15,2018
淺間　大基,日本ハム,0.239,31,99,88,21,3,7,1,10,1,18,0,2,0.323,0.409,0.732,4.41,4.37,2018
白崎　浩之,オリックス,0.239,30,73,67,16,1,9,0,3,2,20,0,1,0.288,0.358,0.646,3.50,3.56,2018
デスパイネ,ソフトバンク,0.238,116,469,407,97,29,74,0,55,4,93,0,13,0.333,0.494,0.826,5.42,5.55,2018
宮﨑　祐樹,オリックス,0.238,33,102,84,20,3,8,1,14,3,22,1,2,0.366,0.381,0.747,5.13,5.16,2018
ロメロ,オリックス,0.237,119,501,443,105,25,63,7,42,10,114,0,10,0.313,0.451,0.765,4.80,4.99,2018
安部　友裕,広島,0.236,72,252,220,52,4,24,7,21,2,60,7,1,0.306,0.377,0.683,4.22,4.21,2018
京田　陽太,中日,0.235,143,632,578,136,4,44,20,19,6,111,26,12,0.266,0.306,0.572,2.40,2.45,2018
三木　亮,ロッテ,0.235,66,41,34,8,0,4,3,1,1,8,5,2,0.278,0.265,0.542,2.09,2.05,2018
矢野　謙次,日本ハム,0.235,19,19,17,4,0,1,0,1,1,4,0,0,0.316,0.235,0.551,2.97,3.07,2018
菊池　涼介,広島,0.233,139,642,557,130,13,60,10,51,3,111,30,5,0.301,0.355,0.656,3.70,3.68,2018
レアード,日本ハム,0.233,120,505,450,105,26,65,0,44,7,124,0,10,0.309,0.447,0.756,4.60,4.76,2018
ペゲーロ,楽天,0.233,88,348,309,72,17,44,1,36,2,120,0,8,0.316,0.427,0.743,4.49,4.56,2018
宗　佑磨,オリックス,0.233,74,289,266,62,5,22,3,15,3,53,4,1,0.281,0.372,0.653,3.61,3.59,2018
鳥谷　敬,阪神,0.232,121,261,220,51,1,22,1,34,1,37,3,6,0.333,0.295,0.629,3.46,3.54,2018
倉本　寿彦,DeNA,0.232,85,235,228,53,1,14,1,6,0,51,0,5,0.251,0.276,0.527,1.85,1.91,2018
山﨑　剛,楽天,0.232,33,84,82,19,0,7,4,1,0,13,1,2,0.241,0.341,0.582,2.51,2.44,2018
大城　滉二,オリックス,0.231,128,428,377,87,4,28,15,28,3,77,20,8,0.289,0.31,0.6,2.70,2.71,2018
加藤　翔平,ロッテ,0.231,69,132,121,28,0,9,7,5,1,25,4,3,0.266,0.314,0.58,2.83,2.82,2018
杉谷　拳士,日本ハム,0.231,70,130,104,24,3,9,4,12,6,20,6,2,0.339,0.356,0.694,4.11,4.34,2018
立岡　宗一郎,巨人,0.231,42,60,52,12,0,5,4,7,1,11,0,2,0.333,0.231,0.564,3.15,3.22,2018
熊谷　敬宥,阪神,0.231,19,18,13,3,0,2,3,2,0,3,3,1,0.333,0.231,0.564,2.12,2.21,2018
藤岡　裕大,ロッテ,0.23,143,611,535,123,5,42,14,44,5,97,26,9,0.294,0.305,0.599,2.73,2.77,2018
中谷　将大,阪神,0.23,77,246,222,51,5,26,0,17,2,65,1,5,0.287,0.342,0.629,3.11,3.27,2018
佐野　恵太,DeNA,0.23,73,130,126,29,5,14,1,3,0,26,0,3,0.246,0.381,0.627,2.94,3.10,2018
石川　雄洋,DeNA,0.23,41,91,74,17,0,7,5,11,0,19,4,1,0.322,0.243,0.565,2.74,3.08,2018
松井　雅人,中日,0.229,92,260,218,50,2,22,0,30,2,51,7,5,0.324,0.298,0.622,3.36,3.40,2018
中川　大志,DeNA,0.228,47,62,57,13,2,7,0,5,0,21,0,3,0.29,0.404,0.694,3.30,3.29,2018
清田　育宏,ロッテ,0.226,96,303,261,59,2,27,2,32,0,63,6,8,0.306,0.295,0.601,2.84,2.98,2018
Ｔ－岡田,オリックス,0.225,97,333,298,67,13,43,2,31,2,82,0,9,0.3,0.393,0.693,3.71,3.83,2018
俊介,阪神,0.224,87,200,183,41,2,21,1,11,0,29,6,4,0.268,0.295,0.563,2.41,2.43,2018
上田　剛史,ヤクルト,0.224,102,101,85,19,1,7,2,8,1,12,7,1,0.298,0.318,0.616,3.09,3.06,2018
金子　侑司,西武,0.223,111,356,310,69,1,34,32,34,3,53,6,5,0.303,0.274,0.577,2.97,3.13,2018
アルシア,日本ハム,0.222,89,324,284,63,14,43,0,30,9,92,0,6,0.315,0.405,0.72,4.19,4.34,2018
松本　剛,日本ハム,0.222,54,139,126,28,1,9,2,6,1,14,5,5,0.261,0.302,0.563,2.08,2.16,2018
山下　幸輝,DeNA,0.222,21,65,63,14,1,3,1,0,0,13,2,1,0.222,0.302,0.524,1.92,1.95,2018
谷内　亮太,ヤクルト,0.222,36,46,45,10,0,7,0,0,0,9,0,1,0.217,0.289,0.506,1.62,1.78,2018
山崎　憲晴,阪神,0.222,32,22,18,4,0,2,0,1,0,4,3,0,0.263,0.278,0.541,2.27,2.21,2018
細川　成也,DeNA,0.222,11,22,18,4,1,2,0,3,1,11,0,0,0.364,0.444,0.808,6.06,6.11,2018
武田　健吾,オリックス,0.221,69,107,95,21,1,12,0,2,2,20,5,2,0.245,0.316,0.561,2.26,2.56,2018
石川　亮,日本ハム,0.22,32,57,50,11,0,3,0,4,1,16,2,1,0.291,0.28,0.571,2.57,2.53,2018
宮本　丈,ヤクルト,0.22,26,48,41,9,0,6,0,5,0,11,1,1,0.298,0.244,0.542,2.39,2.69,2018
奥村　展征,ヤクルト,0.22,32,46,41,9,1,4,0,3,0,10,1,0,0.267,0.317,0.584,2.94,3.28,2018
安達　了一,オリックス,0.219,140,514,465,102,3,41,20,25,3,64,16,8,0.261,0.277,0.538,2.30,2.44,2018
小林　誠司,巨人,0.219,119,313,265,58,2,26,0,27,4,58,16,8,0.3,0.275,0.575,2.54,2.55,2018
柴田　竜拓,DeNA,0.219,113,265,224,49,3,13,2,30,5,45,6,3,0.324,0.286,0.61,3.36,3.42,2018
新井　貴浩,広島,0.219,63,132,114,25,4,24,0,14,0,26,0,4,0.295,0.368,0.664,3.45,3.87,2018
荒木　貴裕,ヤクルト,0.218,62,109,87,19,3,21,3,13,4,27,3,2,0.34,0.356,0.696,4.41,4.71,2018
阿部　寿樹,中日,0.217,18,26,23,5,0,4,0,3,0,3,0,1,0.308,0.348,0.656,3.28,3.08,2018
堂林　翔太,広島,0.216,63,60,51,11,0,5,0,2,0,14,7,1,0.245,0.314,0.559,1.85,1.80,2018
後藤　駿太,オリックス,0.216,33,43,37,8,0,4,2,3,2,12,1,0,0.31,0.216,0.526,2.53,2.67,2018
清水　優心,日本ハム,0.215,86,242,200,43,7,21,0,18,3,51,20,4,0.288,0.355,0.643,3.06,3.19,2018
磯村　嘉孝,広島,0.215,37,91,79,17,1,4,0,6,1,12,5,4,0.279,0.278,0.558,1.96,1.98,2018
岡田　幸文,ロッテ,0.214,55,18,14,3,0,0,5,2,0,2,2,1,0.313,0.214,0.527,-0.17,0.26,2018
甲斐　拓也,ソフトバンク,0.213,133,363,314,67,7,37,2,26,0,79,23,6,0.274,0.328,0.602,2.71,2.75,2018
平沢　大河,ロッテ,0.213,112,353,291,62,5,32,8,48,3,82,8,1,0.328,0.33,0.657,4.09,4.22,2018
エルドレッド,広島,0.213,38,94,80,17,5,14,0,11,3,19,0,3,0.33,0.513,0.842,5.38,5.32,2018
堂上　直倫,中日,0.213,74,56,47,10,0,6,0,3,2,9,2,2,0.278,0.213,0.491,1.62,2.12,2018
メヒア,西武,0.212,82,234,212,45,9,21,0,18,3,62,0,3,0.282,0.373,0.655,3.51,3.69,2018
中村　悠平,ヤクルト,0.211,123,401,341,72,5,26,2,31,5,39,22,7,0.285,0.287,0.572,2.61,2.71,2018
西田　哲朗,ソフトバンク,0.211,72,113,109,23,4,16,3,1,0,37,2,1,0.216,0.349,0.565,2.44,2.65,2018
福浦　和也,ロッテ,0.21,82,196,181,38,1,11,0,10,2,34,0,4,0.256,0.249,0.505,1.80,1.98,2018
小谷野　栄一,オリックス,0.209,70,258,230,48,1,17,0,22,2,41,4,4,0.283,0.261,0.544,2.38,2.41,2018
廣岡　大志,ヤクルト,0.209,45,125,115,24,2,10,0,5,0,36,4,2,0.24,0.313,0.553,2.15,2.26,2018
渡辺　直人,楽天,0.208,69,111,96,20,2,12,0,11,2,19,2,1,0.303,0.365,0.667,3.82,3.86,2018
横尾　俊建,日本ハム,0.207,74,210,193,40,9,24,0,9,4,45,2,5,0.255,0.358,0.612,2.65,2.96,2018
山崎　勝己,オリックス,0.207,81,104,92,19,0,5,0,4,0,21,8,2,0.24,0.25,0.49,1.36,1.37,2018
嶋　基宏,楽天,0.206,113,361,315,65,0,21,2,30,1,89,15,3,0.277,0.251,0.528,2.14,2.17,2018
楠本　泰史,DeNA,0.205,56,82,73,15,0,2,2,6,3,19,0,0,0.293,0.247,0.539,2.62,2.70,2018
岡　大海,ロッテ,0.204,51,166,142,29,3,13,7,15,5,30,2,3,0.299,0.303,0.602,3.10,3.35,2018
乙坂　智,DeNA,0.204,73,109,93,19,0,7,3,12,0,22,2,0,0.29,0.226,0.516,2.18,2.50,2018
マレーロ,オリックス,0.201,68,245,219,44,11,26,1,24,1,68,0,5,0.282,0.416,0.697,3.79,3.94,2018
清宮　幸太郎,日本ハム,0.2,53,180,160,32,7,18,0,16,3,60,0,1,0.283,0.381,0.665,3.72,3.91,2018
島田　海吏,阪神,0.2,12,37,35,7,0,1,0,1,0,7,1,0,0.222,0.286,0.508,1.51,1.57,2018
石原　彪,楽天,0.2,4,5,5,1,0,0,1,0,0,2,0,0,0.2,0.2,0.4,1.96,2.03,2018
内田　靖人,楽天,0.198,58,193,177,35,12,25,0,14,1,66,0,4,0.259,0.435,0.694,3.46,3.73,2018
オコエ　瑠偉,楽天,0.198,44,117,111,22,2,6,2,2,1,23,3,3,0.219,0.333,0.553,1.66,1.71,2018
山下　斐紹,楽天,0.198,43,104,96,19,2,9,0,5,0,22,1,2,0.233,0.292,0.525,1.88,2.20,2018
大野　奨太,中日,0.197,63,167,137,27,2,10,0,20,1,31,9,2,0.304,0.299,0.603,3.03,3.07,2018
伊藤　光,DeNA,0.195,47,151,128,25,1,11,1,18,3,29,0,5,0.305,0.258,0.562,2.40,2.66,2018
聖澤　諒,楽天,0.194,27,69,62,12,0,2,1,4,1,18,2,1,0.254,0.21,0.463,1.51,1.61,2018
太田　賢吾,日本ハム,0.194,54,41,36,7,0,5,0,2,0,11,3,1,0.237,0.306,0.542,1.84,1.89,2018
西村　凌,オリックス,0.193,31,93,88,17,2,8,2,3,0,27,1,1,0.217,0.307,0.524,2.01,2.21,2018
植田　海,阪神,0.192,104,243,198,38,0,1,19,25,2,55,18,5,0.289,0.197,0.486,2.10,2.22,2018
