選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
マレーロ,オリックス,0.29,82,319,283,82,20,50,1,29,5,84,0,6,0.364,0.562,0.925,7.2,7.11,2017
亀澤　恭平,中日,0.287,98,290,254,73,2,13,6,13,3,30,18,1,0.327,0.331,0.658,3.72,3.72,2017
中島　宏之,オリックス,0.285,124,489,431,123,9,49,0,46,7,93,0,11,0.36,0.392,0.752,5.14,5.12,2017
筒香　嘉智,DeNA,0.284,139,601,503,143,28,94,1,93,2,115,0,7,0.396,0.513,0.909,7.59,7.45,2017
上本　博紀,阪神,0.284,125,488,409,116,9,38,16,50,4,71,23,7,0.366,0.403,0.769,5.47,5.34,2017
ペゲーロ,楽天,0.281,120,517,463,130,26,75,3,50,4,139,0,16,0.356,0.49,0.846,5.83,5.75,2017
大和,阪神,0.28,100,252,232,65,1,16,2,18,0,37,1,5,0.331,0.319,0.65,3.62,3.59,2017
水口　大地,西武,0.28,56,51,50,14,0,4,5,1,0,6,0,1,0.294,0.34,0.634,2.69,2.61,2017
ゲレーロ,中日,0.279,130,510,469,131,35,86,1,24,15,98,0,13,0.333,0.563,0.896,6.38,6.35,2017
明石　健志,ソフトバンク,0.279,103,339,290,81,1,23,5,30,1,57,15,3,0.346,0.345,0.691,4.14,4.12,2017
植田　海,阪神,0.278,13,22,18,5,0,0,1,1,0,6,3,0,0.316,0.278,0.594,2.54,2.54,2017
小谷野　栄一,オリックス,0.277,130,506,470,130,6,47,0,28,3,60,3,13,0.32,0.349,0.669,3.81,3.75,2017
松井　佑介,中日,0.277,56,129,119,33,4,18,0,6,3,38,1,2,0.328,0.437,0.765,5.04,4.86,2017
モレル,オリックス,0.276,38,110,98,27,1,11,0,12,0,28,0,3,0.355,0.388,0.742,4.43,4.23,2017
黒羽根　利規,日本ハム,0.276,19,30,29,8,0,1,0,0,0,6,1,0,0.276,0.345,0.621,3.35,3.12,2017
會澤　翼,広島,0.275,106,329,287,79,6,35,0,22,7,45,10,12,0.339,0.39,0.729,4.23,4.19,2017
中村　奨吾,ロッテ,0.275,85,312,280,77,9,32,11,20,6,63,5,5,0.336,0.432,0.768,5.15,5.05,2017
西川　龍馬,広島,0.275,95,220,204,56,5,27,4,10,1,35,3,4,0.309,0.417,0.725,4.46,4.43,2017
松本　剛,日本ハム,0.274,115,448,402,110,5,33,6,21,3,61,21,7,0.314,0.353,0.667,3.72,3.62,2017
ロメロ,オリックス,0.274,103,424,390,107,26,66,2,27,6,98,0,12,0.33,0.508,0.838,5.6,5.61,2017
吉川　尚輝,巨人,0.273,5,12,11,3,0,0,1,0,0,2,1,0,0.273,0.273,0.545,3.03,2.94,2017
金子　侑司,西武,0.272,90,320,283,77,5,34,25,27,1,49,5,5,0.333,0.399,0.733,4.78,4.78,2017
菊池　涼介,広島,0.271,138,629,565,153,14,56,8,32,1,107,30,9,0.311,0.405,0.716,4.1,4.01,2017
ウィーラー,楽天,0.271,142,605,542,147,31,82,7,50,10,98,0,14,0.342,0.493,0.835,5.79,5.76,2017
福田　永将,中日,0.271,95,326,299,81,18,49,0,21,5,70,0,4,0.328,0.515,0.843,5.95,5.89,2017
源田　壮亮,西武,0.27,143,647,575,155,3,57,37,36,6,100,26,5,0.317,0.351,0.669,4.08,4.03,2017
中村　晃,ソフトバンク,0.27,143,600,511,138,6,42,3,67,3,57,14,5,0.355,0.35,0.705,4.63,4.65,2017
宮﨑　祐樹,オリックス,0.27,52,146,137,37,2,13,0,6,1,32,1,0,0.303,0.394,0.698,4.32,4.25,2017
桑原　将志,DeNA,0.269,143,664,598,161,13,52,10,45,11,116,10,8,0.332,0.415,0.747,4.68,4.54,2017
角中　勝也,ロッテ,0.269,110,452,383,103,8,44,6,62,4,44,1,6,0.375,0.397,0.772,5.76,5.66,2017
阿部　寿樹,中日,0.268,21,46,41,11,0,2,1,4,0,13,1,0,0.333,0.293,0.626,3.99,3.92,2017
橋本　到,巨人,0.267,78,139,120,32,1,6,3,11,1,30,6,2,0.331,0.367,0.697,4.07,4.01,2017
今浪　隆博,ヤクルト,0.267,7,17,15,4,0,2,0,1,0,0,1,0,0.313,0.467,0.779,5.17,4.84,2017
Ｔ－岡田,オリックス,0.266,143,593,504,134,31,68,2,83,5,141,0,10,0.374,0.488,0.862,6.55,6.53,2017
加藤　翔平,ロッテ,0.266,98,292,271,72,5,27,7,6,1,44,12,2,0.282,0.402,0.684,3.81,3.78,2017
島内　宏明,楽天,0.265,143,577,494,131,14,47,3,64,4,67,12,8,0.352,0.391,0.743,4.82,4.86,2017
藤井　淳志,中日,0.265,128,408,374,99,6,42,5,24,2,96,6,6,0.311,0.377,0.688,3.86,3.82,2017
エルドレッド,広島,0.265,116,405,344,91,27,78,0,50,8,111,0,8,0.368,0.532,0.9,6.8,6.9,2017
今宮　健太,ソフトバンク,0.264,141,623,526,139,14,64,15,38,4,93,52,12,0.317,0.422,0.739,4.26,4.2,2017
京田　陽太,中日,0.264,141,602,564,149,4,36,23,18,9,105,10,5,0.297,0.355,0.652,3.58,3.5,2017
松田　宣浩,ソフトバンク,0.264,143,577,531,140,24,71,5,43,1,128,0,16,0.319,0.458,0.777,4.84,4.84,2017
荻野　貴司,ロッテ,0.264,103,394,356,94,5,24,26,25,2,44,10,6,0.315,0.374,0.689,4.4,4.27,2017
陽　岱鋼,巨人,0.264,87,381,330,87,9,33,4,41,7,80,2,6,0.356,0.406,0.762,5.24,5.16,2017
川島　慶三,ソフトバンク,0.264,81,137,110,29,5,13,2,18,2,24,6,1,0.374,0.464,0.838,5.94,5.94,2017
福留　孝介,阪神,0.263,127,526,441,116,18,79,1,77,3,92,1,17,0.373,0.444,0.818,5.61,5.63,2017
デスパイネ,ソフトバンク,0.262,136,545,478,125,35,103,3,59,5,119,0,14,0.347,0.513,0.859,6.01,6.09,2017
倉本　寿彦,DeNA,0.262,143,539,507,133,2,50,3,18,4,102,9,10,0.292,0.331,0.624,3.2,3.08,2017
阿部　慎之助,巨人,0.262,129,512,455,119,15,76,0,41,8,67,1,13,0.329,0.389,0.718,4.35,4.51,2017
村田　修一,巨人,0.262,118,424,381,100,14,58,0,34,6,63,1,15,0.331,0.423,0.754,4.56,4.55,2017
長野　久義,巨人,0.261,134,516,463,121,16,46,6,46,5,98,1,17,0.334,0.421,0.755,4.72,4.66,2017
伊藤　隼太,阪神,0.261,73,73,69,18,2,9,0,4,0,16,0,1,0.301,0.377,0.678,3.7,3.7,2017
鈴木　大地,ロッテ,0.26,143,588,508,132,11,52,6,55,18,85,3,7,0.35,0.398,0.748,5.06,5.04,2017
上林　誠知,ソフトバンク,0.26,134,453,415,108,13,51,12,24,2,96,10,3,0.302,0.434,0.736,4.28,4.25,2017
岡島　豪郎,楽天,0.26,111,400,342,89,3,32,3,41,2,65,10,6,0.338,0.354,0.692,4.26,4.32,2017
糸原　健斗,阪神,0.259,66,193,162,42,1,24,1,23,3,26,5,1,0.362,0.358,0.72,5.05,4.85,2017
外崎　修汰,西武,0.258,135,489,438,113,10,48,23,33,5,109,10,4,0.315,0.39,0.706,4.6,4.57,2017
大田　泰示,日本ハム,0.258,118,457,427,110,15,46,5,28,0,88,0,14,0.302,0.417,0.719,4.06,4.06,2017
藤井　亮太,ヤクルト,0.257,97,309,292,75,2,12,5,9,1,56,6,6,0.281,0.288,0.568,2.48,2.53,2017
バティスタ,広島,0.256,61,143,125,32,11,26,0,15,1,44,0,3,0.336,0.56,0.896,6.33,6.55,2017
バレンティン,ヤクルト,0.254,125,519,445,113,32,80,0,70,3,112,0,18,0.358,0.506,0.864,5.88,5.95,2017
栗山　巧,西武,0.252,116,374,333,84,9,46,0,27,3,64,4,10,0.308,0.372,0.68,3.76,3.97,2017
田中　賢介,日本ハム,0.252,107,349,314,79,2,18,11,35,0,36,0,4,0.327,0.296,0.623,3.66,3.65,2017
藤田　一也,楽天,0.252,102,315,270,68,3,33,2,16,1,21,25,8,0.293,0.333,0.626,2.95,2.98,2017
ロジャース,阪神,0.252,40,140,123,31,5,23,0,15,0,26,0,6,0.329,0.431,0.759,4.43,4.55,2017
炭谷　銀仁朗,西武,0.251,104,310,267,67,5,30,2,8,8,45,23,6,0.289,0.348,0.638,3.12,3.22,2017
亀井　善行,巨人,0.251,109,277,247,62,6,47,1,27,1,38,0,4,0.325,0.389,0.714,4.56,4.53,2017
ビシエド,中日,0.25,87,367,332,83,18,49,4,29,5,52,0,10,0.319,0.452,0.771,4.87,4.93,2017
髙山　俊,阪神,0.25,103,353,328,82,6,24,6,21,3,77,0,3,0.3,0.369,0.669,3.9,3.88,2017
聖澤　諒,楽天,0.25,111,252,232,58,1,21,2,13,4,50,2,2,0.3,0.341,0.641,3.62,3.54,2017
サントス,ロッテ,0.25,66,193,180,45,3,8,5,7,1,46,5,2,0.282,0.356,0.637,3.16,3.11,2017
今江　年晶,楽天,0.25,51,135,128,32,1,10,0,6,0,26,1,3,0.284,0.344,0.627,3.12,3.01,2017
脇谷　亮太,巨人,0.25,52,68,64,16,0,0,0,3,0,14,1,2,0.284,0.25,0.534,2.03,2.06,2017
エリアン,DeNA,0.25,25,62,56,14,1,1,0,6,0,22,0,2,0.323,0.321,0.644,3.34,3.38,2017
髙城　俊人,DeNA,0.25,29,61,56,14,0,4,0,3,0,15,2,1,0.288,0.357,0.645,3.05,3.01,2017
辻　東倫,巨人,0.25,18,36,32,8,0,1,1,4,0,7,0,1,0.333,0.25,0.583,3.15,3.19,2017
廣岡　大志,ヤクルト,0.25,11,31,28,7,0,1,0,2,1,11,0,1,0.323,0.286,0.608,2.98,2.93,2017
友永　翔太,中日,0.25,5,17,16,4,0,2,0,0,1,4,0,0,0.294,0.375,0.669,2.97,2.8,2017
松本　啓二朗,DeNA,0.25,13,14,12,3,0,0,0,0,2,2,0,0,0.357,0.25,0.607,3.98,4.05,2017
坂倉　将吾,広島,0.25,3,4,4,1,0,2,0,0,0,0,0,0,0.25,0.25,0.5,2.05,2.07,2017
今井　順之助,日本ハム,0.25,1,4,4,1,0,1,0,0,0,1,0,0,0.25,0.25,0.5,1.97,1.98,2017
荒木　雅博,中日,0.249,85,267,249,62,0,8,5,13,0,41,5,8,0.286,0.281,0.567,2.51,2.47,2017
中井　大介,巨人,0.249,90,254,229,57,5,15,2,19,1,44,4,5,0.308,0.376,0.684,3.87,3.85,2017
田村　龍弘,ロッテ,0.248,132,359,311,77,3,36,4,26,1,68,17,7,0.304,0.334,0.638,3.28,3.36,2017
嶺井　博希,DeNA,0.248,52,135,121,30,3,12,0,4,6,35,4,3,0.305,0.364,0.669,3.58,3.58,2017
坂本　誠志郎,阪神,0.248,42,132,113,28,2,17,0,15,1,32,3,1,0.341,0.345,0.686,4.37,4.3,2017
山田　哲人,ヤクルト,0.247,143,624,526,130,24,78,14,91,6,132,0,15,0.364,0.435,0.799,5.57,5.57,2017
大城　滉二,オリックス,0.246,122,400,345,85,2,21,7,16,3,59,35,6,0.285,0.299,0.583,2.59,2.58,2017
石川　雄洋,DeNA,0.246,63,192,167,41,2,11,1,12,4,41,6,4,0.306,0.323,0.63,3.21,3.36,2017
平田　良介,中日,0.244,66,270,238,58,6,29,4,29,1,60,0,4,0.326,0.395,0.721,4.68,4.69,2017
井口　資仁,ロッテ,0.244,65,144,123,30,2,15,0,19,0,27,0,4,0.34,0.35,0.69,4.12,4.22,2017
森野　将彦,中日,0.244,22,48,41,10,0,1,0,5,0,3,2,1,0.326,0.293,0.619,2.91,2.87,2017
梶谷　隆幸,DeNA,0.243,137,578,511,124,21,60,21,62,3,157,0,10,0.327,0.427,0.754,5.0,5.0,2017
中村　悠平,ヤクルト,0.243,127,486,419,102,4,34,2,42,10,65,11,14,0.324,0.325,0.649,3.46,3.53,2017
三好　匠,楽天,0.243,56,115,103,25,1,9,0,7,0,27,4,1,0.288,0.359,0.648,3.34,3.3,2017
ペーニャ,ロッテ,0.242,70,252,219,53,15,38,0,26,5,72,0,8,0.333,0.511,0.845,5.5,5.6,2017
石川　慎吾,巨人,0.242,99,251,236,57,5,20,2,13,2,51,0,8,0.287,0.381,0.668,3.45,3.38,2017
山崎　晃大朗,ヤクルト,0.242,59,246,219,53,1,13,6,18,0,44,9,3,0.3,0.32,0.619,3.04,2.99,2017
三木　亮,ロッテ,0.242,85,229,207,50,2,19,0,8,3,55,9,1,0.277,0.314,0.591,2.87,2.93,2017
中谷　将大,阪神,0.241,133,455,411,99,20,61,2,36,5,96,0,5,0.308,0.443,0.751,4.78,4.85,2017
メヒア,西武,0.241,113,388,345,83,19,53,1,37,4,100,0,7,0.32,0.458,0.778,5.03,5.1,2017
川﨑　宗則,ソフトバンク,0.241,42,156,137,33,0,4,0,11,3,37,4,0,0.309,0.314,0.623,3.35,3.33,2017
駿太,オリックス,0.24,129,329,296,71,2,27,4,15,1,76,13,3,0.275,0.361,0.637,3.21,3.25,2017
寺内　崇幸,巨人,0.24,83,34,25,6,1,6,1,3,1,8,5,0,0.345,0.56,0.905,6.02,5.75,2017
横尾　俊建,日本ハム,0.239,50,149,134,32,7,20,0,11,3,45,0,2,0.309,0.418,0.727,4.47,4.65,2017
奥村　展征,ヤクルト,0.239,44,125,113,27,0,5,1,9,1,33,1,3,0.298,0.274,0.573,2.54,2.62,2017
肘井　竜蔵,ロッテ,0.238,16,21,21,5,0,0,0,0,0,12,0,0,0.238,0.286,0.524,2.06,1.99,2017
アマダー,楽天,0.237,121,460,417,99,23,65,0,39,2,102,0,18,0.304,0.424,0.729,3.92,4.09,2017
大山　悠輔,阪神,0.237,75,221,198,47,7,38,2,18,3,41,1,4,0.309,0.414,0.723,4.24,4.28,2017
渡辺　直人,西武,0.235,32,79,68,16,0,3,0,7,0,14,4,2,0.307,0.338,0.645,3.24,3.05,2017
工藤　隆人,中日,0.235,82,58,51,12,0,0,3,3,0,13,4,1,0.278,0.255,0.533,2.17,2.13,2017
磯村　嘉孝,広島,0.235,21,39,34,8,2,3,0,3,1,8,1,1,0.316,0.471,0.786,4.75,4.77,2017
永江　恭平,西武,0.235,25,19,17,4,1,4,0,0,0,5,2,0,0.235,0.471,0.706,3.63,3.65,2017
西野　真弘,オリックス,0.234,100,331,282,66,2,21,8,24,6,46,16,4,0.305,0.309,0.613,3.16,3.24,2017
上田　剛史,ヤクルト,0.234,100,188,167,39,0,11,6,8,2,26,8,0,0.272,0.299,0.572,2.78,2.97,2017
柴田　竜拓,DeNA,0.233,88,248,215,50,1,11,1,17,3,50,11,2,0.295,0.284,0.579,2.83,2.92,2017
高橋　周平,中日,0.233,41,148,129,30,2,10,0,15,0,31,1,3,0.306,0.326,0.632,3.13,3.39,2017
甲斐　拓也,ソフトバンク,0.232,103,257,207,48,5,18,4,26,2,68,22,2,0.323,0.372,0.695,4.1,4.06,2017
ドレイク,日本ハム,0.232,35,86,82,19,1,3,0,3,1,22,0,2,0.267,0.293,0.56,2.31,2.35,2017
呉　念庭,西武,0.231,15,44,39,9,0,4,1,4,0,8,0,2,0.295,0.333,0.629,3.01,3.18,2017
白根　尚貴,DeNA,0.231,12,13,13,3,1,2,0,0,0,2,0,0,0.231,0.462,0.692,3.88,4.1,2017
井上　晴哉,ロッテ,0.23,35,119,113,26,0,11,0,5,1,26,0,2,0.269,0.292,0.561,2.44,2.37,2017
レアード,日本ハム,0.229,137,571,503,115,32,90,0,54,7,125,0,18,0.308,0.459,0.767,4.51,4.76,2017
岡田　雅利,西武,0.229,68,172,144,33,0,9,0,10,6,28,12,1,0.306,0.285,0.591,3.02,2.96,2017
髙田　知季,ソフトバンク,0.228,58,130,114,26,2,8,2,5,2,28,9,0,0.273,0.351,0.624,3.3,3.28,2017
西岡　剛,阪神,0.228,32,100,92,21,0,5,3,7,1,17,0,0,0.29,0.272,0.562,2.76,2.76,2017
大引　啓次,ヤクルト,0.227,80,311,273,62,5,29,3,27,1,43,10,8,0.299,0.322,0.621,3.09,3.1,2017
武山　真吾,中日,0.227,50,76,66,15,1,7,0,7,1,21,2,3,0.311,0.288,0.599,2.62,2.7,2017
原口　文仁,阪神,0.226,73,216,186,42,6,25,0,22,5,36,1,10,0.321,0.387,0.708,3.73,3.83,2017
荒波　翔,DeNA,0.226,47,65,62,14,0,1,0,2,1,16,0,1,0.262,0.306,0.568,2.48,2.37,2017
遠藤　一星,中日,0.225,50,109,102,23,2,11,2,4,1,28,2,1,0.262,0.333,0.595,2.78,2.83,2017
福浦　和也,ロッテ,0.224,70,155,134,30,0,18,0,18,1,25,0,4,0.316,0.276,0.592,2.98,3.12,2017
松井　雅人,中日,0.221,87,244,208,46,2,17,0,22,3,63,10,3,0.303,0.293,0.597,3.0,3.07,2017
大野　奨太,日本ハム,0.221,83,183,154,34,3,13,0,16,4,30,8,1,0.309,0.312,0.62,3.31,3.44,2017
根元　俊一,ロッテ,0.22,40,118,109,24,1,9,1,6,1,34,2,0,0.267,0.33,0.598,3.08,3.02,2017
パラデス,ロッテ,0.219,89,289,269,59,10,26,1,16,3,97,0,5,0.27,0.364,0.634,3.16,3.3,2017
井領　雅貴,中日,0.219,22,34,32,7,0,3,0,2,0,6,0,0,0.265,0.281,0.546,2.55,2.51,2017
中村　剛也,西武,0.217,115,486,415,90,27,79,1,61,4,118,0,12,0.319,0.446,0.765,4.69,4.98,2017
谷　哲也,中日,0.217,53,100,92,20,2,11,0,5,0,23,2,0,0.255,0.315,0.57,2.54,2.74,2017
堂林　翔太,広島,0.217,44,54,46,10,1,11,0,5,0,13,0,0,0.278,0.304,0.582,3.12,3.9,2017
比屋根　渉,ヤクルト,0.217,35,24,23,5,0,0,0,1,0,8,0,0,0.25,0.261,0.511,1.44,1.51,2017
中田　翔,日本ハム,0.216,129,542,472,102,16,67,0,61,5,103,0,14,0.31,0.367,0.676,3.69,3.85,2017
長谷川　勇也,ソフトバンク,0.216,23,44,37,8,2,7,1,7,0,15,0,0,0.341,0.514,0.854,6.52,6.53,2017
ペーニャ,広島,0.216,22,39,37,8,0,2,0,2,0,10,0,0,0.256,0.243,0.5,2.01,2.06,2017
リベロ,ヤクルト,0.215,54,208,200,43,6,21,0,7,0,52,0,5,0.24,0.355,0.595,2.5,2.6,2017
戸柱　恭孝,DeNA,0.214,112,363,336,72,9,52,0,19,0,59,6,9,0.255,0.333,0.588,2.49,2.61,2017
川端　崇義,オリックス,0.214,18,28,28,6,0,2,0,0,0,2,0,0,0.214,0.286,0.5,1.85,1.77,2017
小島　脩平,オリックス,0.213,61,182,164,35,2,19,3,7,0,21,9,4,0.243,0.305,0.548,2.17,2.31,2017
本多　雄一,ソフトバンク,0.213,62,143,122,26,0,8,3,12,0,20,9,2,0.284,0.262,0.546,2.26,2.26,2017
畠山　和洋,ヤクルト,0.212,15,62,52,11,2,4,0,8,2,13,0,2,0.339,0.385,0.723,4.28,4.34,2017
足立　祐一,楽天,0.211,49,87,76,16,1,7,0,5,1,18,5,1,0.268,0.289,0.558,2.2,2.3,2017
松井　稼頭央,楽天,0.211,44,83,76,16,2,10,0,6,1,23,0,1,0.277,0.342,0.619,2.92,3.04,2017
北條　史也,阪神,0.21,83,252,219,46,3,20,0,23,1,42,7,4,0.286,0.301,0.587,2.79,2.94,2017
鵜久森　淳志,ヤクルト,0.209,45,91,86,18,1,7,1,5,0,15,0,1,0.253,0.326,0.578,2.7,2.68,2017
中島　卓也,日本ハム,0.208,91,331,283,59,1,13,11,23,0,80,25,2,0.268,0.237,0.505,2.04,2.13,2017
立岡　宗一郎,巨人,0.208,62,214,197,41,0,10,4,11,0,43,6,1,0.25,0.254,0.504,1.7,1.79,2017
西浦　直亨,ヤクルト,0.208,72,171,144,30,0,8,3,16,1,31,8,5,0.288,0.25,0.538,2.23,2.35,2017
荒木　貴裕,ヤクルト,0.207,91,212,188,39,6,25,2,14,3,30,7,7,0.273,0.367,0.64,2.95,3.01,2017
近藤　弘基,中日,0.207,14,33,29,6,1,1,0,3,0,7,1,1,0.281,0.345,0.626,2.84,2.94,2017
小林　誠司,巨人,0.206,138,443,378,78,2,27,2,41,2,64,19,12,0.285,0.257,0.542,2.19,2.29,2017
梅野　隆太郎,阪神,0.206,112,340,282,58,2,33,1,24,4,63,27,3,0.275,0.273,0.548,2.39,2.51,2017
大嶺　翔太,ロッテ,0.206,91,240,214,44,5,23,1,14,1,56,9,1,0.255,0.336,0.592,2.82,2.97,2017
髙谷　裕亮,ソフトバンク,0.206,92,195,175,36,1,20,0,12,1,30,5,1,0.258,0.246,0.504,1.93,2.14,2017
石井　一成,日本ハム,0.205,114,361,317,65,3,24,3,28,1,113,14,6,0.271,0.271,0.542,2.02,2.15,2017
堂上　直倫,中日,0.205,91,167,151,31,1,8,0,9,0,39,7,4,0.25,0.272,0.522,1.69,1.72,2017
矢野　謙次,日本ハム,0.205,44,49,44,9,0,10,0,5,0,13,0,1,0.286,0.25,0.536,2.22,2.27,2017
石原　慶幸,広島,0.204,77,167,147,30,1,12,1,10,0,33,8,8,0.252,0.252,0.503,1.36,1.54,2017
武内　晋一,ヤクルト,0.204,66,104,93,19,0,5,0,8,0,15,1,4,0.267,0.204,0.472,1.11,1.21,2017
安達　了一,オリックス,0.203,109,380,316,64,3,26,4,37,10,61,17,5,0.306,0.278,0.584,2.82,2.91,2017
清田　育宏,ロッテ,0.203,79,263,231,47,3,21,3,24,3,61,5,8,0.287,0.286,0.573,2.47,2.54,2017
若月　健矢,オリックス,0.202,100,256,218,44,1,18,0,10,3,50,23,9,0.245,0.271,0.515,1.52,1.62,2017
木村　文紀,西武,0.201,105,203,184,37,2,13,7,13,1,53,4,5,0.256,0.272,0.528,1.82,1.98,2017
ダフィー,ロッテ,0.201,54,183,164,33,6,18,0,14,4,61,0,2,0.279,0.372,0.651,3.45,3.61,2017
田中　浩康,DeNA,0.201,66,175,154,31,1,20,2,11,2,25,8,4,0.263,0.253,0.517,1.92,2.0,2017
野本　圭,中日,0.2,15,35,35,7,0,0,0,0,0,5,0,2,0.2,0.257,0.457,0.6,0.58,2017
阿部　俊人,楽天,0.2,44,23,20,4,0,1,1,2,0,6,1,0,0.273,0.2,0.473,2.11,2.24,2017
嶋　基宏,楽天,0.199,112,369,281,56,3,28,2,57,3,62,27,8,0.339,0.263,0.603,3.07,3.19,2017
