選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
糸井　嘉男,オリックス,0.306,143.0,616.0,532.0,163.0,17.0,70.0,53.0,75.0,7.0,84.0,0.0,13.0,0.398,0.451,0.849,6.72,6.52,2016.0,28000,外野手,13,35,1981/07/31,187cm,88kg,A型,右左,京都,False
柳田　悠岐,ソフトバンク,0.306,120.0,536.0,428.0,131.0,18.0,73.0,23.0,100.0,8.0,97.0,0.0,8.0,0.446,0.523,0.969,9.29,8.88,2016.0,27000,外野手,6,28,1988/10/09,188cm,93kg,AB型,右左,広島,False
内川　聖一,ソフトバンク,0.304,141.0,605.0,556.0,169.0,18.0,106.0,3.0,38.0,2.0,53.0,0.0,27.0,0.345,0.435,0.781,4.87,4.89,2016.0,33000,外野手,16,34,1982/08/04,185cm,93kg,B型,右右,大分,False
山田　哲人,ヤクルト,0.304,133.0,590.0,481.0,146.0,38.0,102.0,30.0,97.0,8.0,101.0,0.0,16.0,0.425,0.607,1.032,9.34,9.16,2016.0,22000,内野手,6,24,1992/07/16,180cm,76kg,O型,右右,兵庫,False
村田　修一,巨人,0.302,143.0,576.0,529.0,160.0,25.0,81.0,1.0,38.0,5.0,83.0,2.0,21.0,0.354,0.505,0.858,5.84,5.68,2016.0,30000,内野手,14,36,1980/12/28,177cm,92kg,AB型,右右,福岡,False
川端　慎吾,ヤクルト,0.302,103.0,458.0,420.0,127.0,1.0,32.0,3.0,34.0,1.0,31.0,1.0,13.0,0.354,0.367,0.721,4.72,4.51,2016.0,16000,内野手,11,29,1987/10/16,185cm,86kg,O型,右左,大阪,False
工藤　隆人,中日,0.302,74.0,72.0,63.0,19.0,0.0,3.0,5.0,4.0,3.0,14.0,2.0,0.0,0.371,0.365,0.737,5.35,5.14,2016.0,1500,外野手,12,35,1981/03/30,171cm,73kg,A型,左左,青森,False
新井　貴浩,広島,0.3,132.0,513.0,454.0,136.0,19.0,101.0,0.0,54.0,1.0,101.0,0.0,12.0,0.372,0.485,0.857,6.39,6.28,2016.0,6000,内野手,18,39,1977/01/30,189cm,96kg,B型,右右,広島,False
谷内　亮太,ヤクルト,0.3,23.0,80.0,70.0,21.0,1.0,6.0,0.0,7.0,1.0,14.0,2.0,2.0,0.372,0.414,0.786,5.42,5.14,2016.0,1050,内野手,4,25,1991/02/03,177cm,79kg,B型,右右,石川,False
鈴木　尚広,巨人,0.3,44.0,10.0,10.0,3.0,0.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.3,0.3,0.6,10.77,10.22,2016.0,6000,外野手,20,38,1978/04/27,180cm,78kg,A型,右両,福島,False
原口　文仁,阪神,0.299,107.0,364.0,318.0,95.0,11.0,46.0,1.0,26.0,15.0,52.0,2.0,8.0,0.376,0.453,0.829,6.05,5.96,2016.0,400,捕手,7,24,1992/03/03,182cm,86kg,AB型,右右,埼玉,False
秋山　翔吾,西武,0.296,143.0,671.0,578.0,171.0,11.0,62.0,18.0,77.0,10.0,103.0,0.0,2.0,0.385,0.422,0.807,6.54,6.40,2016.0,15000,外野手,6,28,1988/04/16,183cm,85kg,A型,右左,神奈川,False
雄平,ヤクルト,0.296,108.0,436.0,412.0,122.0,7.0,55.0,7.0,21.0,0.0,51.0,1.0,9.0,0.329,0.396,0.724,4.70,4.53,2016.0,6500,外野手,14,32,1984/06/25,174cm,83kg,A型,左左,神奈川,False
坂口　智隆,ヤクルト,0.295,141.0,607.0,526.0,155.0,0.0,39.0,7.0,63.0,8.0,66.0,5.0,5.0,0.375,0.34,0.716,5.16,5.10,2016.0,3000,外野手,14,32,1984/07/07,181cm,82kg,O型,右左,兵庫,False
西岡　剛,阪神,0.295,55.0,205.0,190.0,56.0,0.0,15.0,6.0,13.0,2.0,25.0,0.0,5.0,0.346,0.342,0.688,4.42,4.19,2016.0,10800,内野手,12,32,1984/07/27,182cm,82kg,A型,右両,大阪,False
倉本　寿彦,DeNA,0.294,141.0,566.0,534.0,157.0,1.0,38.0,2.0,22.0,2.0,98.0,5.0,13.0,0.323,0.343,0.665,3.75,3.64,2016.0,1600,内野手,2,25,1991/01/07,180cm,82kg,B型,右左,神奈川,False
エルドレッド,広島,0.294,95.0,354.0,316.0,93.0,21.0,53.0,1.0,31.0,4.0,86.0,0.0,8.0,0.362,0.538,0.9,6.81,6.78,2016.0,12500,内野手,5,36,1980/07/12,196cm,122kg,不明,右右,アメリカ,True
聖澤　諒,楽天,0.294,94.0,229.0,201.0,59.0,3.0,19.0,3.0,11.0,2.0,41.0,14.0,5.0,0.335,0.388,0.723,4.13,4.04,2016.0,6240,外野手,9,31,1985/11/03,179cm,72kg,B型,右左,長野,False
西川　龍馬,広島,0.294,62.0,58.0,51.0,15.0,0.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.339,0.392,0.731,4.68,4.64,2016.0,750,内野手,1,22,1994/12/10,176cm,68kg,O型,右左,大阪,False
陽　岱鋼,日本ハム,0.293,130.0,555.0,495.0,145.0,14.0,61.0,5.0,42.0,10.0,121.0,7.0,10.0,0.359,0.43,0.79,5.39,5.24,2016.0,16000,外野手,11,29,1987/01/17,183cm,89kg,A型,右右,台湾,True
大島　洋平,中日,0.292,143.0,656.0,599.0,175.0,3.0,27.0,26.0,46.0,6.0,69.0,4.0,3.0,0.348,0.382,0.73,5.09,4.88,2016.0,9000,外野手,7,31,1985/11/09,176cm,74kg,A型,左左,愛知,False
森　友哉,西武,0.292,107.0,392.0,349.0,102.0,10.0,46.0,1.0,42.0,0.0,96.0,0.0,3.0,0.367,0.436,0.803,6.09,5.91,2016.0,4000,捕手,3,21,1995/08/08,170cm,80kg,A型,右左,大阪,False
野間　峻祥,広島,0.292,21.0,25.0,24.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.292,0.292,0.583,2.03,2.00,2016.0,1700,外野手,2,23,1993/01/28,180cm,80kg,B型,右左,兵庫,False
丸　佳浩,広島,0.291,143.0,652.0,557.0,162.0,20.0,90.0,23.0,84.0,7.0,107.0,1.0,9.0,0.389,0.481,0.87,6.91,6.75,2016.0,8500,外野手,9,27,1989/04/11,177cm,90kg,AB型,右左,千葉,False
宮﨑　敏郎,DeNA,0.291,101.0,335.0,302.0,88.0,11.0,36.0,0.0,25.0,8.0,30.0,0.0,12.0,0.361,0.454,0.815,5.57,5.39,2016.0,1200,内野手,4,28,1988/12/12,172cm,85kg,B型,右右,佐賀,False
松山　竜平,広島,0.291,103.0,275.0,254.0,74.0,10.0,41.0,0.0,20.0,0.0,29.0,0.0,4.0,0.342,0.465,0.806,5.80,5.67,2016.0,2800,外野手,9,31,1985/09/18,176cm,95kg,B型,右左,鹿児島,False
中島　宏之,オリックス,0.29,96.0,347.0,314.0,91.0,8.0,47.0,1.0,26.0,3.0,54.0,0.0,7.0,0.346,0.439,0.785,5.47,5.37,2016.0,35000,内野手,14,34,1982/07/31,180cm,90kg,A型,右右,兵庫,False
吉田　正尚,オリックス,0.29,63.0,258.0,231.0,67.0,10.0,34.0,0.0,25.0,1.0,34.0,0.0,6.0,0.36,0.494,0.854,6.09,5.92,2016.0,1500,外野手,1,23,1993/07/15,173cm,80kg,B型,右左,福井,False
中村　晃,ソフトバンク,0.287,143.0,612.0,488.0,140.0,7.0,50.0,6.0,99.0,12.0,53.0,9.0,8.0,0.416,0.377,0.793,6.28,6.19,2016.0,12000,外野手,9,27,1989/11/05,176cm,84kg,O型,左左,埼玉,False
島内　宏明,楽天,0.287,114.0,388.0,342.0,98.0,9.0,41.0,10.0,33.0,2.0,48.0,7.0,7.0,0.349,0.404,0.753,5.14,5.16,2016.0,2100,外野手,5,26,1990/02/02,180cm,75kg,B型,左左,石川,False
鈴木　大地,ロッテ,0.285,143.0,583.0,501.0,143.0,6.0,61.0,3.0,50.0,9.0,56.0,16.0,9.0,0.356,0.389,0.745,5.06,4.98,2016.0,8000,内野手,5,27,1989/08/18,175cm,79kg,O型,右左,静岡,False
ナニータ,中日,0.285,92.0,340.0,319.0,91.0,8.0,35.0,0.0,15.0,2.0,52.0,0.0,9.0,0.318,0.411,0.728,4.38,4.37,2016.0,3600,外野手,2,35,1981/06/12,182cm,93kg,O型,左左,ドミニカ共和国,True
桑原　将志,DeNA,0.284,133.0,522.0,462.0,131.0,11.0,49.0,19.0,38.0,14.0,93.0,8.0,5.0,0.356,0.413,0.769,5.28,5.13,2016.0,1300,外野手,5,23,1993/07/21,174cm,78kg,B型,右右,大阪,False
Ｔ－岡田,オリックス,0.284,123.0,513.0,454.0,129.0,20.0,76.0,5.0,47.0,7.0,105.0,0.0,12.0,0.357,0.471,0.828,5.93,5.87,2016.0,6400,外野手,11,28,1988/02/09,186cm,98kg,B型,左左,大阪,False
長野　久義,巨人,0.283,143.0,618.0,576.0,163.0,11.0,42.0,8.0,33.0,5.0,78.0,1.0,7.0,0.326,0.403,0.729,4.85,4.73,2016.0,17500,外野手,7,32,1984/12/06,180cm,85kg,O型,右右,佐賀,False
安部　友裕,広島,0.282,115.0,292.0,259.0,73.0,6.0,33.0,7.0,19.0,1.0,64.0,7.0,3.0,0.327,0.429,0.756,5.18,5.18,2016.0,1080,内野手,9,27,1989/06/24,181cm,81kg,O型,右左,福岡,False
今江　敏晃,楽天,0.281,89.0,351.0,317.0,89.0,3.0,23.0,2.0,25.0,4.0,30.0,4.0,13.0,0.34,0.331,0.671,3.74,3.69,2016.0,20000,内野手,15,33,1983/08/26,180cm,89kg,B型,右右,京都,False
デスパイネ,ロッテ,0.28,134.0,570.0,496.0,139.0,24.0,92.0,0.0,64.0,3.0,89.0,0.0,25.0,0.361,0.48,0.841,5.48,5.51,2016.0,25000,外野手,3,30,1986/06/17,175cm,95kg,不明,右右,キューバ,True
本多　雄一,ソフトバンク,0.28,110.0,388.0,332.0,93.0,1.0,27.0,23.0,33.0,1.0,51.0,19.0,6.0,0.344,0.322,0.666,4.07,4.05,2016.0,18000,内野手,11,32,1984/11/19,175cm,71kg,O型,右左,福岡,False
栗山　巧,西武,0.279,135.0,569.0,477.0,133.0,3.0,41.0,0.0,83.0,6.0,87.0,0.0,9.0,0.39,0.369,0.759,5.70,5.57,2016.0,20000,外野手,15,33,1983/09/03,177cm,85kg,O型,右左,兵庫,False
今浪　隆博,ヤクルト,0.279,94.0,240.0,201.0,56.0,1.0,28.0,0.0,30.0,2.0,25.0,3.0,3.0,0.371,0.368,0.739,5.20,5.25,2016.0,1950,内野手,10,32,1984/07/06,172cm,75kg,A型,右左,福岡,False
ペゲーロ,楽天,0.279,51.0,200.0,183.0,51.0,10.0,26.0,0.0,17.0,0.0,67.0,0.0,2.0,0.34,0.492,0.832,6.05,5.96,2016.0,2500,外野手,1,29,1987/02/22,192cm,119kg,不明,左左,ドミニカ共和国,True
茂木　栄五郎,楽天,0.278,117.0,481.0,424.0,118.0,7.0,40.0,11.0,30.0,4.0,95.0,21.0,8.0,0.33,0.408,0.738,4.58,4.46,2016.0,1200,内野手,1,22,1994/02/14,171cm,75kg,O型,右左,東京都,True
枡田　慎太郎,楽天,0.278,45.0,66.0,54.0,15.0,1.0,6.0,3.0,11.0,1.0,23.0,0.0,1.0,0.409,0.352,0.761,6.29,6.22,2016.0,2700,外野手,11,29,1987/07/08,178cm,80kg,AB型,右左,京都,False
木下　拓哉,中日,0.278,9.0,19.0,18.0,5.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,0.316,0.556,0.871,5.30,5.07,2016.0,1000,捕手,1,25,1991/12/18,183cm,92kg,B型,右右,高知,False
髙山　俊,阪神,0.275,134.0,530.0,494.0,136.0,8.0,65.0,5.0,27.0,4.0,109.0,2.0,8.0,0.316,0.391,0.707,4.29,4.21,2016.0,1500,外野手,1,23,1993/04/18,181cm,86kg,O型,右左,千葉,False
細谷　圭,ロッテ,0.275,116.0,404.0,371.0,102.0,3.0,40.0,9.0,18.0,3.0,93.0,11.0,6.0,0.313,0.383,0.696,4.08,3.91,2016.0,930,内野手,11,28,1988/01/17,182cm,84kg,B型,右右,群馬,False
岡田　幸文,ロッテ,0.275,121.0,356.0,327.0,90.0,0.0,18.0,14.0,20.0,3.0,42.0,6.0,2.0,0.323,0.315,0.638,3.74,3.65,2016.0,3800,外野手,8,32,1984/07/06,177cm,70kg,O型,左左,栃木,False
銀次,楽天,0.274,125.0,497.0,424.0,116.0,2.0,43.0,1.0,61.0,5.0,49.0,4.0,20.0,0.369,0.333,0.702,4.24,4.16,2016.0,8100,内野手,11,28,1988/02/24,174cm,78kg,A型,右左,岩手,False
ビシエド,中日,0.274,119.0,471.0,416.0,114.0,22.0,68.0,1.0,44.0,8.0,68.0,0.0,13.0,0.352,0.486,0.838,5.88,5.86,2016.0,17000,外野手,1,27,1989/03/10,185cm,108kg,不明,右右,キューバ,True
安達　了一,オリックス,0.273,118.0,488.0,403.0,110.0,1.0,34.0,6.0,42.0,4.0,53.0,35.0,4.0,0.344,0.323,0.667,3.89,3.88,2016.0,6300,内野手,5,28,1988/01/07,178cm,78kg,O型,右右,群馬,False
梶谷　隆幸,DeNA,0.273,107.0,450.0,396.0,108.0,18.0,56.0,26.0,49.0,4.0,110.0,1.0,2.0,0.359,0.48,0.838,6.51,6.38,2016.0,8300,外野手,10,28,1988/08/28,180cm,85kg,A型,右左,島根,False
北條　史也,阪神,0.273,122.0,438.0,385.0,105.0,5.0,33.0,6.0,38.0,4.0,91.0,7.0,10.0,0.341,0.382,0.723,4.62,4.52,2016.0,730,内野手,4,22,1994/07/29,177cm,76kg,O型,右右,大阪,False
田中　賢介,日本ハム,0.272,143.0,626.0,541.0,147.0,2.0,53.0,22.0,69.0,9.0,56.0,3.0,4.0,0.361,0.312,0.674,4.64,4.63,2016.0,15000,内野手,15,35,1981/05/20,176cm,78kg,O型,右左,福岡,False
ルナ,広島,0.272,67.0,268.0,243.0,66.0,5.0,34.0,6.0,22.0,1.0,47.0,0.0,5.0,0.332,0.374,0.707,4.62,4.62,2016.0,12000,内野手,4,36,1980/02/01,187cm,99kg,B型,右右,ドミニカ共和国,True
長谷川　勇也,ソフトバンク,0.271,122.0,442.0,387.0,105.0,10.0,51.0,2.0,51.0,3.0,95.0,1.0,9.0,0.361,0.403,0.764,5.08,4.98,2016.0,20000,外野手,10,32,1984/12/22,180cm,89kg,AB型,右左,山形,False
嶋　基宏,楽天,0.271,80.0,256.0,199.0,54.0,2.0,17.0,4.0,40.0,0.0,43.0,17.0,6.0,0.393,0.357,0.75,4.74,4.63,2016.0,11000,捕手,10,32,1984/12/13,179cm,82kg,A型,右右,岐阜,False
乙坂　智,DeNA,0.27,55.0,124.0,115.0,31.0,1.0,8.0,3.0,7.0,1.0,28.0,1.0,2.0,0.317,0.374,0.691,4.32,4.10,2016.0,1050,外野手,5,22,1994/01/06,182cm,83kg,O型,右左,神奈川,False
下園　辰哉,DeNA,0.27,67.0,85.0,74.0,20.0,1.0,14.0,0.0,9.0,1.0,13.0,0.0,1.0,0.353,0.338,0.691,4.64,4.73,2016.0,2300,外野手,10,32,1984/11/22,179cm,81kg,B型,左左,宮崎,False
バレンティン,ヤクルト,0.269,132.0,537.0,457.0,123.0,31.0,96.0,0.0,72.0,3.0,116.0,0.0,19.0,0.369,0.516,0.885,6.24,6.31,2016.0,36000,外野手,6,32,1984/07/02,185cm,100kg,不明,右右,アンティル,True
森野　将彦,中日,0.268,68.0,170.0,142.0,38.0,1.0,15.0,0.0,26.0,2.0,24.0,0.0,1.0,0.388,0.331,0.719,5.46,5.36,2016.0,14000,内野手,20,38,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
福田　永将,中日,0.267,89.0,306.0,270.0,72.0,10.0,37.0,0.0,28.0,6.0,42.0,0.0,9.0,0.346,0.407,0.754,4.78,4.83,2016.0,1500,内野手,10,28,1988/07/23,181cm,80kg,O型,右右,神奈川,False
中谷　将大,阪神,0.266,64.0,163.0,154.0,41.0,4.0,14.0,1.0,8.0,1.0,49.0,0.0,2.0,0.307,0.39,0.696,4.13,4.05,2016.0,700,外野手,6,23,1993/01/05,187cm,87kg,A型,右右,福岡,False
田中　広輔,広島,0.265,143.0,679.0,581.0,154.0,13.0,39.0,28.0,77.0,17.0,119.0,3.0,1.0,0.367,0.372,0.739,5.16,5.16,2016.0,4100,内野手,3,27,1989/07/03,171cm,81kg,A型,右左,神奈川,False
ウィーラー,楽天,0.265,140.0,589.0,517.0,137.0,27.0,88.0,2.0,58.0,12.0,123.0,0.0,10.0,0.351,0.478,0.829,5.95,5.92,2016.0,4000,内野手,2,29,1987/01/16,178cm,100kg,不明,右右,アメリカ,True
金子　侑司,西武,0.265,129.0,520.0,460.0,122.0,1.0,33.0,53.0,40.0,6.0,69.0,13.0,5.0,0.331,0.311,0.642,3.94,3.90,2016.0,2400,内野手,4,26,1990/04/24,179cm,74kg,B型,右両,京都,False
藤田　一也,楽天,0.265,120.0,449.0,408.0,108.0,0.0,46.0,1.0,19.0,1.0,44.0,18.0,7.0,0.297,0.321,0.618,3.16,3.13,2016.0,11000,内野手,12,34,1982/07/03,175cm,75kg,O型,右左,徳島,False
近藤　健介,日本ハム,0.265,80.0,291.0,257.0,68.0,2.0,27.0,5.0,29.0,0.0,45.0,3.0,7.0,0.337,0.323,0.66,3.83,3.84,2016.0,4800,捕手,5,23,1993/08/09,173cm,83kg,O型,右左,千葉,False
奥浪　鏡,オリックス,0.265,15.0,42.0,34.0,9.0,0.0,1.0,1.0,7.0,1.0,11.0,0.0,0.0,0.405,0.324,0.728,6.09,5.94,2016.0,500,内野手,3,21,1995/08/29,176cm,100kg,A型,右右,広島,False
西野　真弘,オリックス,0.264,143.0,610.0,538.0,142.0,2.0,33.0,16.0,56.0,2.0,55.0,13.0,7.0,0.335,0.331,0.666,4.13,4.06,2016.0,1800,内野手,2,26,1990/08/02,167cm,68kg,O型,右左,東京都,True
城所　龍磨,ソフトバンク,0.264,84.0,162.0,148.0,39.0,6.0,19.0,11.0,11.0,0.0,45.0,3.0,0.0,0.314,0.439,0.754,5.42,5.34,2016.0,1900,外野手,13,31,1985/09/24,177cm,78kg,B型,右左,愛知,False
レアード,日本ハム,0.263,143.0,598.0,547.0,144.0,39.0,97.0,0.0,44.0,3.0,138.0,0.0,16.0,0.319,0.516,0.835,5.49,5.58,2016.0,10000,内野手,2,29,1987/09/11,185cm,98kg,不明,右右,アメリカ,True
ロペス,DeNA,0.263,123.0,518.0,483.0,127.0,34.0,95.0,0.0,24.0,4.0,75.0,0.0,12.0,0.299,0.534,0.833,5.41,5.54,2016.0,15000,内野手,4,33,1983/11/24,183cm,103kg,不明,右右,ベネズエラ,True
後藤Ｇ武敏,DeNA,0.261,27.0,30.0,23.0,6.0,1.0,6.0,0.0,7.0,0.0,9.0,0.0,1.0,0.433,0.435,0.868,6.89,6.86,2016.0,2200,内野手,14,36,1980/06/05,176cm,84kg,A型,右右,静岡,False
杉山　翔大,中日,0.26,104.0,311.0,269.0,70.0,3.0,27.0,1.0,30.0,3.0,60.0,8.0,8.0,0.34,0.357,0.697,4.01,3.95,2016.0,1500,捕手,4,25,1991/02/10,173cm,88kg,O型,右右,千葉,False
松田　宣浩,ソフトバンク,0.259,143.0,609.0,548.0,142.0,27.0,85.0,6.0,48.0,8.0,141.0,0.0,14.0,0.325,0.467,0.792,5.01,5.08,2016.0,22000,内野手,11,33,1983/05/17,181cm,88kg,B型,右右,滋賀,False
山川　穂高,西武,0.259,49.0,157.0,139.0,36.0,14.0,32.0,0.0,15.0,1.0,36.0,2.0,1.0,0.335,0.59,0.925,6.97,7.04,2016.0,1000,内野手,3,25,1991/11/23,176cm,100kg,A型,右右,沖縄,False
井手　正太郎,DeNA,0.259,11.0,29.0,27.0,7.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.276,0.37,0.646,3.77,4.26,2016.0,1250,外野手,15,33,1983/10/10,179cm,85kg,O型,右右,宮崎,False
ギャレット,巨人,0.258,123.0,465.0,422.0,109.0,24.0,68.0,0.0,39.0,4.0,106.0,0.0,10.0,0.327,0.486,0.813,5.37,5.34,2016.0,30000,外野手,1,35,1981/06/21,196cm,107kg,不明,左左,アメリカ,True
アマダー,楽天,0.258,39.0,138.0,132.0,34.0,9.0,19.0,0.0,6.0,0.0,32.0,0.0,6.0,0.29,0.515,0.805,4.60,4.66,2016.0,3000,内野手,1,29,1987/01/19,193cm,135kg,不明,右右,メキシコ,True
井口　資仁,ロッテ,0.257,79.0,176.0,152.0,39.0,5.0,34.0,1.0,19.0,2.0,50.0,0.0,1.0,0.341,0.408,0.749,5.26,5.41,2016.0,18000,内野手,16,42,1974/12/04,178cm,91kg,O型,右右,東京都,True
鵜久森　淳志,ヤクルト,0.257,46.0,146.0,136.0,35.0,4.0,19.0,0.0,9.0,0.0,22.0,1.0,4.0,0.303,0.39,0.693,3.86,3.83,2016.0,750,外野手,12,29,1987/02/01,189cm,85kg,O型,右右,愛媛,False
上本　博紀,阪神,0.257,45.0,113.0,101.0,26.0,2.0,8.0,3.0,12.0,0.0,14.0,0.0,0.0,0.336,0.386,0.722,5.27,5.10,2016.0,3600,内野手,8,30,1986/07/04,173cm,67kg,O型,右右,広島,False
田村　龍弘,ロッテ,0.256,130.0,430.0,371.0,95.0,2.0,38.0,6.0,38.0,1.0,91.0,17.0,12.0,0.324,0.332,0.656,3.58,3.56,2016.0,2760,捕手,4,22,1994/05/13,174cm,80kg,A型,右右,大阪,False
