選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
雄平,ヤクルト,0.318,125.0,482.0,446.0,142.0,11.0,67.0,6.0,33.0,1.0,62.0,0.0,13.0,0.365,0.439,0.805,5.82,5.57,2018.0,6000,外野手,16,34,1984/06/25,174cm,83kg,A型,左左,神奈川,False
坂口　智隆,ヤクルト,0.317,139.0,595.0,508.0,161.0,3.0,37.0,9.0,75.0,3.0,60.0,7.0,15.0,0.406,0.394,0.8,5.94,5.68,2018.0,10000,外野手,16,34,1984/07/07,181cm,82kg,O型,右左,兵庫,False
牧原　大成,ソフトバンク,0.317,59.0,264.0,249.0,79.0,3.0,26.0,9.0,8.0,2.0,33.0,3.0,2.0,0.341,0.434,0.775,5.59,5.36,2018.0,1200,内野手,8,26,1992/10/15,173cm,72kg,A型,右左,福岡,False
山田　哲人,ヤクルト,0.315,140.0,637.0,524.0,165.0,34.0,89.0,33.0,106.0,4.0,119.0,0.0,8.0,0.432,0.582,1.014,9.69,9.36,2018.0,28000,内野手,8,26,1992/07/16,180cm,76kg,O型,右右,兵庫,False
原口　文仁,阪神,0.315,82.0,124.0,111.0,35.0,2.0,19.0,0.0,8.0,5.0,27.0,0.0,1.0,0.387,0.387,0.774,6.08,5.86,2018.0,2000,捕手,9,26,1992/03/03,182cm,92kg,AB型,右右,埼玉,False
浅村　栄斗,西武,0.31,143.0,640.0,565.0,175.0,32.0,127.0,4.0,68.0,2.0,105.0,0.0,18.0,0.383,0.527,0.91,7.05,6.92,2018.0,21000,内野手,10,28,1990/11/12,182cm,90kg,O型,右右,大阪,False
ソト,DeNA,0.31,107.0,459.0,416.0,129.0,41.0,95.0,0.0,29.0,9.0,100.0,0.0,5.0,0.364,0.644,1.008,8.39,8.37,2018.0,3500,内野手,1,29,1989/02/28,185cm,97kg,不明,右右,プエルトリコ,True
岡本　和真,巨人,0.309,143.0,616.0,540.0,167.0,33.0,100.0,2.0,72.0,4.0,120.0,0.0,11.0,0.394,0.541,0.935,7.77,7.53,2018.0,1200,内野手,4,22,1996/06/30,185cm,96kg,A型,右右,奈良,False
西川　龍馬,広島,0.309,107.0,361.0,327.0,101.0,6.0,46.0,5.0,27.0,2.0,51.0,4.0,4.0,0.364,0.45,0.814,6.04,5.72,2018.0,2000,内野手,3,24,1994/12/10,176cm,72kg,O型,右左,大阪,False
糸井　嘉男,阪神,0.308,119.0,509.0,419.0,129.0,16.0,68.0,22.0,77.0,8.0,63.0,0.0,9.0,0.42,0.48,0.9,7.95,7.76,2018.0,40000,外野手,15,37,1981/07/31,188cm,98kg,A型,右左,京都,False
小窪　哲也,広島,0.308,17.0,28.0,26.0,8.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.357,0.5,0.857,6.92,6.17,2018.0,3300,内野手,11,33,1985/04/12,175cm,83kg,O型,右右,奈良,False
丸　佳浩,広島,0.306,125.0,566.0,432.0,132.0,39.0,97.0,10.0,130.0,3.0,130.0,0.0,5.0,0.468,0.627,1.096,10.61,10.35,2018.0,21000,外野手,11,29,1989/04/11,177cm,90kg,AB型,右左,千葉,False
會澤　翼,広島,0.305,106.0,377.0,315.0,96.0,13.0,42.0,0.0,39.0,14.0,56.0,5.0,6.0,0.401,0.492,0.893,7.27,7.11,2018.0,5000,捕手,12,30,1988/04/13,177cm,91kg,B型,右右,茨城,False
松山　竜平,広島,0.302,124.0,446.0,397.0,120.0,12.0,74.0,2.0,42.0,2.0,46.0,0.0,10.0,0.368,0.466,0.834,6.24,6.07,2018.0,6500,外野手,11,33,1985/09/18,176cm,96kg,B型,右左,鹿児島,False
モヤ,中日,0.301,46.0,101.0,93.0,28.0,3.0,16.0,0.0,6.0,1.0,25.0,0.0,1.0,0.347,0.441,0.787,5.48,5.41,2018.0,5000,外野手,1,27,1991/08/09,201cm,117kg,不明,右両,プエルトリコ,True
筒香　嘉智,DeNA,0.295,139.0,580.0,495.0,146.0,38.0,89.0,0.0,80.0,2.0,107.0,0.0,10.0,0.393,0.596,0.989,8.33,8.12,2018.0,35000,外野手,9,27,1991/11/26,185cm,97kg,A型,右左,和歌山,False
田中　賢介,日本ハム,0.295,67.0,124.0,105.0,31.0,0.0,8.0,0.0,18.0,0.0,14.0,1.0,0.0,0.398,0.324,0.722,5.55,5.38,2018.0,7500,内野手,17,37,1981/05/20,176cm,78kg,O型,右左,福岡,False
鵜久森　淳志,ヤクルト,0.294,19.0,20.0,17.0,5.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,0.3,0.353,0.653,3.20,4.16,2018.0,1150,外野手,14,31,1987/02/01,189cm,85kg,O型,右右,愛媛,False
大嶺　翔太,ロッテ,0.294,10.0,18.0,17.0,5.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.333,0.294,0.627,4.32,4.23,2018.0,1000,内野手,9,27,1991/09/17,180cm,82kg,A型,右右,沖縄,False
西野　真弘,オリックス,0.293,60.0,207.0,188.0,55.0,0.0,16.0,7.0,12.0,0.0,28.0,6.0,5.0,0.333,0.378,0.711,4.25,4.06,2018.0,3100,内野手,4,28,1990/08/02,167cm,68kg,O型,右左,東京都,True
中村　晃,ソフトバンク,0.292,136.0,580.0,506.0,148.0,14.0,57.0,1.0,60.0,5.0,68.0,3.0,5.0,0.369,0.435,0.804,6.12,6.02,2018.0,16000,外野手,11,29,1989/11/05,176cm,84kg,O型,左左,埼玉,False
井上　晴哉,ロッテ,0.292,133.0,548.0,476.0,139.0,24.0,99.0,1.0,63.0,3.0,106.0,0.0,7.0,0.374,0.506,0.88,6.99,6.94,2018.0,1350,内野手,5,29,1989/07/03,180cm,114kg,A型,右右,広島,False
島内　宏明,楽天,0.292,103.0,453.0,394.0,115.0,11.0,53.0,11.0,47.0,6.0,45.0,3.0,10.0,0.373,0.431,0.805,5.79,5.71,2018.0,5500,外野手,7,28,1990/02/02,180cm,75kg,B型,左左,石川,False
グラシアル,ソフトバンク,0.292,54.0,202.0,185.0,54.0,9.0,30.0,1.0,15.0,1.0,34.0,0.0,8.0,0.347,0.481,0.828,5.50,5.46,2018.0,5500,内野手,1,33,1985/10/14,187cm,95kg,不明,右右,キューバ,True
長野　久義,巨人,0.29,116.0,426.0,383.0,111.0,13.0,52.0,3.0,41.0,1.0,69.0,0.0,5.0,0.359,0.433,0.793,5.80,5.65,2018.0,19000,外野手,9,34,1984/12/06,180cm,85kg,O型,右右,佐賀,False
中島　宏之,オリックス,0.289,77.0,251.0,225.0,65.0,5.0,34.0,0.0,21.0,3.0,38.0,1.0,8.0,0.356,0.387,0.743,4.78,4.68,2018.0,35000,内野手,16,36,1982/07/31,180cm,90kg,A型,右右,兵庫,False
ロペス,DeNA,0.288,110.0,459.0,441.0,127.0,26.0,77.0,0.0,16.0,1.0,58.0,0.0,12.0,0.314,0.517,0.831,5.54,5.44,2018.0,23000,内野手,6,35,1983/11/24,183cm,103kg,不明,右右,ベネズエラ,True
外崎　修汰,西武,0.287,119.0,510.0,453.0,130.0,18.0,67.0,25.0,47.0,3.0,102.0,6.0,9.0,0.357,0.472,0.83,5.94,5.81,2018.0,2700,内野手,4,26,1992/12/20,177cm,78kg,O型,右右,青森,False
荻野　貴司,ロッテ,0.287,78.0,351.0,317.0,91.0,2.0,25.0,20.0,13.0,9.0,25.0,9.0,6.0,0.33,0.372,0.703,4.43,4.34,2018.0,3800,外野手,9,33,1985/10/21,172cm,75kg,O型,右右,奈良,False
小田　裕也,オリックス,0.287,90.0,164.0,143.0,41.0,2.0,15.0,10.0,12.0,3.0,38.0,3.0,4.0,0.348,0.378,0.725,4.79,4.87,2018.0,1150,外野手,4,29,1989/11/04,172cm,75kg,O型,右左,熊本,False
長谷川　勇也,ソフトバンク,0.287,55.0,112.0,101.0,29.0,5.0,20.0,0.0,9.0,1.0,18.0,0.0,3.0,0.348,0.495,0.843,5.93,5.79,2018.0,20000,外野手,12,34,1984/12/22,180cm,86kg,AB型,右左,山形,False
糸原　健斗,阪神,0.286,143.0,637.0,531.0,152.0,1.0,35.0,6.0,86.0,7.0,73.0,9.0,5.0,0.39,0.362,0.752,5.67,5.53,2018.0,1600,内野手,2,26,1992/11/11,175cm,78kg,O型,右左,島根,False
野間　峻祥,広島,0.286,126.0,447.0,405.0,116.0,5.0,46.0,17.0,30.0,6.0,69.0,4.0,2.0,0.343,0.393,0.736,4.95,4.86,2018.0,1600,外野手,4,25,1993/01/28,180cm,83kg,B型,右左,兵庫,False
亀澤　恭平,中日,0.286,110.0,206.0,185.0,53.0,0.0,8.0,5.0,17.0,1.0,21.0,3.0,2.0,0.35,0.319,0.669,4.22,4.09,2018.0,2600,内野手,7,30,1988/10/15,174cm,77kg,B型,右左,岡山,False
武内　晋一,ヤクルト,0.286,15.0,16.0,14.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.375,0.571,0.946,8.12,7.88,2018.0,1700,内野手,13,35,1983/12/10,175cm,90kg,O型,左左,兵庫,False
マギー,巨人,0.285,132.0,547.0,499.0,142.0,21.0,84.0,2.0,41.0,1.0,92.0,0.0,12.0,0.336,0.467,0.803,5.52,5.50,2018.0,26600,内野手,3,36,1982/10/12,185cm,100kg,不明,右右,アメリカ,True
中村　奨吾,ロッテ,0.284,143.0,639.0,552.0,157.0,8.0,57.0,39.0,60.0,22.0,94.0,0.0,11.0,0.374,0.393,0.767,5.51,5.43,2018.0,3500,内野手,4,26,1992/05/28,180cm,79kg,A型,右右,兵庫,False
伊志嶺　翔大,ロッテ,0.283,18.0,57.0,46.0,13.0,0.0,2.0,1.0,6.0,2.0,10.0,3.0,0.0,0.389,0.326,0.715,4.55,4.46,2018.0,1840,外野手,8,30,1988/05/12,179cm,79kg,A型,右右,沖縄,False
明石　健志,ソフトバンク,0.282,45.0,115.0,103.0,29.0,1.0,12.0,2.0,11.0,1.0,21.0,0.0,0.0,0.357,0.417,0.774,5.80,5.53,2018.0,10000,内野手,15,32,1986/01/09,175cm,67kg,B型,右左,北海道,False
山川　穂高,西武,0.281,143.0,647.0,541.0,152.0,47.0,124.0,0.0,88.0,16.0,138.0,0.0,5.0,0.396,0.59,0.985,8.54,8.45,2018.0,3200,内野手,5,27,1991/11/23,176cm,108kg,A型,右右,沖縄,False
重信　慎之介,巨人,0.281,60.0,185.0,167.0,47.0,2.0,13.0,6.0,11.0,0.0,38.0,6.0,1.0,0.324,0.419,0.743,4.67,4.56,2018.0,2400,外野手,3,25,1993/04/17,173cm,70kg,A型,右左,千葉,False
福留　孝介,阪神,0.28,123.0,499.0,414.0,116.0,14.0,72.0,2.0,73.0,5.0,90.0,0.0,10.0,0.389,0.454,0.843,6.48,6.47,2018.0,22000,外野手,15,41,1977/04/26,182cm,90kg,B型,右左,鹿児島,False
関根　大気,DeNA,0.28,29.0,26.0,25.0,7.0,0.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,0.28,0.44,0.72,3.48,3.30,2018.0,1570,外野手,5,23,1995/06/28,173cm,75kg,A型,左左,愛知,False
源田　壮亮,西武,0.278,143.0,666.0,594.0,165.0,4.0,57.0,34.0,48.0,4.0,101.0,14.0,7.0,0.333,0.374,0.707,4.67,4.60,2018.0,4100,内野手,2,25,1993/02/16,179cm,73kg,O型,右左,大分,False
西川　遥輝,日本ハム,0.278,140.0,636.0,528.0,147.0,10.0,48.0,44.0,96.0,3.0,103.0,7.0,1.0,0.391,0.405,0.796,6.88,6.70,2018.0,16000,外野手,8,26,1992/04/16,180cm,77kg,A型,右左,和歌山,False
曽根　海成,広島,0.278,11.0,22.0,18.0,5.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,0.0,0.381,0.389,0.77,6.04,5.86,2018.0,560,内野手,5,23,1995/04/24,175cm,68kg,A型,右左,大阪,False
銀次,楽天,0.276,139.0,552.0,492.0,136.0,5.0,48.0,1.0,48.0,4.0,47.0,6.0,7.0,0.344,0.36,0.704,4.61,4.51,2018.0,10000,内野手,13,30,1988/02/24,174cm,78kg,A型,右左,岩手,False
今江　年晶,楽天,0.276,127.0,465.0,421.0,116.0,10.0,49.0,0.0,32.0,7.0,76.0,0.0,19.0,0.334,0.397,0.731,4.14,4.12,2018.0,20000,内野手,17,35,1983/08/26,180cm,89kg,B型,右右,京都,False
ナバーロ,阪神,0.276,66.0,225.0,203.0,56.0,3.0,25.0,0.0,20.0,1.0,55.0,0.0,5.0,0.342,0.374,0.717,4.55,4.45,2018.0,3300,内野手,1,32,1986/05/14,183cm,95kg,不明,左左,アメリカ,True
森　友哉,西武,0.275,136.0,552.0,473.0,130.0,16.0,80.0,7.0,70.0,2.0,105.0,0.0,3.0,0.366,0.457,0.823,6.38,6.33,2018.0,4000,捕手,5,23,1995/08/08,170cm,80kg,A型,右左,大阪,False
藤井　亮太,ヤクルト,0.275,38.0,59.0,51.0,14.0,0.0,4.0,1.0,5.0,1.0,12.0,2.0,0.0,0.351,0.314,0.665,3.48,3.44,2018.0,1600,内野手,5,30,1988/09/30,176cm,73kg,A型,右左,兵庫,False
大島　洋平,中日,0.274,141.0,645.0,588.0,161.0,7.0,57.0,21.0,47.0,4.0,80.0,1.0,2.0,0.329,0.367,0.697,4.61,4.59,2018.0,18000,外野手,9,33,1985/11/09,176cm,75kg,A型,左左,愛知,False
大田　泰示,日本ハム,0.274,104.0,429.0,383.0,105.0,14.0,59.0,3.0,38.0,7.0,103.0,0.0,11.0,0.35,0.462,0.812,5.40,5.30,2018.0,4300,外野手,10,28,1990/06/09,188cm,95kg,O型,右右,広島,False
大山　悠輔,阪神,0.274,117.0,378.0,347.0,95.0,11.0,48.0,5.0,26.0,2.0,54.0,1.0,14.0,0.326,0.447,0.773,4.65,4.58,2018.0,2500,内野手,2,24,1994/12/19,181cm,84kg,O型,右右,茨城,False
伏見　寅威,オリックス,0.274,76.0,201.0,186.0,51.0,1.0,17.0,0.0,12.0,2.0,39.0,1.0,6.0,0.325,0.376,0.701,4.07,3.84,2018.0,1000,捕手,6,28,1990/05/12,182cm,88kg,AB型,右右,北海道,False
岡田　雅利,西武,0.272,52.0,108.0,92.0,25.0,3.0,7.0,0.0,7.0,1.0,17.0,7.0,3.0,0.327,0.402,0.729,3.95,4.02,2018.0,2350,捕手,5,29,1989/06/30,173cm,80kg,B型,右右,奈良,False
上林　誠知,ソフトバンク,0.27,143.0,608.0,551.0,149.0,22.0,62.0,13.0,30.0,7.0,117.0,17.0,2.0,0.315,0.488,0.803,5.51,5.40,2018.0,3500,外野手,5,23,1995/08/01,184cm,85kg,O型,右左,埼玉,False
塚田　正義,ソフトバンク,0.27,25.0,45.0,37.0,10.0,3.0,6.0,0.0,6.0,0.0,13.0,2.0,0.0,0.372,0.568,0.94,6.80,6.78,2018.0,1150,外野手,7,29,1989/07/23,177cm,85kg,A型,右右,茨城,False
ウィーラー,楽天,0.269,106.0,413.0,368.0,99.0,15.0,58.0,3.0,33.0,7.0,91.0,0.0,13.0,0.337,0.432,0.769,4.86,4.93,2018.0,20000,内野手,4,31,1987/01/16,178cm,100kg,不明,右右,アメリカ,True
アマダー,楽天,0.269,62.0,234.0,212.0,57.0,20.0,42.0,1.0,22.0,0.0,57.0,0.0,8.0,0.338,0.58,0.918,6.40,6.42,2018.0,6000,内野手,3,31,1987/01/19,193cm,135kg,不明,右右,メキシコ,True
バレンティン,ヤクルト,0.268,142.0,602.0,514.0,138.0,38.0,131.0,1.0,85.0,0.0,121.0,0.0,15.0,0.37,0.533,0.904,6.74,6.74,2018.0,33300,外野手,8,34,1984/07/02,185cm,100kg,不明,右右,アンティル,True
川島　慶三,ソフトバンク,0.268,91.0,152.0,142.0,38.0,3.0,16.0,2.0,7.0,0.0,31.0,0.0,2.0,0.296,0.366,0.662,3.90,4.07,2018.0,7000,内野手,13,35,1983/10/05,171cm,73kg,A型,右右,長崎,False
梶谷　隆幸,DeNA,0.268,41.0,137.0,127.0,34.0,8.0,18.0,5.0,8.0,2.0,21.0,0.0,1.0,0.321,0.52,0.841,5.99,5.91,2018.0,12800,外野手,12,30,1988/08/28,180cm,85kg,A型,右左,島根,False
荒木　雅博,中日,0.268,52.0,84.0,82.0,22.0,1.0,3.0,0.0,1.0,0.0,13.0,1.0,2.0,0.277,0.378,0.655,2.95,2.81,2018.0,7000,内野手,23,41,1977/09/13,180cm,77kg,A型,右右,熊本,False
メヒア,広島,0.268,22.0,44.0,41.0,11.0,3.0,7.0,1.0,2.0,1.0,12.0,0.0,2.0,0.318,0.537,0.855,4.96,4.99,2018.0,1200,内野手,3,25,1993/03/10,192cm,98kg,不明,右右,ドミニカ共和国,True
メヒア,広島,0.268,22.0,44.0,41.0,11.0,3.0,7.0,1.0,2.0,1.0,12.0,0.0,2.0,0.318,0.537,0.855,4.96,4.99,2018.0,50000,内野手,5,33,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
メヒア,西武,0.212,82.0,234.0,212.0,45.0,9.0,21.0,0.0,18.0,3.0,62.0,0.0,3.0,0.282,0.373,0.655,3.51,3.69,2018.0,1200,内野手,3,25,1993/03/10,192cm,98kg,不明,右右,ドミニカ共和国,True
メヒア,西武,0.212,82.0,234.0,212.0,45.0,9.0,21.0,0.0,18.0,3.0,62.0,0.0,3.0,0.282,0.373,0.655,3.51,3.69,2018.0,50000,内野手,5,33,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
鈴木　大地,ロッテ,0.266,143.0,558.0,477.0,127.0,8.0,49.0,8.0,44.0,17.0,55.0,14.0,11.0,0.346,0.398,0.744,4.78,4.75,2018.0,11000,内野手,7,29,1989/08/18,175cm,79kg,O型,右左,静岡,False
今宮　健太,ソフトバンク,0.266,99.0,405.0,354.0,94.0,11.0,45.0,5.0,25.0,2.0,60.0,22.0,5.0,0.316,0.415,0.731,4.32,4.27,2018.0,22000,内野手,9,27,1991/07/15,172cm,75kg,O型,右右,大分,False
藤田　一也,楽天,0.266,90.0,289.0,248.0,66.0,4.0,16.0,0.0,18.0,4.0,15.0,17.0,4.0,0.324,0.363,0.686,3.83,3.82,2018.0,11000,内野手,14,36,1982/07/03,175cm,75kg,O型,右左,徳島,False
中田　翔,日本ハム,0.265,140.0,599.0,540.0,143.0,25.0,106.0,0.0,43.0,3.0,81.0,0.0,24.0,0.316,0.463,0.778,4.59,4.77,2018.0,20000,内野手,11,29,1989/04/22,183cm,99kg,O型,右右,広島,False
角中　勝也,ロッテ,0.265,112.0,470.0,411.0,109.0,7.0,57.0,3.0,48.0,5.0,63.0,0.0,9.0,0.345,0.382,0.727,4.69,4.71,2018.0,13100,外野手,12,31,1987/05/25,180cm,85kg,A型,右左,石川,False
田中　和基,楽天,0.265,105.0,465.0,423.0,112.0,18.0,45.0,21.0,37.0,0.0,101.0,4.0,4.0,0.323,0.423,0.746,5.00,5.02,2018.0,1300,外野手,2,24,1994/08/08,181cm,75kg,A型,右両,福岡,False
中村　剛也,西武,0.265,97.0,392.0,355.0,94.0,28.0,74.0,1.0,33.0,2.0,112.0,0.0,11.0,0.329,0.546,0.876,5.97,6.04,2018.0,28000,内野手,17,35,1983/08/15,175cm,102kg,O型,右右,大阪,False
大城　卓三,巨人,0.265,83.0,202.0,185.0,49.0,4.0,17.0,0.0,15.0,0.0,46.0,2.0,3.0,0.32,0.395,0.715,4.33,4.14,2018.0,1000,捕手,1,25,1993/02/11,187cm,89kg,B型,右左,沖縄,False
福田　周平,オリックス,0.264,113.0,345.0,295.0,78.0,1.0,15.0,16.0,31.0,3.0,33.0,16.0,2.0,0.34,0.329,0.669,4.00,3.93,2018.0,1000,内野手,1,26,1992/08/08,169cm,69kg,A型,右左,大阪,False
福田　秀平,ソフトバンク,0.263,110.0,128.0,118.0,31.0,7.0,15.0,6.0,4.0,2.0,35.0,4.0,6.0,0.298,0.492,0.79,4.43,4.42,2018.0,2800,外野手,12,29,1989/02/10,182cm,77kg,AB型,右左,神奈川,False
下水流　昂,広島,0.263,67.0,89.0,80.0,21.0,4.0,12.0,0.0,7.0,0.0,25.0,2.0,5.0,0.322,0.425,0.747,3.65,3.73,2018.0,1000,外野手,6,30,1988/04/23,178cm,88kg,A型,右右,神奈川,False
田中　広輔,広島,0.262,143.0,675.0,572.0,150.0,10.0,60.0,32.0,75.0,17.0,118.0,6.0,6.0,0.362,0.383,0.745,5.22,5.23,2018.0,14000,内野手,5,29,1989/07/03,171cm,85kg,A型,右左,神奈川,False
福田　永将,中日,0.261,133.0,487.0,440.0,115.0,13.0,63.0,0.0,37.0,5.0,119.0,0.0,13.0,0.322,0.405,0.727,4.38,4.42,2018.0,3600,内野手,12,30,1988/07/23,181cm,88kg,O型,右右,神奈川,False
中島　卓也,日本ハム,0.261,132.0,449.0,391.0,102.0,1.0,23.0,29.0,35.0,0.0,88.0,22.0,4.0,0.321,0.312,0.633,3.81,3.75,2018.0,8600,内野手,10,27,1991/01/11,178cm,73kg,A型,右左,福岡,False
桑原　将志,DeNA,0.261,127.0,421.0,379.0,99.0,9.0,26.0,17.0,32.0,3.0,71.0,7.0,3.0,0.324,0.422,0.746,5.08,4.91,2018.0,8500,外野手,7,25,1993/07/21,174cm,78kg,B型,右右,大阪,False
木村　文紀,西武,0.26,75.0,120.0,104.0,27.0,3.0,12.0,7.0,10.0,1.0,33.0,5.0,0.0,0.33,0.413,0.744,4.83,4.77,2018.0,1860,外野手,12,30,1988/09/13,183cm,88kg,O型,右右,東京都,True
梅野　隆太郎,阪神,0.259,132.0,455.0,386.0,100.0,8.0,47.0,5.0,39.0,1.0,67.0,28.0,6.0,0.328,0.396,0.724,4.42,4.27,2018.0,2500,捕手,5,27,1991/06/17,173cm,78kg,A型,右右,福岡,False
川端　慎吾,ヤクルト,0.259,97.0,334.0,297.0,77.0,3.0,31.0,1.0,32.0,3.0,37.0,1.0,11.0,0.336,0.327,0.663,3.74,3.71,2018.0,14000,内野手,13,31,1987/10/16,185cm,86kg,O型,右左,大阪,False
本多　雄一,ソフトバンク,0.259,33.0,101.0,85.0,22.0,1.0,8.0,5.0,8.0,0.0,17.0,5.0,1.0,0.313,0.376,0.689,4.23,4.48,2018.0,18000,内野手,13,34,1984/11/19,174cm,72kg,O型,右左,福岡,False
